预测日期,报告期,交易代码,预测净利润,预测机构,分析师姓名
20101102,20101231,000002,7393250000.0,银河证券,丁文
20101105,20101231,000002,7148000000.0,中投证券,李少明
20101105,20101231,000002,7733000000.0,中信证券,陈聪
20101105,20101231,000002,7006000000.0,国泰君安,孙建平
20101105,20101231,000002,7189000000.0,中金公司,白宏炜
20101105,20101231,000002,7239090000.0,中邮证券,中邮证券
20101130,20101231,000002,7759860000.0,银河证券,潘玮
20101202,20101231,000002,7759860000.0,银河证券,丁文
20101202,20101231,000002,6479200000.0,江海证券,付豪杰
20101203,20101231,000002,7733000000.0,中信证券,陈聪
20101203,20101231,000002,7687000000.0,平安证券,窦泽云
20101206,20101231,000002,7233000000.0,东方证券,杨国华
20101214,20101231,000002,6797000000.0,国金证券,曹旭特
20101122,20101231,000012,1402000000.0,国泰君安,韩其成
20101201,20101231,000012,1300200000.0,银河证券,洪亮
20101221,20101231,000012,1529110000.0,广发证券,黄立图
20101226,20101231,000012,1394000000.0,中投证券,李凡
20101227,20101231,000012,1379000000.0,华泰联合,周焕
20101227,20101231,000012,1402000000.0,国泰君安,韩其成
20101227,20101231,000012,1500000000.0,第一创业,曹柱
20101230,20101231,000012,1372000000.0,华创证券,高利
20101203,20101231,000021,399000000.0,民生证券,卢婷
20101212,20101231,000021,467010000.0,光大证券,赵磊
20101214,20101231,000024,2060000000.0,国金证券,曹旭特
20101229,20101231,000026,96000000.0,国信证券,田慧蓝
20101116,20101231,000027,1601000000.0,华泰证券,程鹏
20101102,20101231,000028,251000000.0,民族证券,涂羚波
20101108,20101231,000031,521170000.0,中邮证券,中邮证券
20101111,20101231,000039,2786700000.0,安信证券,张仲杰
20101123,20101231,000039,2770000000.0,中原证券,路永光
20101202,20101231,000039,2680000000.0,光大证券,机械小组
20101206,20101231,000039,3045000000.0,招商证券,刘荣
20101206,20101231,000039,2875260000.0,海通证券,龙华
20101208,20101231,000039,3181000000.0,国信证券,余爱斌
20101229,20101231,000039,2807000000.0,兴业证券,吴华
20101110,20101231,000046,518000000.0,中信证券,陈聪
20101216,20101231,000046,412100000.0,安信证券,柳世庆
20101222,20101231,000046,554594262.0,日信证券,房地产研究组
20101202,20101231,000050,144000000.0,中投证券,王鹏
20101210,20101231,000050,129000000.0,东方证券,陈刚
20101108,20101231,000059,211000000.0,东方证券,王晶
20101117,20101231,000059,262000000.0,国泰君安,魏涛
20101130,20101231,000059,211000000.0,东方证券,王晶
20101123,20101231,000060,588000000.0,中原证券,何卫江
20101223,20101231,000060,594520000.0,爱建证券,张志鹏
20101228,20101231,000060,788000000.0,东方证券,张镭
20101228,20101231,000060,511370800.0,宏源证券,闵丹
20101229,20101231,000060,536000000.0,中银国际,乐宇坤
20101102,20101231,000063,3088800000.0,湘财证券,周明巍
20101110,20101231,000063,3040000000.0,瑞银证券,孙旭
20101119,20101231,000063,2952000000.0,申银万国,万建军
20101202,20101231,000063,2952000000.0,申银万国,万建军
20101202,20101231,000063,3212530000.0,中信建投,戴春荣
20101202,20101231,000063,3166270000.0,光大证券,周励谦
20101208,20101231,000063,2952000000.0,申银万国,万建军
20101217,20101231,000063,2982000000.0,华创证券,高利
20101221,20101231,000063,3011000000.0,国金证券,陈运红
20101101,20101231,000066,466000000.0,国泰君安,魏兴耘
20101129,20101231,000069,2594200000.0,第一创业,陈晓波
20101221,20101231,000088,453000000.0,中金公司,杨鑫
20101229,20101231,000089,706000000.0,兴业证券,朱峰
20101115,20101231,000099,149000000.0,中银国际,许民乐
20101101,20101231,000100,639000000.0,中金公司,黄文倩
20101103,20101231,000100,365000000.0,广发证券,惠毓伦
20101225,20101231,000100,611500000.0,银河证券,朱力军
20101207,20101231,000153,51000000.0,华创证券,廖万国
20101101,20101231,000157,4011300000.0,中信证券,郭亚凌
20101101,20101231,000157,4259000000.0,中银国际,胡文洲
20101107,20101231,000157,3933500000.0,安信证券,张仲杰
20101122,20101231,000157,3498170000.0,银河证券,鞠厚林
20101215,20101231,000157,4254000000.0,中信证券,郭亚凌
20101230,20101231,000157,4570110000.0,东方证券,周凤武
20101121,20101231,000338,6871000000.0,华创证券,高利
20101215,20101231,000338,6464000000.0,中信证券,李春波
20101220,20101231,000338,6471000000.0,中投证券,张镭
20101222,20101231,000400,210560000.0,第一创业,何本虎
20101224,20101231,000400,197000000.0,群益证券,群益证券研究部
