预测日期,报告期,交易代码,预测净利润,预测机构,分析师姓名
20131115,20131231,000001,15255500000.0,北京高华证券,马宁
20131121,20131231,000001,15237000000.0,瑞银证券,甘宗卫
20131202,20131231,000001,15402000000.0,国信证券,王婧
20131215,20131231,000001,15400000000.0,招商证券,肖立强
20131215,20131231,000001,15497000000.0,长江证券,刘俊
20131216,20131231,000001,15064000000.0,申银万国,陆怡雯
20131101,20131231,000002,16307300000.0,北京高华证券,王逸
20131104,20131231,000002,15651000000.0,瑞银证券,李宗彬
20131104,20131231,000002,14917000000.0,德意志银行,Tony Tsang
20131105,20131231,000002,15547000000.0,海通证券,涂力磊
20131105,20131231,000002,15651000000.0,瑞银证券,李宗彬
20131105,20131231,000002,15858000000.0,宏源证券,洪俊骅
20131105,20131231,000002,15371000000.0,申银万国,韩思怡
20131105,20131231,000002,14770000000.0,安信证券,万知
20131106,20131231,000002,16284000000.0,中投证券,李少明
20131204,20131231,000002,15651000000.0,瑞银证券,李宗彬
20131205,20131231,000002,15547000000.0,海通证券,涂力磊
20131205,20131231,000002,16284000000.0,中投证券,李少明
20131206,20131231,000002,15858000000.0,宏源证券,洪俊骅
20131214,20131231,000002,15773000000.0,招商证券,罗毅
20131217,20131231,000002,15547000000.0,海通证券,涂力磊
20131119,20131231,000006,716000000.0,民生证券,肖肖
20131120,20131231,000006,761000000.0,平安证券,周雅婷
20131120,20131231,000006,715000000.0,华泰证券,曹光亮
20131120,20131231,000006,800000000.0,国泰君安,李品科
20131210,20131231,000006,716000000.0,民生证券,肖肖
20131121,20131231,000012,1070000000.0,华泰证券,周焕
20131125,20131231,000012,1123000000.0,华泰证券,周焕
20131215,20131231,000012,1108000000.0,民生证券,王钦
20131216,20131231,000012,1108000000.0,民生证券,尹沿技
20131101,20131231,000024,4461000000.0,国泰君安,李品科
20131113,20131231,000024,4411950000.0,山西证券,平海庆
20131208,20131231,000024,4484000000.0,中投证券,李少明
20131209,20131231,000024,5723100000.0,华融证券,易华强
20131223,20131231,000027,1302000000.0,民生证券,陶贻功
20131220,20131231,000028,520000000.0,申银万国,罗佳荣
20131220,20131231,000028,537000000.0,东方证券,李淑花
20131105,20131231,000039,1717700000.0,安信证券,张仲杰
20131106,20131231,000039,1382000000.0,广发证券,罗立波
20131117,20131231,000039,1382000000.0,广发证券,罗立波
20131201,20131231,000039,1379000000.0,广发证券,罗立波
20131224,20131231,000039,1379000000.0,广发证券,罗立波
20131225,20131231,000039,1349000000.0,民生证券,刘利
20131225,20131231,000039,1857000000.0,招商证券,刘荣
20131225,20131231,000039,1404630000.0,中金公司,张锦
20131230,20131231,000039,1323870000.0,中信建投,高晓春
20131215,20131231,000042,349000000.0,国泰君安,李品科
20131226,20131231,000042,349000000.0,国泰君安,李品科
20131204,20131231,000043,491000000.0,中投证券,李少明
20131210,20131231,000043,585000000.0,华创证券,解睿
20131211,20131231,000049,192100000.0,中信证券,张帆
20131112,20131231,000050,117000000.0,平安证券,卢山
20131216,20131231,000050,143940000.0,财通证券,赵锴
20131101,20131231,000060,376000000.0,东方证券,徐建花
20131203,20131231,000060,204000000.0,民生证券,黄玉
20131225,20131231,000060,311000000.0,广发证券,巨国贤
20131101,20131231,000061,110000000.0,中信建投,王喆
20131104,20131231,000061,34580000.0,宏源证券,瞿永忠
20131105,20131231,000061,110000000.0,中信建投,王喆
20131220,20131231,000061,84000000.0,中投证券,徐晓芳
20131130,20131231,000063,1986000000.0,银河证券,朱劲松
20131202,20131231,000063,1560000000.0,招商证券,陈鹏
20131204,20131231,000063,1773690000.0,宏源证券,胡颖
20131207,20131231,000063,900000000.0,平安证券,冯明远
20131217,20131231,000063,1680920000.0,海通证券,侯云哲
20131230,20131231,000063,2570000000.0,光大证券,周励谦
20131211,20131231,000069,4646000000.0,申银万国,韩思怡
20131220,20131231,000089,552000000.0,招商证券,罗嫣嫣
20131209,20131231,000090,296000000.0,平安证券,周雅婷
20131219,20131231,000099,164000000.0,中金公司,沈晓峰
20131224,20131231,000100,2145000000.0,中金公司,何伟
20131224,20131231,000100,2059000000.0,国金证券,蔡益润
20131224,20131231,000100,2066000000.0,海通证券,陈子仪
20131106,20131231,000150,106000000.0,国泰君安,李品科
20131101,20131231,000157,4878400000.0,安信证券,王书伟
20131101,20131231,000157,4566000000.0,广发证券,董亚光
20131101,20131231,000333,7269000000.0,华泰证券,张洪道
20131101,20131231,000333,7176000000.0,东方证券,唐思宇
20131125,20131231,000333,7388000000.0,兴业证券,姚永华
20131217,20131231,000333,7323000000.0,海通证券,陈子仪
20131205,20131231,000400,556000000.0,平安证券,张海
20131218,20131231,000400,509000000.0,海通证券,牛品
20131230,20131231,000400,530140000.0,日信证券,黄鹤
20131125,20131231,000401,207000000.0,中金公司,丁玥
20131223,20131231,000401,212000000.0,中投证券,李凡
20131101,20131231,000402,2564000000.0,中信建投,苏雪晶
20131120,20131231,000404,180000000.0,东兴证券,李常
20131225,20131231,000404,177200000.0,长江证券,徐春
20131119,20131231,000413,294000000.0,广发证券,惠毓伦
20131119,20131231,000413,331000000.0,国泰君安,毛平
20131120,20131231,000413,300000000.0,中金公司,陈昊飞
20131203,20131231,000413,320000000.0,西南证券,李孝林
20131206,20131231,000413,298120000.0,华泰证券,周毅
20131205,20131231,000422,277000000.0,东兴证券,郝力芳
20131101,20131231,000423,1201600000.0,联讯证券,罗柏言
20131204,20131231,000423,1277000000.0,申银万国,陈益凌
20131105,20131231,000501,463000000.0,广发证券,欧亚菲
20131113,20131231,000501,457000000.0,平安证券,耿邦昊
20131119,20131231,000501,458000000.0,招商证券,杨夏
20131210,20131231,000501,457200000.0,长江证券,童兰
20131211,20131231,000501,458120000.0,宏源证券,陈炫如
20131214,20131231,000501,461950000.0,首创证券,张炬华
20131217,20131231,000501,458000000.0,招商证券,杨夏
20131202,20131231,000516,149000000.0,招商证券,杨夏
20131111,20131231,000521,255000000.0,东兴证券,李常
20131126,20131231,000521,240000000.0,长城证券,朱政
20131101,20131231,000525,414000000.0,民族证券,于娃丽
20131120,20131231,000525,469000000.0,长江证券,张翔
20131120,20131231,000525,412930000.0,西南证券,商艾华
20131206,20131231,000525,384000000.0,中金公司,方巍
20131220,20131231,000525,398690000.0,中信建投,梁斌
20131226,20131231,000525,411000000.0,群益证券,高观朋
20131101,20131231,000528,418300000.0,安信证券,王书伟
20131230,20131231,000529,74700000.0,广证恒生,王健超
20131210,20131231,000530,128000000.0,华泰证券,徐才华
20131213,20131231,000530,128000000.0,华泰证券,徐才华
20131127,20131231,000531,348000000.0,国海证券,谭倩
20131217,20131231,000536,344410000.0,厦门证券,戴晓彬
20131230,20131231,000538,2001550000.0,华创证券,于洋
