交易代码,平均预测净利润
1.0,22282000000.0
2.0,18091109090.909092
8.0,205750000.0
9.0,870000000.0
12.0,615000000.0
18.0,365925000.0
24.0,5438000000.0
26.0,143000000.0
34.0,51000000.0
36.0,68805000.0
40.0,84000000.0
42.0,479773333.3333333
43.0,236000000.0
46.0,2527000000.0
49.0,288135000.0
50.0,678000000.0
61.0,97900000.0
62.0,327402500.0
63.0,3628924000.0
68.0,4380000.0
70.0,131270000.0
78.0,453000000.0
89.0,438000000.0
90.0,488000000.0
99.0,215000000.0
100.0,2900333333.3333335
150.0,21000000.0
156.0,568000000.0
158.0,214400000.0
333.0,12661000000.0
338.0,1222000000.0
400.0,559000000.0
402.0,2993333333.3333335
403.0,100205000.0
407.0,96010000.0
411.0,148000000.0
413.0,1069150000.0
415.0,1569950000.0
418.0,912333333.3333334
423.0,1675020000.0
426.0,47810000.0
430.0,141500000.0
488.0,838200000.0
501.0,780045000.0
511.0,38550000.0
513.0,615520000.0
514.0,54000000.0
519.0,279500000.0
521.0,230000000.0
523.0,49000000.0
526.0,5000000.0
530.0,147500000.0
533.0,145000000.0
538.0,2856600000.0
539.0,3780000000.0
540.0,2603500000.0
547.0,517000000.0
550.0,2035500000.0
552.0,232000000.0
554.0,10900000.0
555.0,388033333.3333333
558.0,45666666.666666664
559.0,829000000.0
563.0,451410000.0
564.0,49000000.0
566.0,242707500.0
567.0,9766666.666666666
568.0,1520613846.1538463
571.0,81440000.0
587.0,739000000.0
592.0,228140000.0
593.0,57000000.0
596.0,657000000.0
599.0,59430000.0
601.0,300325000.0
603.0,269513333.3333333
605.0,101500000.0
606.0,-39700000.0
607.0,206000000.0
616.0,90970000.0
619.0,79000000.0
625.0,9826188888.88889
631.0,861000000.0
638.0,3750000.0
639.0,184966666.66666666
651.0,14071790000.0
662.0,335000000.0
666.0,677046000.0
670.0,19000000.0
671.0,1720000000.0
672.0,90010000.0
673.0,146000000.0
678.0,-10000000.0
679.0,41000000.0
681.0,184540000.0
685.0,1254830000.0
687.0,164900000.0
690.0,871000000.0
697.0,77000000.0
703.0,152988750.0
708.0,270600000.0
709.0,333200000.0
716.0,136186666.66666666
717.0,-2065550000.0
718.0,1109505000.0
722.0,154000000.0
725.0,2885000000.0
727.0,-58005000.0
728.0,2914820000.0
729.0,698867500.0
733.0,212700000.0
735.0,70000000.0
738.0,213000000.0
756.0,95000000.0
758.0,436825000.0
759.0,-7030000.0
760.0,5000000.0
768.0,493666666.6666667
776.0,12563366666.666666
778.0,391500000.0
783.0,4383000000.0
786.0,1001000000.0
789.0,277000000.0
795.0,-14395000.0
796.0,229800000.0
799.0,80060000.0
800.0,396600000.0
801.0,239175000.0
802.0,76000000.0
806.0,118110000.0
815.0,148350000.0
816.0,58260000.0
821.0,49000000.0
825.0,-903610000.0
826.0,1060478333.3333334
835.0,31990000.0
839.0,332000000.0
858.0,5952963750.0
860.0,379137142.85714287
861.0,301000000.0
869.0,1106600000.0
876.0,2263000000.0
883.0,2006000000.0
885.0,144580000.0
887.0,872160000.0
888.0,198000000.0
889.0,183000000.0
890.0,110000000.0
892.0,170830000.0
895.0,4103485714.285714
898.0,-1486225000.0
902.0,821630000.0
906.0,81000000.0
911.0,54300000.0
917.0,621890000.0
918.0,-2292000000.0
920.0,111050000.0
926.0,795875000.0
928.0,513212500.0
932.0,-1297650000.0
936.0,83500000.0
937.0,-372173333.3333333
938.0,189770000.0
939.0,581010000.0
952.0,11933333.333333334
957.0,377000000.0
958.0,437910000.0
961.0,1157000000.0
963.0,1162115000.0
967.0,173975000.0
968.0,-1374490000.0
970.0,337550000.0
971.0,92000000.0
975.0,213000000.0
976.0,312000000.0
977.0,514000000.0
978.0,49000000.0
987.0,420675000.0
988.0,210200000.0
990.0,31025000.0
993.0,71690000.0
997.0,400110000.0
998.0,487725000.0
1696.0,401500000.0
1979.0,6683000000.0
2002.0,521457000.0
2003.0,257000000.0
2004.0,718790000.0
2006.0,17600000.0
2007.0,628268000.0
2008.0,765175000.0
2009.0,113000000.0
2010.0,424500000.0
2011.0,125740000.0
2013.0,426250000.0
2014.0,185475000.0
2016.0,114000000.0
2019.0,452500000.0
2020.0,165000000.0
2022.0,277632500.0
2024.0,450356666.6666667
2026.0,82913333.33333333
2027.0,3007000000.0
2030.0,130000000.0
2032.0,851500000.0
2033.0,225583333.33333334
2035.0,205550000.0
2036.0,198590000.0
2038.0,725300000.0
2039.0,318000000.0
2041.0,414450000.0
2042.0,379891666.6666667
2044.0,261975000.0
2045.0,50240000.0
2047.0,389245000.0
2049.0,400733333.3333333
2050.0,635663333.3333334
2051.0,994500000.0
2052.0,39950000.0
2055.0,122720000.0
2057.0,106355000.0
2059.0,170666666.66666666
2060.0,110000000.0
2063.0,242935000.0
2065.0,1207735000.0
2069.0,27000000.0
2070.0,-112000000.0
2071.0,267000000.0
2072.0,-77000000.0
2073.0,280000000.0
2074.0,507433333.3333333
2075.0,-110000000.0
2076.0,74000000.0
2077.0,-43290000.0
2080.0,352000000.0
2081.0,1977925000.0
2084.0,70000000.0
2085.0,666000000.0
2089.0,174340000.0
2090.0,141335000.0
2091.0,265320000.0
2093.0,54750000.0
2094.0,91487000.0
2097.0,500000.0
2100.0,253451000.0
2101.0,126000000.0
2104.0,393390000.0
2108.0,221850000.0
2110.0,-608000000.0
2111.0,216333333.33333334
2115.0,25500000.0
2116.0,228500000.0
2117.0,211153333.33333334
2121.0,245505000.0
2123.0,160156666.66666666
2124.0,115000000.0
2125.0,14755000.0
2126.0,195335000.0
2127.0,159368066.66666666
2129.0,219000000.0
2131.0,486600000.0
2132.0,62000000.0
2133.0,87710000.0
2135.0,87300000.0
2137.0,28111666.666666668
2138.0,264100000.0
2140.0,180500000.0
2142.0,6524000000.0
2145.0,-24000000.0
2146.0,3452750000.0
2148.0,6000000.0
2149.0,18120000.0
2151.0,76560000.0
2152.0,932000000.0
2153.0,430900000.0
2154.0,175470000.0
2156.0,154340000.0
2157.0,349682500.0
2159.0,39500000.0
2160.0,119500000.0
2169.0,98883333.33333333
2170.0,279000000.0
2171.0,66000000.0
2172.0,144102000.0
2173.0,116710000.0
2174.0,560570000.0
2175.0,46000000.0
2176.0,54605000.0
2179.0,560675000.0
2180.0,349525000.0
2182.0,32000000.0
2184.0,82000000.0
2185.0,400500000.0
2186.0,140000000.0
2188.0,55000000.0
2190.0,89800000.0
2191.0,717212500.0
2196.0,35500000.0
2200.0,10333333.333333334
2201.0,16000000.0
2202.0,3163100000.0
2203.0,690775000.0
2206.0,223800000.0
2208.0,195000000.0
2215.0,244152857.14285713
2216.0,84500000.0
2217.0,388500000.0
2221.0,437000000.0
2223.0,398000000.0
2224.0,248080000.0
2226.0,90000000.0
2229.0,21450000.0
2230.0,549640000.0
2234.0,-213563333.33333334
2235.0,12000000.0
2238.0,254000000.0
2241.0,1642460000.0
2242.0,594000000.0
2243.0,2000000.0
2244.0,1290000000.0
2249.0,375780000.0
2250.0,684457500.0
2251.0,268150000.0
2256.0,76258000.0
2259.0,19500000.0
2260.0,-4000000.0
2261.0,261500000.0
2263.0,2000000.0
2266.0,168500000.0
2268.0,142000000.0
2271.0,666000000.0
2275.0,476200000.0
2276.0,299139600.0
2277.0,328730000.0
2280.0,321850000.0
2281.0,208625000.0
2284.0,184290000.0
2285.0,470050000.0
2287.0,338150000.0
2292.0,578713333.3333334
2293.0,463245000.0
2294.0,1330640000.0
2296.0,131500000.0
2298.0,193400000.0
2299.0,-321123333.3333333
2301.0,41570000.0
2303.0,271766666.6666667
2304.0,5107398000.0
2305.0,63000000.0
2308.0,126415000.0
2309.0,456662500.0
2310.0,553800000.0
2311.0,743000000.0
2312.0,69985000.0
2316.0,41500000.0
2318.0,169600000.0
2321.0,37000000.0
2322.0,168590350.0
2323.0,255787500.0
2324.0,295000000.0
2325.0,309050000.0
2327.0,447040000.0
2328.0,88270000.0
2329.0,209738000.0
2330.0,33333333.333333332
2332.0,105000000.0
2334.0,153500000.0
2335.0,154900000.0
2339.0,166771250.0
2340.0,296232500.0
2341.0,5000000.0
2343.0,201810000.0
2344.0,934333333.3333334
2345.0,277800000.0
2347.0,15000000.0
2348.0,53000000.0
2349.0,65700000.0
2351.0,107000000.0
2353.0,187735000.0
2354.0,560000000.0
2355.0,40000000.0
2358.0,267000000.0
2361.0,124960000.0
2364.0,185115000.0
2366.0,289000000.0
2367.0,502000000.0
2368.0,219550000.0
2370.0,143000000.0
2371.0,65100000.0
2373.0,321550000.0
2375.0,925266666.6666666
2376.0,183000000.0
2378.0,-54000000.0
2380.0,65438333.333333336
2381.0,140950000.0
2382.0,180860000.0
2383.0,52545000.0
2385.0,753000000.0
2387.0,-201000000.0
2389.0,118000000.0
2390.0,198286666.66666666
2391.0,284000000.0
2394.0,304633333.3333333
2395.0,22235000.0
2396.0,261786666.66666666
2397.0,164960000.0
2398.0,236000000.0
2400.0,583223333.3333334
2403.0,113466666.66666667
2404.0,81000000.0
2405.0,166146666.66666666
2406.0,114470000.0
2407.0,66295000.0
2410.0,325000000.0
2413.0,84000000.0
2414.0,86775000.0
2415.0,6431004000.0
2418.0,51200000.0
2419.0,583945000.0
2420.0,45000000.0
2421.0,161670000.0
2422.0,833000000.0
2424.0,383550000.0
2426.0,316846000.0
2428.0,88500000.0
2429.0,592010000.0
2431.0,123800000.0
2433.0,230500000.0
2436.0,154813333.33333334
2437.0,773355000.0
2438.0,44500000.0
2439.0,268683333.3333333
2441.0,228700000.0
2444.0,554544285.7142857
2445.0,263300000.0
2446.0,130000000.0
2447.0,266650000.0
2448.0,207260000.0
2450.0,1432615000.0
2454.0,303100000.0
2456.0,546480000.0
2457.0,28000000.0
2458.0,-303137500.0
2460.0,145146666.66666666
2461.0,70500000.0
2462.0,185000000.0
2465.0,611488571.4285715
2466.0,133792500.0
2467.0,111326666.66666667
2468.0,8476000.0
2469.0,146900000.0
2470.0,1156000000.0
2472.0,140716666.66666666
2474.0,15333333.333333334
2475.0,1045666666.6666666
2477.0,307825000.0
2478.0,204850000.0
2479.0,200000000.0
2482.0,431714285.71428573
2484.0,150800000.0
2487.0,80000000.0
2488.0,69422000.0
2489.0,403000000.0
2491.0,244000000.0
2492.0,29000000.0
2493.0,212000000.0
2494.0,31000000.0
2496.0,204000000.0
2500.0,1481000000.0
2501.0,478000000.0
2502.0,116000000.0
2503.0,194500000.0
2504.0,305000000.0
2506.0,663094000.0
2507.0,158000000.0
2508.0,804383333.3333334
2509.0,153000000.0
2511.0,92000000.0
2512.0,203750000.0
2513.0,-35860000.0
2515.0,28000000.0
2516.0,267582500.0
2520.0,53500000.0
2521.0,327000000.0
2523.0,61330000.0
2527.0,211800000.0
2528.0,41870000.0
2529.0,2880000.0
2531.0,301714285.71428573
2532.0,114406666.66666667
2534.0,-216500000.0
2539.0,232950000.0
2540.0,266530000.0
2541.0,149350000.0
2542.0,251000000.0
2543.0,311000000.0
2544.0,70000000.0
2546.0,171833333.33333334
2554.0,150410000.0
2555.0,502000000.0
2556.0,211930000.0
2557.0,370031428.5714286
2560.0,65200000.0
2562.0,97400000.0
2563.0,1357290000.0
2565.0,142025000.0
2566.0,81000000.0
2568.0,861000000.0
2570.0,-8928000.0
2572.0,457787500.0
2573.0,513930000.0
2574.0,88690000.0
2575.0,16000000.0
2578.0,40460000.0
2580.0,40000000.0
2583.0,245500000.0
2584.0,103000000.0
2588.0,626666666.6666666
2589.0,242833333.33333334
2590.0,91000000.0
2592.0,132090000.0
2593.0,41597500.0
2594.0,2457178571.428571
2595.0,694150000.0
2597.0,201880000.0
2599.0,20500000.0
2601.0,92000000.0
2605.0,118333333.33333333
2610.0,145090000.0
2611.0,75500000.0
2612.0,96204285.71428572
2614.0,173450000.0
2616.0,117700000.0
2618.0,69510000.0
2619.0,150000000.0
2623.0,80200000.0
2624.0,250000000.0
2626.0,160370000.0
2627.0,59000000.0
2630.0,255365000.0
2632.0,45240000.0
2635.0,287000000.0
2637.0,38000000.0
2639.0,24533333.333333332
2640.0,179480000.0
2642.0,220073333.33333334
2643.0,211344285.7142857
2646.0,274000000.0
2650.0,149000000.0
2653.0,494830000.0
2654.0,101220000.0
2655.0,25240000.0
2657.0,174847142.85714287
2658.0,280006666.6666667
2661.0,97100000.0
2662.0,524000000.0
2664.0,229650000.0
2665.0,231992857.14285713
2667.0,150000000.0
2668.0,269058333.3333333
2669.0,119750000.0
2670.0,363116666.6666667
2671.0,70700000.0
2672.0,351555555.5555556
2673.0,2339760000.0
2677.0,174880000.0
2678.0,156000000.0
2681.0,315000000.0
2683.0,117333333.33333333
2684.0,31085000.0
2686.0,105800000.0
2688.0,84506333.33333333
2689.0,207666666.66666666
2690.0,331000000.0
2696.0,83000000.0
2697.0,191952500.0
2698.0,190000000.0
2699.0,156970833.33333334
2701.0,1053069000.0
2705.0,302000000.0
2707.0,202500000.0
2709.0,83024285.71428572
2711.0,150475000.0
2712.0,116077500.0
2713.0,96690000.0
2714.0,591133333.3333334
2717.0,165525000.0
2721.0,190036666.66666666
2722.0,46000000.0
2727.0,377333333.3333333
2736.0,12144000000.0
2737.0,303920000.0
2739.0,1223247500.0
2740.0,91000000.0
2741.0,66000000.0
2743.0,38750000.0
2745.0,325000000.0
2746.0,26000000.0
2747.0,45250000.0
2750.0,73710000.0
2751.0,44000000.0
2756.0,240000000.0
2759.0,58620000.0
2760.0,31000000.0
2762.0,102670000.0
2763.0,173843333.33333334
2766.0,75540000.0
2768.0,73850000.0
2776.0,117000000.0
2777.0,60000000.0
2778.0,36240000.0
2779.0,55770000.0
2780.0,28475555.555555556
2781.0,176500000.0
2782.0,65000000.0
2783.0,113970000.0
2785.0,22900000.0
2786.0,68000000.0
2787.0,80000000.0
2932.0,35000000.0
300001.0,170000000.0
300003.0,576000000.0
300004.0,102795000.0
300005.0,299000000.0
300007.0,117993333.33333333
300008.0,116400000.0
300009.0,149070000.0
300010.0,107453333.33333333
300011.0,239000000.0
300012.0,149000000.0
300013.0,22410000.0
300014.0,150400000.0
300015.0,422528571.4285714
300016.0,123540000.0
300017.0,793622222.2222222
300018.0,89565000.0
300019.0,88745000.0
300020.0,224202222.2222222
300023.0,59000000.0
300024.0,390425000.0
300026.0,580500000.0
300027.0,1085028571.4285715
300031.0,78000000.0
300034.0,110000000.0
300036.0,65700000.0
300037.0,120000000.0
300038.0,74000000.0
300039.0,374190000.0
300041.0,90400000.0
300043.0,371900000.0
300045.0,48545000.0
300046.0,30000000.0
300047.0,120000000.0
300048.0,61000000.0
300049.0,101000000.0
300050.0,118700000.0
300053.0,98000000.0
300054.0,169605000.0
300055.0,333246666.6666667
300058.0,481458333.3333333
300059.0,1822042500.0
300061.0,46000000.0
300064.0,140666666.66666666
300065.0,50080000.0
300068.0,194441250.0
300070.0,1546128333.3333333
300071.0,150390000.0
300072.0,779500000.0
300073.0,15026666.666666666
300074.0,6000000.0
300075.0,172333333.33333334
300076.0,29920000.0
300077.0,107220000.0
300078.0,148133333.33333334
300079.0,214840000.0
300083.0,-177500000.0
300085.0,64735000.0
300086.0,50350000.0
300088.0,221867500.0
300090.0,755760000.0
300091.0,48000000.0
300093.0,15685000.0
300095.0,58916000.0
300097.0,41566666.666666664
300098.0,246333333.33333334
300099.0,10000000.0
300100.0,272815000.0
300101.0,119000000.0
300103.0,116290000.0
300104.0,543250000.0
300106.0,36105000.0
300108.0,161000000.0
300109.0,56000000.0
300110.0,78400000.0
300113.0,271666666.6666667
300115.0,492375000.0
300119.0,162600000.0
300122.0,248000000.0
300124.0,845550000.0
300127.0,94950000.0
300130.0,81000000.0
300133.0,536687500.0
300136.0,217500000.0
300137.0,120000000.0
300139.0,77040000.0
300141.0,32333333.333333332
300142.0,-74000000.0
300143.0,17000000.0
300144.0,637540000.0
300145.0,278237500.0
300146.0,660805555.5555556
300147.0,229000000.0
300150.0,147666666.66666666
300153.0,49000000.0
300154.0,101000000.0
300156.0,215000000.0
300157.0,83000000.0
300159.0,304500000.0
300160.0,69392857.14285715
300161.0,9000000.0
300165.0,62000000.0
300166.0,228333333.33333334
300167.0,28000000.0
300168.0,250150000.0
300172.0,107000000.0
300174.0,39000000.0
300177.0,29660000.0
300178.0,169107142.85714287
300180.0,129640000.0
300182.0,531500000.0
300185.0,99680000.0
300187.0,90666666.66666667
300188.0,160410000.0
300189.0,12000000.0
300190.0,171940000.0
300192.0,36333333.333333336
300194.0,74550000.0
300196.0,216210000.0
300198.0,44200000.0
300199.0,363000000.0
300200.0,60020000.0
300201.0,37225000.0
300202.0,373963333.3333333
300203.0,299332500.0
300205.0,92000000.0
300207.0,389900000.0
300210.0,100735000.0
300211.0,14500000.0
300212.0,203712000.0
300213.0,98260000.0
300214.0,116070000.0
300217.0,105000000.0
300219.0,140000000.0
300220.0,17000000.0
300223.0,40750000.0
300224.0,198040000.0
300225.0,78000000.0
300226.0,-165650000.0
300229.0,136266666.66666666
300230.0,113402000.0
300232.0,140800000.0
300234.0,80700000.0
300236.0,70853000.0
300237.0,208980000.0
300238.0,61000000.0
300241.0,50790000.0
300242.0,95100000.0
300244.0,181590000.0
300245.0,96365000.0
300248.0,47000000.0
300251.0,437000000.0
300252.0,220000000.0
300253.0,177400000.0
300254.0,39700000.0
