预测日期,报告期,交易代码,预测净利润,预测机构,分析师姓名
20161101,20161231,000002,21583000000.0,广发证券,乐加栋
20161101,20161231,000002,21188000000.0,招商证券,刘义
20161101,20161231,000002,23580000000.0,申万宏源,王胜
20161103,20161231,000002,20747000000.0,海通证券,涂力磊
20161128,20161231,000002,20746940000.0,海通证券,涂力磊
20161204,20161231,000002,20747000000.0,海通证券,涂力磊
20161206,20161231,000002,21795000000.0,群益证券,姜以宁
20161207,20161231,000002,20259300000.0,高华证券,王逸
20161218,20161231,000002,20944000000.0,国金证券,胡华如
20161218,20161231,000002,21188000000.0,招商证券,赵可
20161102,20161231,000005,177000000.0,国海证券,谭倩
20161222,20161231,000008,455000000.0,华创证券,李佳
20161229,20161231,000008,455000000.0,华创证券,李佳
20161109,20161231,000012,999790000.0,海通证券,邱友锋
20161115,20161231,000018,502990000.0,华泰证券,鲍荣富
20161206,20161231,000018,546000000.0,兴业证券,孟杰
20161222,20161231,000018,502990000.0,华泰证券,黄骥
20161223,20161231,000018,485000000.0,中金公司,孔令鑫
20161229,20161231,000018,540000000.0,国泰君安,韩其成
20161229,20161231,000018,485000000.0,中金公司,孔令鑫
20161229,20161231,000018,546000000.0,兴业证券,孟杰
20161118,20161231,000021,383900000.0,华金证券,谭志勇
20161206,20161231,000021,372170000.0,西南证券,刘言
20161229,20161231,000028,978000000.0,中信证券,田加强
20161122,20161231,000034,457000000.0,中信证券,阳嘉嘉
20161201,20161231,000034,429000000.0,民生证券,郑平
20161201,20161231,000034,451120000.0,中信建投,武超则
20161201,20161231,000034,407000000.0,申万宏源,顾海波
20161207,20161231,000034,451120000.0,中信建投,武超则
20161207,20161231,000034,407000000.0,申万宏源,顾海波
20161218,20161231,000034,404000000.0,兴业证券,袁煜明
20161101,20161231,000035,296000000.0,国海证券,谭倩
20161124,20161231,000035,296200000.0,长江证券,童飞
20161125,20161231,000035,285000000.0,申万宏源,刘晓宁
20161128,20161231,000035,296000000.0,国海证券,谭倩
20161204,20161231,000035,274280000.0,方正证券,郭丽丽
20161207,20161231,000035,296200000.0,长江证券,童飞
20161208,20161231,000035,296200000.0,长江证券,童飞
