预测日期,报告期,交易代码,预测净利润,预测机构,分析师姓名
20111117,20111231,000001,10259000000.0,瑞银证券,励雅敏
20111211,20111231,000001,9180110000.0,东北证券,唐亚韫
20111103,20111231,000002,10902000000.0,广发证券,赵强
20111104,20111231,000002,9582000000.0,国泰君安,孙建平
20111104,20111231,000002,10016000000.0,申银万国,殷姿
20111104,20111231,000002,9582000000.0,中信证券,陈聪
20111116,20111231,000002,10185200000.0,北京高华证券,王逸
20111117,20111231,000002,9244000000.0,国元证券,沈亮亮
20111124,20111231,000002,9452000000.0,华泰证券,张平
20111205,20111231,000002,10902000000.0,广发证券,赵强
20111206,20111231,000002,9797000000.0,中投证券,李少明
20111206,20111231,000002,9273000000.0,申银万国,殷姿
20111206,20111231,000002,10344000000.0,东兴证券,郑闵钢
20111219,20111231,000002,9749080000.0,广州证券,俞冲
20111230,20111231,000002,9509080000.0,长城证券,刘昆
20111205,20111231,000012,1524700000.0,银河证券,洪亮
20111230,20111231,000016,-106300000.0,安信证券,赵志成
20111221,20111231,000024,2647000000.0,金元证券,王斌卿
20111222,20111231,000024,2598000000.0,中金公司,白宏炜
20111226,20111231,000024,2614000000.0,中投证券,李少明
20111230,20111231,000024,2741000000.0,中信证券,陈聪
20111230,20111231,000024,2584310000.0,长城证券,刘昆
20111206,20111231,000028,352000000.0,平安证券,凌军
20111206,20111231,000028,344000000.0,东方证券,李淑花
20111207,20111231,000028,354000000.0,中航证券,张绍坤
20111208,20111231,000028,331000000.0,群益证券,黎莹
20111223,20111231,000028,344000000.0,国海证券,黄秋菡
20111212,20111231,000031,468000000.0,瑞银证券,励雅敏
20111114,20111231,000039,3983900000.0,安信证券,张仲杰
20111230,20111231,000039,4042670000.0,长城证券,严福崟
20111114,20111231,000049,77000000.0,兴业证券,刘亮
20111117,20111231,000049,117000000.0,广发证券,徐博卷
20111115,20111231,000050,57420000.0,广州证券,肖超
20111123,20111231,000050,111000000.0,华创证券,高利
20111101,20111231,000060,928000000.0,东方证券,杨宝峰
20111205,20111231,000061,291000000.0,中信证券,赵雪芹
20111220,20111231,000061,406890000.0,广发证券,杨志清
20111229,20111231,000061,407000000.0,广发证券,杨志清
20111229,20111231,000061,290000000.0,中信证券,赵雪芹
20111103,20111231,000063,3454000000.0,华泰联合,姚宏光
20111121,20111231,000063,3423800000.0,东方证券,周军
20111201,20111231,000063,3423800000.0,东方证券,周军
20111207,20111231,000063,3490000000.0,中信证券,宫俊涛
20111207,20111231,000063,3764000000.0,国金证券,陈运红
20111209,20111231,000069,3577000000.0,平安证券,李晓东
20111222,20111231,000069,2923000000.0,中金公司,白宏炜
20111207,20111231,000088,537840000.0,中信证券,张宏波
20111228,20111231,000088,482000000.0,平安证券,储海
20111121,20111231,000099,137000000.0,兴业证券,曾旭
20111101,20111231,000157,7327200000.0,长江证券,刘元瑞
20111125,20111231,000157,7500000000.0,华创证券,李大军
20111201,20111231,000157,7305000000.0,中投证券,张镭
20111207,20111231,000157,7517000000.0,中信证券,郭亚凌
20111102,20111231,000338,6028250000.0,民族证券,方炬
20111207,20111231,000338,6464000000.0,中信证券,李春波
20111207,20111231,000400,188000000.0,中信证券,杨凡
20111208,20111231,000400,209940000.0,光大证券,周励谦
20111105,20111231,000401,1766540000.0,兴业证券,张忆东
20111121,20111231,000401,1853000000.0,华泰证券,朱勤
20111205,20111231,000401,1682400000.0,银河证券,洪亮
20111206,20111231,000401,1825000000.0,中银国际,李攀
20111208,20111231,000401,1884910000.0,东北证券,解文杰
20111208,20111231,000401,1759000000.0,招商证券,王晶晶
20111208,20111231,000401,1772000000.0,中金公司,罗炜
20111208,20111231,000401,1852660000.0,华泰证券,朱勤
20111208,20111231,000401,1758000000.0,申银万国,王丝语
20111216,20111231,000401,1717670000.0,东兴证券,王明德
20111230,20111231,000401,1682400000.0,银河证券,洪亮
20111117,20111231,000402,1955000000.0,国元证券,沈亮亮
20111212,20111231,000402,2144000000.0,瑞银证券,励雅敏
20111220,20111231,000410,209000000.0,瑞银证券,牟其峥
20111114,20111231,000411,197000000.0,群益证券,黎莹
20111130,20111231,000415,450000000.0,银河证券,马勇
20111225,20111231,000417,389000000.0,华泰联合,耿邦昊
20111225,20111231,000417,514180000.0,光大证券,唐佳睿
20111226,20111231,000417,390940000.0,海通证券,路颖
20111226,20111231,000417,516000000.0,广发证券,欧亚菲
