预测日期,报告期,交易代码,预测净利润,预测机构,分析师姓名
20171107,20171231,000001,23200000000.0,天风证券,廖志明
20171109,20171231,000001,23229000000.0,华泰证券,沈娟
20171110,20171231,000001,22900000000.0,交银国际,万丽
20171119,20171231,000001,23233000000.0,国泰君安,邱冠华
20171120,20171231,000001,23200000000.0,天风证券,廖志明
20171102,20171231,000002,27961190000.0,天风证券,王茜
20171102,20171231,000002,27044000000.0,中信证券,陈聪
20171106,20171231,000002,25593000000.0,广发证券,乐加栋
20171106,20171231,000002,26367030000.0,海通证券,涂力磊
20171107,20171231,000002,27300000000.0,兴业证券,阎常铭
20171109,20171231,000002,26300000000.0,中投证券,李少明
20171110,20171231,000002,27300000000.0,兴业证券,阎常铭
20171120,20171231,000002,26280000000.0,中金公司,张宇
20171122,20171231,000002,26114910000.0,西南证券,胡华如
20171124,20171231,000002,26295990000.0,中原证券,方夏虹
20171205,20171231,000002,27044000000.0,中信证券,陈聪
20171205,20171231,000002,27660000000.0,华创证券,袁豪
20171205,20171231,000002,26367030000.0,海通证券,涂力磊
20171205,20171231,000002,27131000000.0,群益证券,姜以宁
20171116,20171231,000012,938560000.0,天风证券,黄顺卿
20171105,20171231,000021,583100000.0,华金证券,蔡景彦
20171217,20171231,000026,141390000.0,华泰证券,张坚
20171101,20171231,000027,1056000000.0,东北证券,龚斯闻
20171106,20171231,000027,1176000000.0,国泰君安,徐强
20171128,20171231,000028,1093150000.0,海通证券,余文心
20171129,20171231,000028,1130000000.0,中泰证券,江琦
20171130,20171231,000028,1202000000.0,群益证券,王睿哲
20171201,20171231,000028,1208000000.0,上海证券,魏赟
20171204,20171231,000028,1222190000.0,光大证券,林小伟
20171208,20171231,000028,1263000000.0,华创证券,邱旻
20171101,20171231,000034,467000000.0,申万宏源,刘洋
20171213,20171231,000034,452000000.0,中信证券,顾海波
20171213,20171231,000034,467000000.0,申万宏源,刘洋
20171105,20171231,000036,1495110000.0,海通证券,涂力磊
20171205,20171231,000038,370500000.0,安信证券,焦娟
20171101,20171231,000039,2704000000.0,中金公司,吴慧敏
20171115,20171231,000039,2933920000.0,天风证券,邹润芳
20171115,20171231,000039,2704000000.0,中金公司,吴慧敏
20171127,20171231,000039,2501240000.0,方正证券,吕娟
20171128,20171231,000039,2721780000.0,太平洋证券,刘国清
20171205,20171231,000039,2470730000.0,海通证券,佘炜超
20171205,20171231,000039,2528000000.0,广发证券,罗立波
20171205,20171231,000039,2704000000.0,中金公司,孔令鑫
20171206,20171231,000039,2942400000.0,中泰证券,王华君
20171218,20171231,000039,2942400000.0,中泰证券,王华君
20171220,20171231,000039,2501240000.0,方正证券,吕娟
20171220,20171231,000039,2942400000.0,中泰证券,王华君
20171222,20171231,000039,2931200000.0,东吴证券,陈显帆
20171225,20171231,000039,2704000000.0,中金公司,孔令鑫
20171228,20171231,000039,2942400000.0,中泰证券,王华君
20171130,20171231,000049,350150000.0,方正证券,谢恒
20171116,20171231,000050,1757900000.0,财通证券,赵成
20171206,20171231,000050,1613800000.0,安信证券,孙远峰
20171207,20171231,000050,1926000000.0,国信证券,欧阳仕华
20171109,20171231,000063,4632000000.0,中银国际,吴友文
