预测日期,报告期,交易代码,预测净利润,预测机构,分析师姓名
20091102,20091231,000001,4711720000.0,广发证券,余晓宜
20091116,20091231,000001,4893393000.0,华泰证券,刘晓昶
20091116,20091231,000001,4999100000.0,北京高华证券,徐然
20091201,20091231,000001,4904000000.0,日信证券,杜鹏
20091203,20091231,000001,4584000000.0,华创证券,高利
20091205,20091231,000001,4940000000.0,国海证券,桑俊
20091217,20091231,000001,4811000000.0,齐鲁证券,程娇翼
20091222,20091231,000001,4867000000.0,浙商证券,黄薇
20091224,20091231,000001,4506000000.0,中投证券,陈水祥
20091105,20091231,000002,5470000000.0,兴业证券,王嘉
20091105,20091231,000002,5527000000.0,国金证券,曹旭特
20091106,20091231,000002,5561000000.0,中投证券,李少明
20091108,20091231,000002,5805000000.0,银河证券,丁文
20091128,20091231,000002,5527000000.0,国金证券,曹旭特
20091210,20091231,000002,5550000000.0,中金公司,白宏炜
20091102,20091231,000006,399000000.0,江南证券,张绍坤
20091224,20091231,000006,420000000.0,江南证券,张绍坤
20091119,20091231,000009,524400000.0,国泰君安,孙建平
20091124,20091231,000012,822000000.0,国元证券,褚杰
20091208,20091231,000012,757000000.0,中投证券,李凡
20091209,20091231,000012,893610000.0,国元证券,褚杰
20091210,20091231,000012,751300000.0,长江证券,邹戈
20091103,20091231,000014,161000000.0,中投证券,李少明
20091217,20091231,000016,186000000.0,中金公司,郭海燕
20091223,20091231,000016,194240000.0,国信证券,王念春
20091230,20091231,000016,189820000.0,第一创业,龚鑫
20091102,20091231,000021,288710000.0,中信证券,梁骏
20091102,20091231,000021,321000000.0,国泰君安,魏兴耘
20091215,20091231,000021,287300000.0,长江证券,马先文
20091126,20091231,000024,1747000000.0,国金证券,曹旭特
20091128,20091231,000024,1747000000.0,国金证券,曹旭特
20091203,20091231,000024,1724170000.0,光大证券,翁非玉
20091208,20091231,000024,1711000000.0,上海证券,郭昌盛
20091210,20091231,000027,2113000000.0,中金公司,陈俊华
20091123,20091231,000028,194700000.0,广发证券,葛峥
20091127,20091231,000028,208000000.0,招商证券,张明芳
20091214,20091231,000036,309000000.0,华泰联合,鱼晋华
20091112,20091231,000039,770000000.0,申银万国,胡丽梅
20091116,20091231,000039,770000000.0,申银万国,胡丽梅
20091116,20091231,000039,822500000.0,安信证券,张仲杰
20091124,20091231,000039,770000000.0,申银万国,胡丽梅
20091209,20091231,000039,770000000.0,申银万国,胡丽梅
20091214,20091231,000039,956000000.0,中金公司,王黎明
20091130,20091231,000045,53000000.0,招商证券,张良勇
20091208,20091231,000059,320000000.0,西南证券,庞琳琳
20091209,20091231,000059,300000000.0,中信证券,殷孝东
20091224,20091231,000059,312000000.0,中投证券,芮定坤
20091104,20091231,000060,352670000.0,第一创业,巨国贤
20091112,20091231,000060,516000000.0,联合证券,叶洮
20091115,20091231,000060,421000000.0,中投证券,张镭
20091117,20091231,000060,421000000.0,中投证券,张镭
20091225,20091231,000060,409850000.0,广发证券,王鼎
20091207,20091231,000061,475700000.0,广发证券,熊峰
20091211,20091231,000061,337454100.00000006,银河证券,孙通通
20091125,20091231,000062,169000000.0,江南证券,张绍坤
20091209,20091231,000062,169000000.0,江南证券,张绍坤
20091105,20091231,000063,2466000000.0,招商证券,曾斌
20091113,20091231,000063,2420000000.0,国泰君安,张文洁
20091126,20091231,000063,2526000000.0,国元证券,杨培龙
20091130,20091231,000063,2540000000.0,安信证券,黄文戈
20091205,20091231,000063,2352000000.0,宏源证券,胡颖
20091208,20091231,000063,2470000000.0,西南证券,苏晓芳
20091218,20091231,000063,2420000000.0,国泰君安,张文洁
20091224,20091231,000063,2551800000.0,中金公司,陈昊飞
20091229,20091231,000063,2476350000.0,平安证券,段迎晟
20091102,20091231,000066,275000000.0,国泰君安,魏兴耘
20091112,20091231,000066,328000000.0,招商证券,张良勇
20091117,20091231,000069,1842000000.0,联合证券,鱼晋华
20091102,20091231,000088,441000000.0,中金公司,郑栋
20091102,20091231,000088,445000000.0,招商证券,纪敏
