,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
0,0.4375,0.4625,0.48333333333333334,0.4875,0.45416666666666666,0.475,0.4875,0.4666666666666667,0.48333333333333334,0.4875,0.4791666666666667,0.5041666666666667,0.5041666666666667,0.5,0.49166666666666664,0.48333333333333334,0.5083333333333333,0.5041666666666667,0.525,0.4875,0.49166666666666664,0.475,0.49583333333333335,0.4708333333333333,0.49166666666666664,0.49166666666666664,0.49583333333333335,0.4583333333333333,0.475,0.5,0.49166666666666664,0.5,0.5041666666666667,0.48333333333333334,0.48333333333333334,0.475,0.4875,0.475,0.4875,0.48333333333333334,0.4791666666666667,0.5041666666666667,0.49583333333333335,0.5125,0.525,0.5416666666666666,0.5291666666666667,0.5416666666666666,0.5583333333333333,0.5583333333333333,0.5583333333333333,0.5541666666666667,0.5666666666666667,0.5583333333333333,0.5625,0.5541666666666667,0.5666666666666667,0.5708333333333333,0.5625,0.575,0.5833333333333334,0.5958333333333333,0.5875,0.5958333333333333,0.6,0.5916666666666667,0.5958333333333333,0.6,0.6,0.6,0.5958333333333333,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5916666666666667,0.5833333333333334,0.5875,0.575,0.5791666666666667
