交易代码,机构名称,分析师名称,评级日期,评级有效期截止日,本次评级,前次评级,类型名称,分类
1,渤海证券,张继袖,2009-06-13,20100613.0,买入,中性,调高,评级变动方向
1,广发证券,余晓宜,2009-11-02,20101102.0,买入,持有,调高,评级变动方向
2,中原证券,魏博,2009-05-13,20091113.0,买入,增持,调高,评级变动方向
12,中银国际,韩玲,2009-11-27,20100527.0,买入,持有,调高,评级变动方向
21,中信证券,梁骏,2009-07-13,20100113.0,买入,,调高,评级变动方向
27,东海证券,靳雪翔,2009-08-19,20100219.0,买入,,调高,评级变动方向
39,申银万国,胡丽梅,2009-11-12,20100512.0,买入,,调高,评级变动方向
59,中信证券,殷孝东,2009-07-27,20100127.0,买入,,调高,评级变动方向
61,广发证券,熊峰,2009-12-07,20101207.0,买入,持有,调高,评级变动方向
63,申银万国,方璐,2009-06-11,20091211.0,买入,,调高,评级变动方向
63,中银国际,胡文洲,2009-07-23,20100123.0,买入,持有,调高,评级变动方向
69,安信证券,陶学明,2009-06-09,20091209.0,买入,增持,调高,评级变动方向
157,东方证券,周凤武,2009-09-01,20100301.0,买入,,调高,评级变动方向
157,安信证券,张仲杰,2009-11-02,20100502.0,买入,增持,调高,评级变动方向
338,渤海证券,张立平,2009-08-31,20100831.0,买入,中性,调高,评级变动方向
400,安信证券,黄守宏,2009-07-06,20100106.0,买入,增持,调高,评级变动方向
401,安信证券,石磊,2009-08-17,20100217.0,买入,增持,调高,评级变动方向
401,海通证券,江孔亮,2009-10-26,20100426.0,买入,,调高,评级变动方向
402,光大证券,翁非玉,2009-08-20,20100220.0,买入,,调高,评级变动方向
423,广发证券,葛峥,2009-06-10,20100610.0,买入,持有,调高,评级变动方向
425,东方证券,周凤武,2009-08-17,20100217.0,买入,,调高,评级变动方向
425,中原证券,路永光,2009-11-06,20100506.0,买入,,调高,评级变动方向
488,安信证券,郭振举,2009-10-30,20100430.0,买入,增持,调高,评级变动方向
513,安信证券,洪露,2009-08-23,20100223.0,买入,增持,调高,评级变动方向
527,瑞银证券,周诚,2009-07-28,20100728.0,买入,中性,调高,评级变动方向
527,申银万国,王禹媚,2009-10-21,20100421.0,买入,,调高,评级变动方向
528,东方证券,周凤武,2009-06-24,20091224.0,买入,,调高,评级变动方向
531,华泰证券,程鹏,2009-10-26,20100426.0,买入,,调高,评级变动方向
538,中信证券,姚杰,2009-08-24,20100224.0,买入,,调高,评级变动方向
538,广发证券,葛峥,2009-11-06,20101106.0,买入,持有,调高,评级变动方向
550,渤海证券,张立平,2009-11-27,20101127.0,买入,中性,调高,评级变动方向
562,广发证券,余晓宜,2009-10-30,20101030.0,买入,持有,调高,评级变动方向
581,国金证券,李孟滔,2009-08-11,20100211.0,买入,持有,调高,评级变动方向
581,广发证券,汤俊,2009-09-20,20100920.0,买入,,调高,评级变动方向
581,中银国际,王玉笙,2009-10-29,20100429.0,买入,持有,调高,评级变动方向
612,申银万国,王华,2009-07-16,20100116.0,买入,,调高,评级变动方向
612,国金证券,王冠苏,2009-08-27,20100227.0,买入,持有,调高,评级变动方向
616,广发证券,花长劲,2009-06-09,20100609.0,买入,持有,调高,评级变动方向
616,安信证券,陶学明,2009-09-29,20100329.0,买入,增持,调高,评级变动方向
616,宏源证券,杨国华,2009-11-29,20100529.0,买入,,调高,评级变动方向
625,中银国际,王玉笙,2009-08-03,20100203.0,买入,持有,调高,评级变动方向
635,渤海证券,张延明,2009-06-15,20100615.0,买入,中性,调高,评级变动方向
635,中信建投,梁斌,2009-08-03,20100203.0,买入,,调高,评级变动方向
635,渤海证券,张延明,2009-09-18,20100918.0,买入,中性,调高,评级变动方向
635,渤海证券,张延明,2009-11-25,20101125.0,买入,中性,调高,评级变动方向
651,中原证券,胡铸强,2009-05-25,20091125.0,买入,,调高,评级变动方向
677,东方证券,杨云,2009-06-30,20091231.0,买入,,调高,评级变动方向
680,申银万国,李晓光,2009-07-15,20100115.0,买入,,调高,评级变动方向
680,东方证券,周凤武,2009-11-24,20100524.0,买入,,调高,评级变动方向
686,华泰证券,詹炜,2009-09-07,20100307.0,买入,,调高,评级变动方向
690,中原证券,潘杭钧,2009-10-13,20100413.0,买入,,调高,评级变动方向
695,渤海证券,崔健,2009-11-24,20101124.0,买入,,调高,评级变动方向
713,中信证券,毛长青,2009-12-30,20100630.0,买入,,调高,评级变动方向
726,东海证券,张先萍,2009-10-28,20100428.0,买入,,调高,评级变动方向
726,中信证券,李鑫,2009-12-07,20100607.0,买入,,调高,评级变动方向
731,中银国际,倪晓曼,2009-06-09,20091209.0,买入,持有,调高,评级变动方向
778,东方证券,杨宝峰,2009-07-17,20100117.0,买入,,调高,评级变动方向
783,江南证券,郭懿,2009-08-26,20091126.0,买入,,调高,评级变动方向
783,广发证券,余晓宜,2009-10-31,20101031.0,买入,持有,调高,评级变动方向
786,安信证券,石磊,2009-08-18,20100218.0,买入,增持,调高,评级变动方向
792,中银国际,倪晓曼,2009-07-27,20100127.0,买入,持有,调高,评级变动方向
792,北京高华证券,赖平伦,2009-11-19,20101119.0,买入,中性,调高,评级变动方向
800,渤海证券,张立平,2009-08-17,20100817.0,买入,中性,调高,评级变动方向
807,中银国际,乐宇坤,2009-07-22,20100122.0,买入,卖出,调高,评级变动方向
823,华泰证券,孙华,2009-11-30,20100531.0,买入,,调高,评级变动方向
837,东方证券,周凤武,2009-10-28,20100428.0,买入,,调高,评级变动方向
858,渤海证券,闫亚磊,2009-07-12,20100712.0,买入,中性,调高,评级变动方向
858,中银国际,赵宗俊,2009-08-18,20100218.0,买入,持有,调高,评级变动方向
869,广发证券,熊峰,2009-08-09,20100809.0,买入,持有,调高,评级变动方向
888,申银万国,陈海明,2009-10-14,20100414.0,买入,,调高,评级变动方向
898,中信证券,周希增,2009-06-05,20091205.0,买入,,调高,评级变动方向
898,瑞银证券,唐骁波,2009-08-26,20100826.0,买入,卖出,调高,评级变动方向
898,中银国际,乐宇坤,2009-12-31,20100630.0,买入,持有,调高,评级变动方向
900,中银国际,李攀,2009-08-10,20100210.0,买入,持有,调高,评级变动方向
926,广发证券,花长劲,2009-08-11,20100811.0,买入,持有,调高,评级变动方向
926,申银万国,殷姿,2009-11-03,20100503.0,买入,,调高,评级变动方向
930,广发证券,熊峰,2009-11-16,20101116.0,买入,持有,调高,评级变动方向
933,西南证券,徐哲,2009-09-08,20100308.0,买入,持有,调高,评级变动方向
933,山西证券,张红兵,2009-10-26,20100426.0,买入,,调高,评级变动方向
950,太平洋证券,姚鑫,2009-08-04,20100204.0,买入,,调高,评级变动方向
951,东海证券,赵世光,2009-08-26,20100226.0,买入,,调高,评级变动方向
963,中银国际,张寅,2009-10-14,20100414.0,买入,持有,调高,评级变动方向
983,渤海证券,张顺,2009-08-10,20100810.0,买入,中性,调高,评级变动方向
983,中原证券,朱嘉,2009-09-17,20100317.0,买入,,调高,评级变动方向
987,光大证券,黄志刚,2009-08-17,20100217.0,买入,,调高,评级变动方向
997,广发证券,惠毓伦,2009-09-06,20100906.0,买入,持有,调高,评级变动方向
999,东海证券,张飞,2009-10-29,20100429.0,买入,,调高,评级变动方向
2003,海通证券,区志航,2009-10-27,20100427.0,买入,,调高,评级变动方向
2006,宏源证券,王静,2009-10-22,20100422.0,买入,,调高,评级变动方向
2008,中信证券,梁骏,2009-07-13,20100113.0,买入,,调高,评级变动方向
2008,中信建投,董志强,2009-08-03,20100203.0,买入,,调高,评级变动方向
2022,广发证券,葛峥,2009-08-12,20100812.0,买入,持有,调高,评级变动方向
2024,中信证券,赵雪芹,2009-08-31,20100228.0,买入,,调高,评级变动方向
2028,广发证券,谢军,2009-07-21,20100721.0,买入,持有,调高,评级变动方向
2029,中信证券,李鑫,2009-08-07,20100207.0,买入,,调高,评级变动方向
2029,第一创业,瞿佳,2009-10-25,20100425.0,买入,,调高,评级变动方向
2033,广发证券,李太勇,2009-06-29,20100629.0,买入,持有,调高,评级变动方向
2033,山西证券,加丽果,2009-11-13,20100513.0,买入,,调高,评级变动方向
