交易代码,机构名称,分析师名称,评级日期,评级有效期截止日,本次评级,前次评级,类型名称,分类
528,国海证券,冯胜,2017-07-23,20180123.0,买入,,调高,评级变动方向
529,光大证券,刘晓波,2017-03-30,20180330.0,买入,增持,调高,评级变动方向
530,海通证券,佘炜超,2017-08-18,20180218.0,买入,,调高,评级变动方向
543,申万宏源,刘晓宁,2017-06-20,20171220.0,买入,,调高,评级变动方向
553,中信建投,罗婷,2017-05-19,20171119.0,买入,,调高,评级变动方向
568,太平洋证券,王学谦,2017-03-06,20170906.0,买入,,调高,评级变动方向
568,高华证券,廖绪发,2017-06-23,20180623.0,买入,中性,调高,评级变动方向
568,西南证券,朱会振,2017-07-14,20180114.0,买入,,调高,评级变动方向
568,中信建投,张芳,2017-10-27,20180427.0,买入,,调高,评级变动方向
591,浙商证券,陈笑宇,2017-08-23,20180223.0,买入,增持,调高,评级变动方向
591,光大证券,王威,2017-10-25,20181025.0,买入,增持,调高,评级变动方向
596,东北证券,李强,2017-08-26,20180226.0,买入,增持,调高,评级变动方向
596,中信建投,张芳,2017-10-30,20180430.0,买入,,调高,评级变动方向
598,东北证券,刘军,2017-10-30,20180430.0,买入,增持,调高,评级变动方向
600,申万宏源,刘晓宁,2017-04-05,20171005.0,买入,,调高,评级变动方向
607,安信证券,焦娟,2017-02-12,20170812.0,买入,,调高,评级变动方向
639,中信建投,张芳,2017-05-08,20171108.0,买入,,调高,评级变动方向
651,广发证券,曾婵,2017-09-03,20180903.0,买入,谨慎增持,调高,评级变动方向
661,中信证券,田加强,2017-02-28,20170831.0,买入,,调高,评级变动方向
661,西南证券,朱国广,2017-04-25,20171025.0,买入,,调高,评级变动方向
661,光大证券,经煜甚,2017-08-19,20180819.0,买入,,调高,评级变动方向
661,东吴证券,焦德智,2017-10-25,20180425.0,买入,,调高,评级变动方向
681,安信证券,焦娟,2017-02-16,20170816.0,买入,,调高,评级变动方向
711,东北证券,刘军,2017-09-17,20180317.0,买入,增持,调高,评级变动方向
717,长江证券,王鹤涛,2017-08-28,20180828.0,买入,,调高,评级变动方向
725,华泰证券,张騄,2017-04-11,20171011.0,买入,,调高,评级变动方向
725,浙商证券,杨云,2017-10-30,20180430.0,买入,增持,调高,评级变动方向
726,太平洋证券,刘丽,2017-03-30,20170930.0,买入,,调高,评级变动方向
728,东北证券,张经纬,2017-08-24,20180224.0,买入,增持,调高,评级变动方向
729,国金证券,于杰,2017-08-27,20180827.0,买入,增持,调高,评级变动方向
759,光大证券,唐佳睿,2017-10-15,20181015.0,买入,,调高,评级变动方向
761,中泰证券,笃慧,2017-08-03,20180803.0,买入,,调高,评级变动方向
783,太平洋证券,魏涛,2017-03-30,20170930.0,买入,,调高,评级变动方向
786,西南证券,李佳颖,2017-10-15,20180415.0,买入,,调高,评级变动方向
800,中银国际,彭勇,2017-01-09,20180109.0,买入,谨慎买入,调高,评级变动方向
802,海通证券,钟奇,2017-03-18,20170918.0,买入,,调高,评级变动方向
802,国元证券,孔蓉,2017-08-01,20180201.0,买入,,调高,评级变动方向
802,安信证券,焦娟,2017-12-26,20180626.0,买入,,调高,评级变动方向
807,中信建投,陈炳辉,2017-08-29,20180228.0,买入,,调高,评级变动方向
811,广发证券,罗立波,2017-04-05,20180405.0,买入,谨慎增持,调高,评级变动方向
823,广发证券,许兴军,2017-03-26,20180326.0,买入,持有,调高,评级变动方向
826,东北证券,刘军,2017-08-30,20180228.0,买入,增持,调高,评级变动方向
828,安信证券,张龙,2017-04-15,20171015.0,买入,,调高,评级变动方向
830,海通证券,刘威,2017-04-19,20171019.0,买入,,调高,评级变动方向
830,中信建投,罗婷,2017-06-27,20171227.0,买入,,调高,评级变动方向
830,光大证券,裘孝锋,2017-10-25,20181025.0,买入,增持,调高,评级变动方向
848,安信证券,苏铖,2017-10-20,20180420.0,买入,,调高,评级变动方向
858,中信建投,黄付生,2017-01-11,20170711.0,买入,,调高,评级变动方向
858,国海证券,余春生,2017-08-29,20180228.0,买入,,调高,评级变动方向
878,海通证券,施毅,2017-03-15,20170915.0,买入,,调高,评级变动方向
878,东北证券,刘立喜,2017-11-01,20180501.0,买入,增持,调高,评级变动方向
888,华泰证券,梅昕,2017-06-07,20171207.0,买入,增持,调高,评级变动方向
892,海通证券,钟奇,2017-04-10,20171010.0,买入,,调高,评级变动方向
895,安信证券,苏铖,2017-03-24,20170924.0,买入,,调高,评级变动方向
895,国海证券,余春生,2017-05-22,20171122.0,买入,,调高,评级变动方向
895,申万宏源,吕昌,2017-09-19,20180319.0,买入,增持,调高,评级变动方向
910,西南证券,李佳颖,2017-03-28,20170928.0,买入,,调高,评级变动方向
915,海通证券,余文心,2017-09-29,20180329.0,买入,,调高,评级变动方向
921,海通证券,陈子仪,2017-01-13,20170713.0,买入,,调高,评级变动方向
932,国金证券,杨件,2017-07-09,20180709.0,买入,增持,调高,评级变动方向
933,华泰证券,李斌,2017-06-27,20171227.0,买入,增持,调高,评级变动方向
937,安信证券,周泰,2017-12-28,20180628.0,买入,,调高,评级变动方向
967,光大证券,郑小波,2017-01-06,20180106.0,买入,,调高,评级变动方向
967,海通证券,张一弛,2017-02-27,20170827.0,买入,,调高,评级变动方向
968,中信建投,李俊松,2017-04-25,20171025.0,买入,,调高,评级变动方向
977,国信证券,高耀华,2017-10-30,20180430.0,买入,,调高,评级变动方向
987,太平洋证券,魏涛,2017-04-13,20171013.0,买入,,调高,评级变动方向
988,国海证券,王凌涛,2017-06-21,20171221.0,买入,,调高,评级变动方向
988,海通证券,佘炜超,2017-07-12,20180112.0,买入,,调高,评级变动方向
988,东北证券,王建伟,2017-11-05,20180505.0,买入,增持,调高,评级变动方向
997,太平洋证券,张学,2017-03-29,20170929.0,买入,,调高,评级变动方向
998,申万宏源,赵金厚,2017-10-25,20180425.0,买入,,调高,评级变动方向
2001,天风证券,杨烨辉,2017-08-17,20180217.0,买入,,调高,评级变动方向
2002,海通证券,刘威,2017-03-10,20170910.0,买入,,调高,评级变动方向
2002,东北证券,龚斯闻,2017-05-04,20171104.0,买入,增持,调高,评级变动方向
2007,东方证券,季序我,2017-01-10,20180110.0,买入,,调高,评级变动方向
2008,东北证券,王建伟,2017-07-05,20180105.0,买入,增持,调高,评级变动方向
2009,东北证券,刘军,2017-08-24,20180224.0,买入,增持,调高,评级变动方向
2009,安信证券,王书伟,2017-11-30,20180531.0,买入,,调高,评级变动方向
2019,财通证券,沈瑞,2017-07-11,20180111.0,买入,,调高,评级变动方向
2022,华金证券,徐曼,2017-02-23,20170823.0,买入,,调高,评级变动方向
2023,海通证券,徐志国,2017-02-14,20170814.0,买入,,调高,评级变动方向
2024,广发证券,洪涛,2017-01-03,20180103.0,买入,持有,调高,评级变动方向
2024,天风证券,刘章明,2017-02-28,20170831.0,买入,,调高,评级变动方向
2024,联讯证券,王凤华,2017-11-01,20180501.0,买入,,调高,评级变动方向
2027,高华证券,廖绪发,2017-05-31,20180531.0,买入,中性,调高,评级变动方向
2027,安信证券,焦娟,2017-06-08,20171208.0,买入,,调高,评级变动方向
2029,东方证券,施红梅,2017-04-25,20180425.0,买入,,调高,评级变动方向
2032,广发证券,蔡益润,2017-03-30,20180330.0,买入,谨慎增持,调高,评级变动方向
2032,中信建投,林寰宇,2017-08-31,20180228.0,买入,,调高,评级变动方向
2035,中信证券,金星,2017-02-28,20170831.0,买入,,调高,评级变动方向
2035,海通证券,陈子仪,2017-04-26,20171026.0,买入,,调高,评级变动方向
2039,中信证券,崔霖,2017-07-10,20180110.0,买入,,调高,评级变动方向
2042,长江证券,雷玉,2017-01-24,20180124.0,买入,,调高,评级变动方向
2043,东北证券,刘立喜,2017-08-22,20180222.0,买入,增持,调高,评级变动方向
2044,海通证券,余文心,2017-10-29,20180429.0,买入,,调高,评级变动方向
2045,广发证券,许兴军,2017-04-06,20180406.0,买入,持有,调高,评级变动方向
2050,联讯证券,王凤华,2017-03-21,20170921.0,买入,,调高,评级变动方向
2050,华泰证券,张立聪,2017-04-21,20171021.0,买入,,调高,评级变动方向
2059,海通证券,李铁生,2017-05-10,20171110.0,买入,,调高,评级变动方向
2061,光大证券,陈浩武,2017-01-18,20180118.0,买入,增持,调高,评级变动方向
2063,华金证券,谭志勇,2017-10-25,20180425.0,买入,,调高,评级变动方向
2065,华金证券,谭志勇,2017-09-15,20180315.0,买入,,调高,评级变动方向
2068,中泰证券,王席鑫,2017-07-16,20180716.0,买入,,调高,评级变动方向
2078,东吴证券,马莉,2017-08-29,20180228.0,买入,,调高,评级变动方向
2090,国海证券,谭倩,2017-06-28,20171228.0,买入,,调高,评级变动方向
2097,长城国瑞证券,黄文忠,2017-05-04,20171104.0,买入,增持,调高,评级变动方向
2110,中泰证券,笃慧,2017-08-25,20180825.0,买入,,调高,评级变动方向
2116,长江证券,周松,2017-03-20,20180320.0,买入,,调高,评级变动方向
2126,联讯证券,王凤华,2017-11-27,20180527.0,买入,,调高,评级变动方向
2126,东北证券,刘军,2017-12-25,20180625.0,买入,增持,调高,评级变动方向
2128,海通证券,吴杰,2017-03-30,20170930.0,买入,,调高,评级变动方向
2128,广发证券,沈涛,2017-04-04,20180404.0,买入,谨慎增持,调高,评级变动方向
2128,天风证券,冶小梅,2017-10-26,20180426.0,买入,,调高,评级变动方向
2139,中信建投,武超则,2017-10-25,20180425.0,买入,,调高,评级变动方向
2148,中信建投,武超则,2017-03-20,20170920.0,买入,,调高,评级变动方向
2153,中信建投,程杲,2017-12-19,20180619.0,买入,,调高,评级变动方向
2155,广发证券,巨国贤,2017-03-14,20180314.0,买入,持有,调高,评级变动方向
2159,国信证券,曾光,2017-05-25,20171125.0,买入,,调高,评级变动方向
2164,东北证券,王晓艳,2017-11-05,20180505.0,买入,增持,调高,评级变动方向
2174,海通证券,钟奇,2017-01-06,20170706.0,买入,增持,调高,评级变动方向
2174,中信证券,郭毅,2017-04-11,20171011.0,买入,,调高,评级变动方向
2174,安信证券,焦娟,2017-06-29,20171229.0,买入,,调高,评级变动方向
2174,山西证券,徐雪洁,2017-07-18,20180118.0,买入,,调高,评级变动方向
2186,海通证券,李铁生,2017-04-24,20171024.0,买入,,调高,评级变动方向
2191,广发证券,赵中平,2017-04-17,20180417.0,买入,持有,调高,评级变动方向
2191,长江证券,蔡方羿,2017-11-21,20181121.0,买入,,调高,评级变动方向
2195,光大证券,薛亮,2017-08-29,20180829.0,买入,增持,调高,评级变动方向
2195,太平洋证券,王文龙,2017-10-25,20180425.0,买入,,调高,评级变动方向
2202,海通证券,杨帅,2017-03-30,20170930.0,买入,,调高,评级变动方向
2206,海通证券,刘威,2017-05-20,20171120.0,买入,,调高,评级变动方向
2206,国金证券,郭一凡,2017-10-25,20181025.0,买入,增持,调高,评级变动方向
2217,中泰证券,李伟,2017-03-15,20180315.0,买入,,调高,评级变动方向
2223,国信证券,江维娜,2017-04-10,20171010.0,买入,,调高,评级变动方向
2228,中银国际,杨志威,2017-08-30,20180830.0,买入,谨慎买入,调高,评级变动方向
2230,太平洋证券,李冰桓,2017-04-05,20171005.0,买入,,调高,评级变动方向
2236,安信证券,吕伟,2017-08-24,20180224.0,买入,,调高,评级变动方向
2237,海通证券,钟奇,2017-08-18,20180218.0,买入,,调高,评级变动方向
2242,广发证券,蔡益润,2017-04-17,20180417.0,买入,谨慎增持,调高,评级变动方向
2242,西南证券,朱会振,2017-08-20,20180220.0,买入,,调高,评级变动方向
2244,东方证券,竺劲,2017-04-16,20180416.0,买入,,调高,评级变动方向
2250,海通证券,刘威,2017-08-31,20180228.0,买入,,调高,评级变动方向
2258,海通证券,刘威,2017-10-26,20180426.0,买入,,调高,评级变动方向
2271,东北证券,刘立喜,2017-08-21,20180221.0,买入,增持,调高,评级变动方向
2273,中信证券,徐涛,2017-08-29,20180228.0,买入,,调高,评级变动方向
2273,东北证券,王建伟,2017-09-01,20180301.0,买入,增持,调高,评级变动方向
2279,申万宏源,刘洋,2017-03-13,20170913.0,买入,,调高,评级变动方向
2279,东北证券,闻学臣,2017-04-28,20171028.0,买入,增持,调高,评级变动方向
2281,西南证券,刘言,2017-11-14,20180514.0,买入,,调高,评级变动方向
2285,光大证券,陈浩武,2017-02-28,20180228.0,买入,增持,调高,评级变动方向
2292,华金证券,付宇娣,2017-12-15,20180615.0,买入,,调高,评级变动方向
2293,群益证券,李晓璐,2017-08-18,20180218.0,买入,中性,调高,评级变动方向
2294,光大证券,经煜甚,2017-12-08,20181208.0,买入,,调高,评级变动方向
2301,国元证券,李芬,2017-03-20,20170920.0,买入,,调高,评级变动方向
2310,海通证券,杜市伟,2017-04-18,20171018.0,买入,,调高,评级变动方向
2310,广发证券,郭鹏,2017-08-16,20180816.0,买入,谨慎增持,调高,评级变动方向
2311,太平洋证券,程晓东,2017-03-03,20170903.0,买入,,调高,评级变动方向
2311,东北证券,李强,2017-11-22,20180522.0,买入,增持,调高,评级变动方向
2313,天风证券,唐海清,2017-09-08,20180308.0,买入,,调高,评级变动方向
2317,天风证券,杨烨辉,2017-02-23,20170823.0,买入,,调高,评级变动方向
2322,安信证券,邵琳琳,2017-05-15,20171115.0,买入,,调高,评级变动方向
2332,国信证券,江维娜,2017-09-26,20180326.0,买入,,调高,评级变动方向
2334,渤海证券,伊晓奕,2017-11-20,20180520.0,买入,增持,调高,评级变动方向
2341,国海证券,代鹏举,2017-11-14,20180514.0,买入,,调高,评级变动方向
2352,国金证券,苏宝亮,2017-09-10,20180910.0,买入,增持,调高,评级变动方向
2352,群益证券,王奕超,2017-10-27,20180427.0,买入,中性,调高,评级变动方向
2353,华泰证券,章诚,2017-01-08,20170708.0,买入,,调高,评级变动方向
2354,山西证券,徐雪洁,2017-03-31,20170930.0,买入,,调高,评级变动方向
2355,国海证券,宝幼琛,2017-09-25,20180325.0,买入,,调高,评级变动方向
2368,太平洋证券,李冰桓,2017-04-09,20171009.0,买入,,调高,评级变动方向
2369,华泰证券,张騄,2017-09-23,20180323.0,买入,增持,调高,评级变动方向
2371,天风证券,陈俊杰,2017-12-26,20180626.0,买入,,调高,评级变动方向
2375,国信证券,刘萍,2017-02-14,20170814.0,买入,,调高,评级变动方向
2384,华泰证券,张騄,2017-08-22,20180222.0,买入,,调高,评级变动方向
2385,海通证券,丁频,2017-07-03,20180103.0,买入,,调高,评级变动方向
2391,渤海证券,张敬华,2017-01-13,20170713.0,买入,增持,调高,评级变动方向
2391,海通证券,刘威,2017-10-23,20180423.0,买入,,调高,评级变动方向
2396,国信证券,程成,2017-10-16,20180416.0,买入,,调高,评级变动方向
2397,天风证券,吴骁宇,2017-04-19,20171019.0,买入,,调高,评级变动方向
2398,光大证券,陈浩武,2017-03-27,20180327.0,买入,增持,调高,评级变动方向
2400,东北证券,刘立喜,2017-04-06,20171006.0,买入,增持,调高,评级变动方向
2402,中信建投,武超则,2017-11-06,20180506.0,买入,,调高,评级变动方向
2403,海通证券,陈子仪,2017-05-26,20171126.0,买入,,调高,评级变动方向
2405,国信证券,高耀华,2017-10-12,20180412.0,买入,,调高,评级变动方向
2409,东北证券,邹兰兰,2017-10-24,20180424.0,买入,增持,调高,评级变动方向
2409,太平洋证券,张波,2017-11-01,20180501.0,买入,,调高,评级变动方向
2415,中信证券,许英博,2017-04-17,20171017.0,买入,,调高,评级变动方向
2430,海通证券,佘炜超,2017-03-31,20170930.0,买入,,调高,评级变动方向
2430,东北证券,刘军,2017-08-14,20180214.0,买入,增持,调高,评级变动方向
2431,长江证券,周松,2017-01-23,20180123.0,买入,,调高,评级变动方向
2434,安信证券,衡昆,2017-08-25,20180225.0,买入,,调高,评级变动方向
2438,中泰证券,邵晶鑫,2017-05-23,20180523.0,买入,,调高,评级变动方向
2439,华金证券,谭志勇,2017-03-29,20170929.0,买入,,调高,评级变动方向
2444,瑞银证券,饶呈方,2017-02-07,20180207.0,买入,中性,调高,评级变动方向
2444,国海证券,冯胜,2017-08-01,20180201.0,买入,,调高,评级变动方向
2447,长江证券,马先文,2017-01-09,20180109.0,买入,,调高,评级变动方向
2449,国信证券,唐泓翼,2017-02-13,20170813.0,买入,,调高,评级变动方向
2450,东北证券,邹兰兰,2017-04-14,20171014.0,买入,增持,调高,评级变动方向
2456,天风证券,农冰立,2017-06-30,20171231.0,买入,,调高,评级变动方向
2460,天风证券,孙亮,2017-03-17,20170917.0,买入,,调高,评级变动方向
2466,华金证券,林帆,2017-11-06,20180506.0,买入,,调高,评级变动方向
2470,东北证券,邹兰兰,2017-08-23,20180223.0,买入,增持,调高,评级变动方向
2475,华金证券,蔡景彦,2017-04-20,20171020.0,买入,,调高,评级变动方向
2479,华金证券,徐曼,2017-08-23,20180223.0,买入,,调高,评级变动方向
2484,华金证券,蔡景彦,2017-08-31,20180228.0,买入,,调高,评级变动方向
2493,中信证券,黄莉莉,2017-08-22,20180222.0,买入,,调高,评级变动方向
2497,中信建投,陈炳辉,2017-03-31,20170930.0,买入,,调高,评级变动方向
2497,天风证券,杨诚笑,2017-07-10,20180110.0,买入,,调高,评级变动方向
2500,中信建投,赵莎莎,2017-10-25,20180425.0,买入,,调高,评级变动方向
2502,安信证券,焦娟,2017-03-31,20170930.0,买入,,调高,评级变动方向
2503,海通证券,于旭辉,2017-03-23,20170923.0,买入,,调高,评级变动方向
2504,长江证券,周松,2017-01-23,20180123.0,买入,,调高,评级变动方向
2506,联讯证券,夏春秋,2017-07-20,20180120.0,买入,,调高,评级变动方向
2507,安信证券,苏铖,2017-06-11,20171211.0,买入,,调高,评级变动方向
2507,中信建投,张芳,2017-07-28,20180128.0,买入,,调高,评级变动方向
2507,东北证券,李强,2017-10-26,20180426.0,买入,增持,调高,评级变动方向
2508,广发证券,曾婵,2017-07-27,20180727.0,买入,谨慎增持,调高,评级变动方向
2511,东北证券,唐凯,2017-08-18,20180218.0,买入,增持,调高,评级变动方向
2511,东吴证券,马莉,2017-10-20,20180420.0,买入,,调高,评级变动方向
2517,中泰证券,康雅雯,2017-08-28,20180828.0,买入,,调高,评级变动方向
2530,广发证券,刘雪峰,2017-08-17,20180817.0,买入,谨慎增持,调高,评级变动方向
2530,安信证券,胡又文,2017-10-09,20180409.0,买入,,调高,评级变动方向
2534,东北证券,刘军,2017-08-22,20180222.0,买入,增持,调高,评级变动方向
2536,国海证券,周绍倩,2017-07-10,20180110.0,买入,,调高,评级变动方向
2536,国信证券,梁超,2017-08-16,20180216.0,买入,,调高,评级变动方向
2537,华金证券,谭志勇,2017-04-07,20171007.0,买入,,调高,评级变动方向
2543,长江证券,徐春,2017-02-28,20180228.0,买入,,调高,评级变动方向
2543,中信建投,林寰宇,2017-04-20,20171020.0,买入,,调高,评级变动方向
2548,中泰证券,陈奇,2017-02-09,20180209.0,买入,增持,调高,评级变动方向
2548,太平洋证券,程晓东,2017-03-01,20170901.0,买入,,调高,评级变动方向
2557,西南证券,朱会振,2017-11-12,20180512.0,买入,,调高,评级变动方向
2573,申万宏源,刘晓宁,2017-01-12,20170712.0,买入,增持,调高,评级变动方向
2573,华金证券,徐曼,2017-03-24,20170924.0,买入,,调高,评级变动方向
2582,国海证券,余春生,2017-12-28,20180628.0,买入,,调高,评级变动方向
2586,华泰证券,黄骥,2017-01-18,20170718.0,买入,,调高,评级变动方向
2589,东方证券,季序我,2017-03-31,20180331.0,买入,,调高,评级变动方向
2589,东吴证券,焦德智,2017-08-28,20180228.0,买入,,调高,评级变动方向
2597,中信建投,罗婷,2017-11-27,20180527.0,买入,,调高,评级变动方向
2600,国海证券,王凌涛,2017-09-17,20180317.0,买入,,调高,评级变动方向
2601,太平洋证券,杨林,2017-01-16,20170716.0,买入,,调高,评级变动方向
2601,国金证券,蒲强,2017-04-20,20180420.0,买入,增持,调高,评级变动方向
2601,海通证券,刘威,2017-07-12,20180112.0,买入,,调高,评级变动方向
2617,东北证券,龚斯闻,2017-07-18,20180118.0,买入,增持,调高,评级变动方向
2626,天风证券,杨烨辉,2017-11-22,20180522.0,买入,,调高,评级变动方向
2636,海通证券,陈平,2017-01-20,20170720.0,买入,,调高,评级变动方向
2640,东北证券,王晓艳,2017-02-26,20170826.0,买入,增持,调高,评级变动方向
2640,海通证券,于旭辉,2017-08-19,20180219.0,买入,,调高,评级变动方向
2640,中信建投,张溢,2017-11-27,20180527.0,买入,,调高,评级变动方向
2642,中信建投,程杲,2017-06-26,20171226.0,买入,,调高,评级变动方向
2643,中信建投,罗婷,2017-04-06,20171006.0,买入,,调高,评级变动方向
2643,世纪证券,顾静,2017-06-21,20180621.0,买入,,调高,评级变动方向
2648,申万宏源,谢建斌,2017-12-22,20180622.0,买入,增持,调高,评级变动方向
2658,光大证券,陈俊鹏,2017-01-04,20180104.0,买入,,调高,评级变动方向
2658,东北证券,龚斯闻,2017-04-28,20171028.0,买入,增持,调高,评级变动方向
2672,华泰证券,王玮嘉,2017-07-10,20180110.0,买入,增持,调高,评级变动方向
2672,东北证券,刘军,2017-09-27,20180327.0,买入,增持,调高,评级变动方向
2672,中原证券,顾敏豪,2017-11-01,20180501.0,买入,,调高,评级变动方向
2675,华金证券,徐曼,2017-08-11,20180211.0,买入,,调高,评级变动方向
2677,西南证券,朱会振,2017-03-10,20170910.0,买入,,调高,评级变动方向
2677,华泰证券,张立聪,2017-05-18,20171118.0,买入,增持,调高,评级变动方向
2686,中信建投,徐伟,2017-05-02,20171102.0,买入,,调高,评级变动方向
2696,中泰证券,鞠兴海,2017-07-31,20180731.0,买入,,调高,评级变动方向
2705,广发证券,蔡益润,2017-04-27,20180427.0,买入,谨慎增持,调高,评级变动方向
2705,广发证券,蔡益润,2017-05-01,20180501.0,买入,谨慎增持,调高,评级变动方向
2706,安信证券,邓永康,2017-08-06,20180206.0,买入,,调高,评级变动方向
2707,Deutsche Bank,Tallan Zhou,2017-07-06,20180706.0,买入,持有,调高,评级变动方向
2709,联讯证券,王凤华,2017-06-22,20171222.0,买入,,调高,评级变动方向
2709,中信建投,李俊松,2017-11-20,20180520.0,买入,,调高,评级变动方向
2712,安信证券,焦娟,2017-03-21,20170921.0,买入,,调高,评级变动方向
2713,海通证券,杜市伟,2017-09-18,20180318.0,买入,,调高,评级变动方向
2714,中信建投,张芳,2017-04-26,20171026.0,买入,,调高,评级变动方向
2716,海通证券,施毅,2017-04-28,20171028.0,买入,,调高,评级变动方向
2717,天风证券,唐笑,2017-08-30,20180228.0,买入,,调高,评级变动方向
2727,西南证券,朱国广,2017-07-17,20180117.0,买入,,调高,评级变动方向
2727,国信证券,江维娜,2017-08-29,20180228.0,买入,,调高,评级变动方向
2734,东北证券,邹兰兰,2017-03-30,20170930.0,买入,增持,调高,评级变动方向
2738,海通证券,周旭辉,2017-01-03,20170703.0,买入,,调高,评级变动方向
2739,国元证券,孔蓉,2017-03-08,20170908.0,买入,,调高,评级变动方向
2739,安信证券,焦娟,2017-04-01,20171001.0,买入,,调高,评级变动方向
2747,国元证券,李茂娟,2017-05-10,20171110.0,买入,,调高,评级变动方向
2749,海通证券,刘威,2017-11-23,20180523.0,买入,,调高,评级变动方向
2760,太平洋证券,钱建江,2017-09-11,20180311.0,买入,,调高,评级变动方向
2769,海通证券,虞楠,2017-08-24,20180224.0,买入,,调高,评级变动方向
2775,东北证券,刘立喜,2017-08-28,20180228.0,买入,增持,调高,评级变动方向
2798,中信建投,花小伟,2017-05-22,20171122.0,买入,,调高,评级变动方向
2812,海通证券,杨帅,2017-08-11,20180211.0,买入,,调高,评级变动方向
2820,国金证券,于杰,2017-08-17,20180817.0,买入,,调高,评级变动方向
2829,太平洋证券,王文龙,2017-09-07,20180307.0,买入,,调高,评级变动方向
2831,海通证券,曾知,2017-04-26,20171026.0,买入,,调高,评级变动方向
2833,华金证券,张仲杰,2017-03-25,20170925.0,买入,,调高,评级变动方向
2833,中信证券,刘海博,2017-07-03,20180103.0,买入,,调高,评级变动方向
2833,东吴证券,陈显帆,2017-08-18,20180218.0,买入,,调高,评级变动方向
2896,太平洋证券,钱建江,2017-11-09,20180509.0,买入,,调高,评级变动方向
300003,海通证券,余文心,2017-02-28,20170831.0,买入,,调高,评级变动方向
300003,华泰证券,万明亮,2017-03-31,20170930.0,买入,,调高,评级变动方向
300003,财通证券,沈瑞,2017-07-12,20180112.0,买入,,调高,评级变动方向
300009,万联证券,王赵欣,2017-03-30,20170930.0,买入,,调高,评级变动方向
300009,财通证券,张文录,2017-11-24,20180524.0,买入,,调高,评级变动方向
300014,光大证券,韩晨,2017-08-01,20180801.0,买入,增持,调高,评级变动方向
300025,中泰证券,李伟,2017-06-12,20180612.0,买入,,调高,评级变动方向
