交易代码,机构名称,分析师名称,评级日期,评级有效期截止日,本次评级,前次评级,类型名称,分类
2131,中银国际,许民乐,2014-03-17,20150317.0,买入,谨慎买入,调高,评级变动方向
2131,齐鲁证券,陈运红,2014-08-02,20150802.0,买入,增持,调高,评级变动方向
2133,安信证券,万知,2014-08-18,20150218.0,买入,,调高,评级变动方向
2138,宏源证券,李振亚,2014-07-31,20150131.0,买入,,调高,评级变动方向
2142,光大证券,王剑,2014-07-08,20150708.0,买入,,调高,评级变动方向
2142,华泰证券,罗毅,2014-11-09,20150509.0,买入,,调高,评级变动方向
2145,西南证券,商艾华,2014-09-24,20150324.0,买入,,调高,评级变动方向
2146,山西证券,平海庆,2014-01-24,20140724.0,买入,,调高,评级变动方向
2152,申银万国,龚浩,2014-03-31,20140930.0,买入,,调高,评级变动方向
2154,浙商证券,王剑,2014-02-19,20140819.0,买入,,调高,评级变动方向
2157,中信证券,施亮,2014-06-03,20141203.0,买入,,调高,评级变动方向
2158,华泰证券,肖群稀,2014-01-16,20140716.0,买入,,调高,评级变动方向
2161,国信证券,刘翔,2014-12-16,20150616.0,买入,,调高,评级变动方向
2168,西南证券,商艾华,2014-10-14,20150414.0,买入,,调高,评级变动方向
2169,宏源证券,王静,2014-08-21,20150221.0,买入,,调高,评级变动方向
2176,国金证券,吴文钊,2014-10-23,20151023.0,买入,增持,调高,评级变动方向
2178,国金证券,孙鹏,2014-01-21,20150121.0,买入,,调高,评级变动方向
2182,国金证券,陈炳辉,2014-11-24,20151124.0,买入,,调高,评级变动方向
2196,浙商证券,史海升,2014-09-18,20150318.0,买入,增持,调高,评级变动方向
2202,中信建投,陈政,2014-04-28,20141028.0,买入,,调高,评级变动方向
2202,西南证券,赵曦,2014-08-25,20150225.0,买入,,调高,评级变动方向
2206,海通证券,曹小飞,2014-01-17,20140717.0,买入,,调高,评级变动方向
2206,中信证券,黄莉莉,2014-07-16,20150116.0,买入,,调高,评级变动方向
2214,安信证券,赵晓光,2014-04-15,20141015.0,买入,,调高,评级变动方向
2214,安信证券,赵晓光,2014-05-09,20141109.0,买入,,调高,评级变动方向
2215,光大证券,毛伟,2014-01-10,20150110.0,买入,增持,调高,评级变动方向
2215,浙商证券,龚超,2014-03-02,20140902.0,买入,,调高,评级变动方向
2215,兴业证券,孙佳丽,2014-04-18,20150418.0,买入,,调高,评级变动方向
2215,中银国际,苏文杰,2014-05-14,20150514.0,买入,谨慎买入,调高,评级变动方向
2215,方正证券,程磊,2014-06-22,20141222.0,买入,,调高,评级变动方向
2215,华泰证券,纪石,2014-08-19,20150219.0,买入,,调高,评级变动方向
2215,中银国际,苏文杰,2014-09-10,20150910.0,买入,谨慎买入,调高,评级变动方向
2219,西南证券,朱国广,2014-08-21,20150221.0,买入,,调高,评级变动方向
2223,瑞银证券,季序我,2014-05-13,20150513.0,买入,中性,调高,评级变动方向
2223,国金证券,叶苏,2014-08-25,20150825.0,买入,增持,调高,评级变动方向
2229,中信证券,揭力,2014-11-28,20150528.0,买入,,调高,评级变动方向
2233,海通证券,周煜,2014-08-12,20150212.0,买入,,调高,评级变动方向
2234,海通证券,丁频,2014-08-13,20150213.0,买入,,调高,评级变动方向
2236,山西证券,张旭,2014-03-17,20140917.0,买入,,调高,评级变动方向
2241,万联证券,王赵欣,2014-02-17,20140817.0,买入,,调高,评级变动方向
2241,山西证券,张旭,2014-03-12,20140912.0,买入,,调高,评级变动方向
2244,瑞银证券,李宗彬,2014-01-22,20150122.0,买入,中性,调高,评级变动方向
2245,华泰证券,高梁宇,2014-06-22,20141222.0,买入,,调高,评级变动方向
2249,宏源证券,王静,2014-02-17,20140817.0,买入,,调高,评级变动方向
2256,世纪证券,郭江龙,2014-11-06,20151106.0,买入,,调高,评级变动方向
2261,光大证券,顾建国,2014-09-03,20150903.0,买入,增持,调高,评级变动方向
2262,东方证券,田加强,2014-08-18,20150818.0,买入,,调高,评级变动方向
2262,瑞银证券,季序我,2014-10-23,20151023.0,买入,中性,调高,评级变动方向
2268,广发证券,刘雪峰,2014-07-01,20150701.0,买入,谨慎增持,调高,评级变动方向
2271,中银国际,李攀,2014-02-14,20150214.0,买入,谨慎买入,调高,评级变动方向
2273,齐鲁证券,林照天,2014-08-26,20150826.0,买入,增持,调高,评级变动方向
2284,西南证券,徐永超,2014-09-25,20150325.0,买入,,调高,评级变动方向
2284,国金证券,吴文钊,2014-10-29,20151029.0,买入,增持,调高,评级变动方向
2285,广发证券,乐加栋,2014-11-07,20151107.0,买入,谨慎增持,调高,评级变动方向
2293,光大证券,李婕,2014-08-23,20150823.0,买入,增持,调高,评级变动方向
2293,申银万国,王立平,2014-09-15,20150315.0,买入,,调高,评级变动方向
2293,海通证券,焦娟,2014-12-12,20150612.0,买入,,调高,评级变动方向
2294,齐鲁证券,陈景乐,2014-02-26,20150226.0,买入,增持,调高,评级变动方向
2299,兴业证券,蒋小东,2014-07-08,20150708.0,买入,,调高,评级变动方向
2299,航天证券,程一胜,2014-08-01,20150201.0,买入,,调高,评级变动方向
2303,兴业证券,雒雅梅,2014-06-11,20150611.0,买入,,调高,评级变动方向
2304,安信证券,苏青青,2014-03-17,20140917.0,买入,,调高,评级变动方向
2304,瑞银证券,王鹏,2014-04-14,20150414.0,买入,中性,调高,评级变动方向
2304,高华证券,廖绪发,2014-05-05,20150505.0,买入,中性,调高,评级变动方向
2304,申银万国,邓敬东,2014-08-28,20150228.0,买入,,调高,评级变动方向
2304,中信建投,黄付生,2014-10-30,20150430.0,买入,,调高,评级变动方向
2310,中信建投,郑军,2014-08-01,20150201.0,买入,,调高,评级变动方向
2311,国海证券,孙霞,2014-04-08,20141008.0,买入,,调高,评级变动方向
2311,兴业证券,蒋小东,2014-06-30,20150630.0,买入,,调高,评级变动方向
2312,广发证券,刘雪峰,2014-08-14,20150814.0,买入,谨慎增持,调高,评级变动方向
2318,万联证券,李伟峰,2014-01-03,20140703.0,买入,,调高,评级变动方向
2325,国金证券,孙鹏,2014-07-15,20150715.0,买入,,调高,评级变动方向
2325,中银国际,李攀,2014-08-28,20150828.0,买入,谨慎买入,调高,评级变动方向
2327,光大证券,李婕,2014-04-01,20150401.0,买入,增持,调高,评级变动方向
2329,中银国际,苏铖,2014-04-22,20150422.0,买入,,调高,评级变动方向
2331,光大证券,姜国平,2014-09-15,20150915.0,买入,增持,调高,评级变动方向
2337,渤海证券,王雪莹,2014-08-25,20150825.0,买入,,调高,评级变动方向
2340,广发证券,巨国贤,2014-05-05,20150505.0,买入,谨慎增持,调高,评级变动方向
2353,群益证券,高观朋,2014-07-04,20150104.0,买入,中性,调高,评级变动方向
2354,光大证券,余李平,2014-10-14,20151014.0,买入,增持,调高,评级变动方向
2358,齐鲁证券,曾朵红,2014-10-28,20151028.0,买入,增持,调高,评级变动方向
2361,民族证券,黄景文,2014-01-15,20140715.0,买入,,调高,评级变动方向
2364,申银万国,武夏,2014-02-17,20140817.0,买入,,调高,评级变动方向
2364,中信建投,陈烨远,2014-05-28,20141128.0,买入,,调高,评级变动方向
2367,瑞银证券,李博,2014-11-04,20151104.0,买入,中性,调高,评级变动方向
2373,海通证券,陈美风,2014-12-17,20150617.0,买入,,调高,评级变动方向
2383,宏源证券,赵国栋,2014-06-19,20141219.0,买入,,调高,评级变动方向
2404,安信证券,苏林洁,2014-12-08,20150608.0,买入,,调高,评级变动方向
2405,中信证券,陈剑,2014-05-22,20141122.0,买入,,调高,评级变动方向
2405,瑞银证券,周中,2014-11-26,20151126.0,买入,中性,调高,评级变动方向
2407,华泰证券,姚宏光,2014-07-21,20150121.0,买入,,调高,评级变动方向
2415,山西证券,张旭,2014-04-22,20141022.0,买入,,调高,评级变动方向
2421,国金证券,孙鹏,2014-07-27,20150727.0,买入,,调高,评级变动方向
2428,海通证券,钟奇,2014-07-29,20150129.0,买入,,调高,评级变动方向
2429,瑞银证券,廖欣宇,2014-05-09,20150509.0,买入,中性,调高,评级变动方向
2437,兴业证券,项军,2014-04-20,20150420.0,买入,,调高,评级变动方向
2444,海通证券,龙华,2014-04-11,20141011.0,买入,,调高,评级变动方向
2444,西南证券,庞琳琳,2014-10-30,20150430.0,买入,,调高,评级变动方向
2445,齐鲁证券,陈筱,2014-10-11,20151011.0,买入,增持,调高,评级变动方向
2448,安信证券,林帆,2014-06-06,20141206.0,买入,,调高,评级变动方向
2450,安信证券,王席鑫,2014-05-18,20141118.0,买入,,调高,评级变动方向
2453,光大证券,毛伟,2014-12-11,20151211.0,买入,增持,调高,评级变动方向
2454,海通证券,陈鹏辉,2014-04-29,20141029.0,买入,,调高,评级变动方向
2454,东北证券,刘立喜,2014-08-28,20150228.0,买入,增持,调高,评级变动方向
2456,申银万国,张騄,2014-04-17,20141017.0,买入,,调高,评级变动方向
2458,中信证券,施亮,2014-06-03,20141203.0,买入,,调高,评级变动方向
2458,齐鲁证券,谢刚,2014-07-15,20150715.0,买入,增持,调高,评级变动方向
2465,中信建投,崔晨,2014-12-15,20150615.0,买入,,调高,评级变动方向
2470,海通证券,邓勇,2014-02-28,20140831.0,买入,,调高,评级变动方向
2470,宏源证券,王席鑫,2014-03-24,20140924.0,买入,,调高,评级变动方向
2470,安信证券,王席鑫,2014-08-05,20150205.0,买入,,调高,评级变动方向
2470,西南证券,商艾华,2014-10-20,20150420.0,买入,,调高,评级变动方向
2475,群益证券,朱吉翔,2014-05-29,20141129.0,买入,,调高,评级变动方向
2477,中信证券,施亮,2014-02-12,20140812.0,买入,,调高,评级变动方向
2477,民族证券,刘晓峰,2014-08-08,20150208.0,买入,,调高,评级变动方向
2481,山西证券,罗胤,2014-07-25,20150125.0,买入,,调高,评级变动方向
2483,广发证券,罗立波,2014-07-07,20150707.0,买入,谨慎增持,调高,评级变动方向
2488,申银万国,陈建翔,2014-09-15,20150315.0,买入,,调高,评级变动方向
2489,安信证券,张妮,2014-01-26,20140726.0,买入,,调高,评级变动方向
2489,华泰证券,高梁宇,2014-07-31,20150131.0,买入,,调高,评级变动方向
2491,光大证券,顾建国,2014-06-16,20150616.0,买入,增持,调高,评级变动方向
2496,东方证券,谢建斌,2014-05-27,20150527.0,买入,,调高,评级变动方向
2502,齐鲁证券,陈运红,2014-07-27,20150727.0,买入,增持,调高,评级变动方向
2508,海通证券,陈子仪,2014-02-22,20140822.0,买入,,调高,评级变动方向
2508,中信证券,胡雅丽,2014-04-10,20141010.0,买入,,调高,评级变动方向
2508,兴业证券,奚晨弗,2014-07-24,20150724.0,买入,,调高,评级变动方向
2508,国金证券,蔡益润,2014-08-25,20150825.0,买入,增持,调高,评级变动方向
2509,申银万国,李晓光,2014-01-13,20140713.0,买入,,调高,评级变动方向
2519,国金证券,周明巍,2014-07-31,20150731.0,买入,增持,调高,评级变动方向
2520,安信证券,王书伟,2014-11-24,20150524.0,买入,,调高,评级变动方向
2521,兴业证券,雒雅梅,2014-06-05,20150605.0,买入,,调高,评级变动方向
2521,国金证券,周文波,2014-10-16,20151016.0,买入,,调高,评级变动方向
2540,申银万国,叶培培,2014-03-19,20140919.0,买入,,调高,评级变动方向
2540,申银万国,叶培培,2014-09-03,20150303.0,买入,,调高,评级变动方向
2541,国海证券,韩庆,2014-06-23,20141223.0,买入,,调高,评级变动方向
2541,申银万国,陆玲玲,2014-07-27,20150127.0,买入,,调高,评级变动方向
2557,世纪证券,梁希民,2014-02-21,20150221.0,买入,增持,调高,评级变动方向
2557,中信证券,黄巍,2014-03-10,20140910.0,买入,,调高,评级变动方向
2557,瑞银证券,赵琳,2014-06-24,20150624.0,买入,中性,调高,评级变动方向
2559,广发证券,刘国清,2014-08-24,20150824.0,买入,持有,调高,评级变动方向
2563,光大证券,李婕,2014-04-29,20150429.0,买入,增持,调高,评级变动方向
2563,中信证券,鞠兴海,2014-05-30,20141130.0,买入,,调高,评级变动方向
2563,申银万国,王立平,2014-07-03,20150103.0,买入,,调高,评级变动方向
2563,东方证券,施红梅,2014-08-04,20150804.0,买入,增持,调高,评级变动方向
2568,齐鲁证券,王颖华,2014-03-27,20150327.0,买入,增持,调高,评级变动方向
2570,中信证券,黄巍,2014-02-28,20140831.0,买入,,调高,评级变动方向
2570,东北证券,朱承亮,2014-08-28,20150228.0,买入,增持,调高,评级变动方向
2570,中银国际,刘颜,2014-09-09,20150909.0,买入,谨慎买入,调高,评级变动方向
2572,兴业证券,雒雅梅,2014-06-11,20150611.0,买入,,调高,评级变动方向
2572,海通证券,曾知,2014-10-29,20150429.0,买入,,调高,评级变动方向
2573,世纪证券,李云光,2014-04-03,20150403.0,买入,,调高,评级变动方向
2582,海通证券,马浩博,2014-10-10,20150410.0,买入,,调高,评级变动方向
2582,瑞银证券,赵琳,2014-11-25,20151125.0,买入,中性,调高,评级变动方向
2584,国海证券,代鹏举,2014-04-10,20141010.0,买入,,调高,评级变动方向
2587,宏源证券,李振亚,2014-05-14,20141114.0,买入,,调高,评级变动方向
2588,宏源证券,王席鑫,2014-03-24,20140924.0,买入,,调高,评级变动方向
2595,兴业证券,刘佃贵,2014-01-19,20150119.0,买入,,调高,评级变动方向
2603,瑞银证券,季序我,2014-07-14,20150714.0,买入,中性,调高,评级变动方向
2605,海通证券,徐琳,2014-03-31,20140930.0,买入,,调高,评级变动方向
2610,世纪证券,郭江龙,2014-03-18,20150318.0,买入,,调高,评级变动方向
2611,兴业证券,刘佃贵,2014-03-04,20150304.0,买入,,调高,评级变动方向
2614,华泰证券,张立聪,2014-08-26,20150226.0,买入,,调高,评级变动方向
2615,海通证券,陈子仪,2014-02-24,20140824.0,买入,,调高,评级变动方向
2630,中信建投,陈开伟,2014-04-25,20141025.0,买入,,调高,评级变动方向
2639,华泰证券,肖群稀,2014-02-17,20140817.0,买入,,调高,评级变动方向
2649,申银万国,刘洋,2014-03-24,20140924.0,买入,,调高,评级变动方向
2650,中原证券,陈曦,2014-08-15,20150215.0,买入,,调高,评级变动方向
2658,中信证券,王祥麒,2014-04-23,20141023.0,买入,,调高,评级变动方向
2658,光大证券,陈俊鹏,2014-12-19,20151219.0,买入,,调高,评级变动方向
2662,光大证券,王浩,2014-11-27,20151127.0,买入,,调高,评级变动方向
2663,国金证券,孙鹏,2014-01-14,20150114.0,买入,,调高,评级变动方向
2664,安信证券,林帆,2014-06-06,20141206.0,买入,,调高,评级变动方向
2671,海通证券,周煜,2014-08-18,20150218.0,买入,,调高,评级变动方向
2672,瑞银证券,徐颖真,2014-08-19,20150819.0,买入,中性,调高,评级变动方向
2678,安信证券,张妮,2014-06-12,20141212.0,买入,,调高,评级变动方向
2699,宏源证券,王凤华,2014-05-08,20141108.0,买入,,调高,评级变动方向
2699,海通证券,焦娟,2014-10-15,20150415.0,买入,,调高,评级变动方向
2700,民族证券,齐求实,2014-04-17,20141017.0,买入,,调高,评级变动方向
2701,申银万国,周海晨,2014-03-05,20140905.0,买入,,调高,评级变动方向
2701,兴业证券,雒雅梅,2014-06-11,20150611.0,买入,,调高,评级变动方向
2702,国海证券,余春生,2014-05-29,20141129.0,买入,,调高,评级变动方向
2702,宏源证券,陈嵩昆,2014-10-29,20150429.0,买入,,调高,评级变动方向
2712,齐鲁证券,丁婉贝,2014-12-17,20151217.0,买入,增持,调高,评级变动方向
2713,安信证券,杨涛,2014-07-11,20150111.0,买入,,调高,评级变动方向
2714,兴业证券,蒋小东,2014-07-18,20150718.0,买入,,调高,评级变动方向
300002,申银万国,刘洋,2014-11-28,20150528.0,买入,,调高,评级变动方向
300003,光大证券,江维娜,2014-06-18,20150618.0,买入,增持,调高,评级变动方向
300003,国金证券,叶苏,2014-08-26,20150826.0,买入,增持,调高,评级变动方向
300004,安信证券,邹润芳,2014-06-13,20141213.0,买入,,调高,评级变动方向
300005,东方证券,施红梅,2014-01-21,20150121.0,买入,,调高,评级变动方向
300005,瑞银证券,胡昀昀,2014-04-10,20150410.0,买入,中性,调高,评级变动方向
300005,浙商证券,王剑,2014-05-19,20141119.0,买入,增持,调高,评级变动方向
300006,中信证券,崔文亮,2014-06-24,20141224.0,买入,,调高,评级变动方向
300006,西南证券,朱国广,2014-09-03,20150303.0,买入,,调高,评级变动方向
300009,西南证券,朱国广,2014-08-20,20150220.0,买入,,调高,评级变动方向
300010,中信建投,刘泽晶,2014-02-27,20140827.0,买入,,调高,评级变动方向
300010,海通证券,陈美风,2014-03-05,20140905.0,买入,,调高,评级变动方向
300012,湘财证券,黄顺卿,2014-01-23,20150123.0,买入,,调高,评级变动方向
300014,宏源证券,王建伟,2014-10-23,20150423.0,买入,,调高,评级变动方向
300015,国金证券,叶苏,2014-03-22,20150322.0,买入,,调高,评级变动方向
300015,安信证券,陈宁浦,2014-04-08,20141008.0,买入,,调高,评级变动方向
300015,群益证券,闫永正,2014-10-24,20150424.0,买入,中性,调高,评级变动方向
300017,万联证券,宋颖,2014-01-24,20140724.0,买入,,调高,评级变动方向
300017,广发证券,刘雪峰,2014-03-12,20150312.0,买入,谨慎增持,调高,评级变动方向
300020,财通证券,曲芳,2014-07-04,20150104.0,买入,,调高,评级变动方向
300020,东北证券,许祥,2014-09-15,20150315.0,买入,增持,调高,评级变动方向
300024,东北证券,黎焜,2014-07-30,20150130.0,买入,增持,调高,评级变动方向
300026,国金证券,燕智,2014-02-09,20150209.0,买入,,调高,评级变动方向
300033,海通证券,丁文韬,2014-07-10,20150110.0,买入,,调高,评级变动方向
300034,山西证券,刘小勇,2014-05-13,20141113.0,买入,,调高,评级变动方向
300041,方正证券,程磊,2014-06-22,20141222.0,买入,,调高,评级变动方向
300050,中信建投,王大鹏,2014-10-31,20150430.0,买入,,调高,评级变动方向
300054,安信证券,王席鑫,2014-05-22,20141122.0,买入,,调高,评级变动方向
300055,申银万国,刘晓宁,2014-08-04,20150204.0,买入,,调高,评级变动方向
300055,中信证券,王海旭,2014-09-01,20150301.0,买入,,调高,评级变动方向
300058,山西证券,张旭,2014-03-12,20140912.0,买入,,调高,评级变动方向
300058,浙商证券,黄薇,2014-07-17,20150117.0,买入,增持,调高,评级变动方向
300058,中信建投,陶静,2014-08-20,20150220.0,买入,,调高,评级变动方向
300063,民族证券,黄景文,2014-07-07,20150107.0,买入,中性,调高,评级变动方向
300067,中信建投,梁斌,2014-04-01,20141001.0,买入,,调高,评级变动方向
300068,海通证券,张浩,2014-02-12,20140812.0,买入,增持,调高,评级变动方向
300070,海通证券,陆凤鸣,2014-03-28,20140928.0,买入,,调高,评级变动方向
