交易代码,机构名称,分析师名称,评级日期,评级有效期截止日,本次评级,前次评级,类型名称,分类
2,中信证券,陈聪,2015-07-06,20160106.0,买入,持有,调高,评级变动方向
24,兴业证券,阎常铭,2015-04-09,20160409.0,买入,,调高,评级变动方向
35,长城国瑞证券,潘永乐,2015-02-06,20150806.0,买入,,调高,评级变动方向
36,兴业证券,阎常铭,2015-07-17,20160717.0,买入,,调高,评级变动方向
46,广发证券,乐加栋,2015-02-04,20160204.0,买入,谨慎增持,调高,评级变动方向
48,中信建投,黄付生,2015-05-14,20151114.0,买入,,调高,评级变动方向
50,申万宏源,王建伟,2015-01-28,20150728.0,买入,,调高,评级变动方向
50,东北证券,吴娜,2015-08-20,20160220.0,买入,增持,调高,评级变动方向
59,国信证券,朱海涛,2015-02-04,20150804.0,买入,,调高,评级变动方向
60,西南证券,兰可,2015-04-02,20151002.0,买入,,调高,评级变动方向
60,广发证券,巨国贤,2015-07-16,20160716.0,买入,谨慎增持,调高,评级变动方向
89,兴业证券,张晓云,2015-01-31,20160131.0,买入,,调高,评级变动方向
89,长江证券,韩轶超,2015-09-20,20160920.0,买入,,调高,评级变动方向
90,海通证券,涂力磊,2015-07-14,20160114.0,买入,,调高,评级变动方向
99,长江证券,韩轶超,2015-09-19,20160919.0,买入,,调高,评级变动方向
100,中信证券,金星,2015-05-08,20151108.0,买入,,调高,评级变动方向
156,华泰证券,许娟,2015-04-24,20151024.0,买入,,调高,评级变动方向
157,瑞银证券,李博,2015-03-18,20160318.0,买入,中性,调高,评级变动方向
401,安信证券,孙明新,2015-02-05,20150805.0,买入,,调高,评级变动方向
401,安信证券,孙明新,2015-03-18,20150918.0,买入,,调高,评级变动方向
402,瑞银证券,丁晓,2015-01-12,20160112.0,买入,中性,调高,评级变动方向
404,长江证券,徐春,2015-10-18,20161018.0,买入,,调高,评级变动方向
415,华泰证券,沈娟,2015-07-14,20160114.0,买入,,调高,评级变动方向
418,中信证券,金星,2015-08-07,20160207.0,买入,,调高,评级变动方向
425,华泰证券,肖群稀,2015-02-02,20150802.0,买入,,调高,评级变动方向
430,中银国际,旷实,2015-08-19,20160819.0,买入,谨慎买入,调高,评级变动方向
488,华泰证券,高梁宇,2015-07-31,20160131.0,买入,,调高,评级变动方向
488,国信证券,陈福,2015-10-19,20160419.0,买入,,调高,评级变动方向
511,海通证券,施毅,2015-12-17,20160617.0,买入,,调高,评级变动方向
524,中信建投,刘越男,2015-08-17,20160217.0,买入,,调高,评级变动方向
528,广发证券,刘国清,2015-03-31,20160331.0,买入,谨慎增持,调高,评级变动方向
539,中信证券,崔霖,2015-04-29,20151029.0,买入,,调高,评级变动方向
539,申万宏源,叶旭晨,2015-05-18,20151118.0,买入,,调高,评级变动方向
540,中信建投,苏雪晶,2015-08-28,20160228.0,买入,,调高,评级变动方向
544,广发证券,郭鹏,2015-09-16,20160916.0,买入,谨慎增持,调高,评级变动方向
555,兴业证券,蒋佳霖,2015-06-01,20160601.0,买入,,调高,评级变动方向
558,广发证券,乐加栋,2015-03-12,20160312.0,买入,谨慎增持,调高,评级变动方向
559,财通证券,马智琴,2015-07-31,20160131.0,买入,,调高,评级变动方向
568,光大证券,邢庭志,2015-04-23,20160423.0,买入,增持,调高,评级变动方向
568,中信建投,黄付生,2015-06-24,20151224.0,买入,,调高,评级变动方向
568,光大证券,邢庭志,2015-08-10,20160810.0,买入,,调高,评级变动方向
568,华泰证券,苏青青,2015-10-29,20160429.0,买入,,调高,评级变动方向
568,中信证券,黄巍,2015-12-21,20160621.0,买入,,调高,评级变动方向
572,西南证券,高翔,2015-04-06,20151006.0,买入,,调高,评级变动方向
600,华泰证券,程鹏,2015-02-25,20150825.0,买入,,调高,评级变动方向
603,广发证券,巨国贤,2015-04-22,20160422.0,买入,谨慎增持,调高,评级变动方向
608,光大证券,谢皓宇,2015-03-22,20160322.0,买入,增持,调高,评级变动方向
610,海通证券,林周勇,2015-03-12,20150912.0,买入,,调高,评级变动方向
616,中信建投,杨荣,2015-11-20,20160520.0,买入,,调高,评级变动方向
661,海通证券,郑琴,2015-01-07,20150707.0,买入,,调高,评级变动方向
