交易代码,机构名称,分析师名称,评级日期,评级有效期截止日,本次评级,前次评级,类型名称,分类
759,海通证券,汪立亭,2016-08-24,20170224.0,买入,,调高,评级变动方向
759,东北证券,李强,2016-12-29,20170629.0,买入,增持,调高,评级变动方向
762,东北证券,王小勇,2016-10-24,20170424.0,买入,增持,调高,评级变动方向
768,广发证券,胡正洋,2016-04-18,20170418.0,买入,持有,调高,评级变动方向
776,中信建投,杨荣,2016-08-30,20170228.0,买入,,调高,评级变动方向
783,东吴证券,丁文韬,2016-06-16,20161216.0,买入,,调高,评级变动方向
796,华泰证券,刘洋,2016-06-27,20161227.0,买入,,调高,评级变动方向
799,长江证券,刘舒畅,2016-05-11,20170511.0,买入,,调高,评级变动方向
810,海通证券,陈子仪,2016-10-25,20170425.0,买入,,调高,评级变动方向
822,中信建投,罗婷,2016-10-12,20170412.0,买入,,调高,评级变动方向
825,长江证券,王鹤涛,2016-07-15,20170715.0,买入,,调高,评级变动方向
848,国海证券,余春生,2016-11-22,20170522.0,买入,,调高,评级变动方向
858,申万宏源,吕昌,2016-03-28,20160928.0,买入,,调高,评级变动方向
860,东吴证券,马浩博,2016-06-30,20161231.0,买入,,调高,评级变动方向
889,中信证券,陈剑,2016-05-03,20161103.0,买入,,调高,评级变动方向
895,中信建投,黄付生,2016-01-29,20160729.0,买入,,调高,评级变动方向
895,群益证券,李晓璐,2016-03-30,20160930.0,买入,中性,调高,评级变动方向
895,广发证券,王永锋,2016-05-13,20170513.0,买入,谨慎增持,调高,评级变动方向
910,中信建投,花小伟,2016-01-27,20160727.0,买入,,调高,评级变动方向
910,光大证券,姜浩,2016-04-27,20170427.0,买入,,调高,评级变动方向
911,长江证券,陈佳,2016-04-01,20170401.0,买入,,调高,评级变动方向
915,西南证券,朱国广,2016-07-28,20170128.0,买入,,调高,评级变动方向
917,海通证券,钟奇,2016-08-29,20170228.0,买入,,调高,评级变动方向
919,西南证券,朱国广,2016-07-15,20170115.0,买入,,调高,评级变动方向
925,东北证券,瞿永忠,2016-05-09,20161109.0,买入,增持,调高,评级变动方向
925,广发证券,郭鹏,2016-09-18,20170918.0,买入,持有,调高,评级变动方向
933,中信建投,李俊松,2016-01-19,20160719.0,买入,,调高,评级变动方向
937,中信建投,李俊松,2016-04-22,20161022.0,买入,,调高,评级变动方向
938,太平洋证券,张学,2016-08-31,20170228.0,买入,,调高,评级变动方向
951,兴业证券,王冠桥,2016-03-14,20170314.0,买入,,调高,评级变动方向
951,中信证券,许英博,2016-04-18,20161018.0,买入,,调高,评级变动方向
952,海通证券,刘强,2016-01-11,20160711.0,买入,,调高,评级变动方向
952,西南证券,朱国广,2016-08-22,20170222.0,买入,,调高,评级变动方向
958,渤海证券,伊晓奕,2016-07-29,20170129.0,买入,增持,调高,评级变动方向
959,光大证券,王招华,2016-07-19,20170719.0,买入,,调高,评级变动方向
963,中信证券,田加强,2016-03-20,20160920.0,买入,,调高,评级变动方向
967,中信建投,王祎佳,2016-06-27,20161227.0,买入,,调高,评级变动方向
968,广发证券,沈涛,2016-07-13,20170713.0,买入,持有,调高,评级变动方向
968,申万宏源,周泰,2016-12-01,20170601.0,买入,增持,调高,评级变动方向
978,国信证券,曾光,2016-01-12,20160712.0,买入,,调高,评级变动方向
978,财达证券,杜新强,2016-03-08,20160908.0,买入,,调高,评级变动方向
981,国金证券,胡华如,2016-10-20,20171020.0,买入,增持,调高,评级变动方向
983,广发证券,沈涛,2016-08-01,20170801.0,买入,持有,调高,评级变动方向
988,华金证券,张仲杰,2016-05-22,20161122.0,买入,,调高,评级变动方向
997,中信证券,阳嘉嘉,2016-06-04,20161204.0,买入,,调高,评级变动方向
997,东吴证券,郝彪,2016-12-14,20170614.0,买入,,调高,评级变动方向
1979,瑞银证券,丁晓,2016-02-26,20170226.0,买入,中性,调高,评级变动方向
2003,长江证券,雷玉,2016-08-23,20170823.0,买入,,调高,评级变动方向
2006,华泰证券,弓永峰,2016-04-28,20161028.0,买入,,调高,评级变动方向
2007,西南证券,朱国广,2016-01-22,20160722.0,买入,,调高,评级变动方向
2007,广发证券,张其立,2016-04-29,20170429.0,买入,持有,调高,评级变动方向
2007,东北证券,高建,2016-08-19,20170219.0,买入,增持,调高,评级变动方向
2008,西南证券,熊莉,2016-03-30,20160930.0,买入,,调高,评级变动方向
2008,长江证券,莫文宇,2016-10-24,20171024.0,买入,,调高,评级变动方向
2009,海通证券,张宇,2016-04-19,20161019.0,买入,,调高,评级变动方向
2010,中泰证券,彭毅,2016-01-10,20170110.0,买入,增持,调高,评级变动方向
2010,浙商证券,姜楠,2016-02-03,20160803.0,买入,增持,调高,评级变动方向
2011,国元证券,李茂娟,2016-02-21,20160821.0,买入,,调高,评级变动方向
2020,海通证券,余文心,2016-05-26,20161126.0,买入,,调高,评级变动方向
2024,光大证券,唐佳睿,2016-06-05,20170605.0,买入,增持,调高,评级变动方向
2032,海通证券,陈子仪,2016-02-19,20160819.0,买入,,调高,评级变动方向
2033,安信证券,刘章明,2016-01-20,20160720.0,买入,,调高,评级变动方向
2036,海通证券,陈平,2016-06-29,20161229.0,买入,,调高,评级变动方向
2039,申万宏源,刘晓宁,2016-04-26,20161026.0,买入,,调高,评级变动方向
2041,申万宏源,宫衍海,2016-04-26,20161026.0,买入,增持,调高,评级变动方向
2043,广发证券,邹戈,2016-01-06,20170106.0,买入,持有,调高,评级变动方向
2043,华泰证券,陈羽锋,2016-06-26,20161226.0,买入,,调高,评级变动方向
2043,海通证券,邱友锋,2016-07-26,20170126.0,买入,,调高,评级变动方向
2044,国金证券,李敬雷,2016-08-23,20170823.0,买入,增持,调高,评级变动方向
2045,海通证券,陈平,2016-07-23,20170123.0,买入,,调高,评级变动方向
2048,中信证券,许英博,2016-05-05,20161105.0,买入,,调高,评级变动方向
2049,华金证券,谭志勇,2016-04-13,20161013.0,买入,,调高,评级变动方向
2050,中信建投,林寰宇,2016-09-27,20170327.0,买入,,调高,评级变动方向
2051,兴业证券,孟杰,2016-03-21,20170321.0,买入,,调高,评级变动方向
2055,群益证券,朱吉翔,2016-12-30,20170630.0,买入,中性,调高,评级变动方向
2057,海通证券,施毅,2016-03-28,20160928.0,买入,,调高,评级变动方向
2059,太平洋证券,程晓东,2016-11-30,20170531.0,买入,,调高,评级变动方向
2060,长江证券,范超,2016-03-28,20170328.0,买入,,调高,评级变动方向
2074,中信证券,王海旭,2016-03-31,20160930.0,买入,,调高,评级变动方向
2074,天风证券,张淼,2016-10-13,20170413.0,买入,,调高,评级变动方向
2078,广发证券,申烨,2016-04-05,20170405.0,买入,持有,调高,评级变动方向
2078,安信证券,周文波,2016-10-28,20170428.0,买入,,调高,评级变动方向
2080,长江证券,范超,2016-02-28,20170228.0,买入,,调高,评级变动方向
2080,太平洋证券,姚鑫,2016-03-24,20160924.0,买入,,调高,评级变动方向
2080,海通证券,邱友锋,2016-12-23,20170623.0,买入,,调高,评级变动方向
2081,东北证券,王小勇,2016-06-20,20161220.0,买入,增持,调高,评级变动方向
2084,中信证券,鄢鹏,2016-07-29,20170129.0,买入,,调高,评级变动方向
2084,国金证券,揭力,2016-08-21,20170821.0,买入,增持,调高,评级变动方向
2087,海通证券,于旭辉,2016-08-29,20170228.0,买入,,调高,评级变动方向
2088,光大证券,陈浩武,2016-10-26,20171026.0,买入,增持,调高,评级变动方向
2091,海通证券,汪立亭,2016-05-18,20161118.0,买入,,调高,评级变动方向
2092,申万宏源,燕云,2016-03-24,20160924.0,买入,,调高,评级变动方向
2094,东北证券,瞿永忠,2016-09-05,20170305.0,买入,增持,调高,评级变动方向
2097,国海证券,冯胜,2016-01-12,20160712.0,买入,,调高,评级变动方向
2103,长江证券,蔡方羿,2016-06-30,20170630.0,买入,,调高,评级变动方向
2103,中信建投,花小伟,2016-07-27,20170127.0,买入,,调高,评级变动方向
2106,兴业证券,刘亮,2016-09-19,20170919.0,买入,,调高,评级变动方向
2108,渤海证券,张敬华,2016-08-22,20170222.0,买入,增持,调高,评级变动方向
2110,光大证券,王招华,2016-04-28,20170428.0,买入,增持,调高,评级变动方向
2111,国金证券,潘贻立,2016-08-21,20170821.0,买入,增持,调高,评级变动方向
2123,中信证券,阳嘉嘉,2016-08-22,20170222.0,买入,,调高,评级变动方向
2124,申万宏源,赵金厚,2016-03-04,20160904.0,买入,增持,调高,评级变动方向
2126,中信证券,陈俊斌,2016-11-11,20170511.0,买入,,调高,评级变动方向
2127,长江证券,雷玉,2016-04-19,20170419.0,买入,,调高,评级变动方向
2128,申万宏源,周泰,2016-10-11,20170411.0,买入,,调高,评级变动方向
2137,国信证券,刘翔,2016-01-21,20160721.0,买入,,调高,评级变动方向
2142,中信建投,杨荣,2016-08-29,20170228.0,买入,,调高,评级变动方向
2148,中信证券,阳嘉嘉,2016-10-28,20170428.0,买入,,调高,评级变动方向
2152,国信证券,程成,2016-04-08,20161008.0,买入,,调高,评级变动方向
2155,中信建投,谢鸿鹤,2016-05-05,20161105.0,买入,,调高,评级变动方向
2159,中信证券,姜娅,2016-12-01,20170601.0,买入,,调高,评级变动方向
2165,国信证券,苏淼,2016-03-22,20160922.0,买入,,调高,评级变动方向
2165,西南证券,商艾华,2016-08-28,20170228.0,买入,,调高,评级变动方向
2169,东吴证券,曾朵红,2016-09-02,20170302.0,买入,,调高,评级变动方向
2171,申万宏源,徐若旭,2016-01-21,20160721.0,买入,,调高,评级变动方向
2172,财通证券,赵月亮,2016-04-12,20161012.0,买入,,调高,评级变动方向
2174,长江证券,马先文,2016-08-26,20170826.0,买入,,调高,评级变动方向
2176,长江证券,葛军,2016-06-21,20170621.0,买入,,调高,评级变动方向
2179,华金证券,张仲杰,2016-03-18,20160918.0,买入,,调高,评级变动方向
2182,中信建投,陈炳辉,2016-08-01,20170201.0,买入,,调高,评级变动方向
2183,东北证券,王晓艳,2016-02-19,20160819.0,买入,增持,调高,评级变动方向
2186,海通证券,钟奇,2016-10-21,20170421.0,买入,,调高,评级变动方向
2188,海通证券,钟奇,2016-07-29,20170129.0,买入,,调高,评级变动方向
2191,海通证券,曾知,2016-01-04,20160704.0,买入,,调高,评级变动方向
2195,长江证券,马先文,2016-03-01,20170301.0,买入,,调高,评级变动方向
2200,长江证券,范超,2016-08-28,20170828.0,买入,,调高,评级变动方向
2206,财通证券,赵月亮,2016-04-21,20161021.0,买入,,调高,评级变动方向
2217,国海证券,王凌涛,2016-10-28,20170428.0,买入,,调高,评级变动方向
2223,海通证券,余文心,2016-05-23,20161123.0,买入,,调高,评级变动方向
2224,东吴证券,陈显帆,2016-01-03,20160703.0,买入,,调高,评级变动方向
2230,华金证券,谭志勇,2016-08-09,20170209.0,买入,,调高,评级变动方向
2239,长江证券,邬博华,2016-07-01,20170701.0,买入,,调高,评级变动方向
2244,中信建投,陈慎,2016-12-26,20170626.0,买入,,调高,评级变动方向
2245,长江证券,邬博华,2016-04-17,20170417.0,买入,,调高,评级变动方向
2245,国海证券,谭倩,2016-10-17,20170417.0,买入,,调高,评级变动方向
2245,天风证券,张淼,2016-12-21,20170621.0,买入,,调高,评级变动方向
2247,中信建投,花小伟,2016-01-05,20160705.0,买入,,调高,评级变动方向
2247,海通证券,邱友锋,2016-11-18,20170518.0,买入,,调高,评级变动方向
2249,中信证券,王海旭,2016-03-22,20160922.0,买入,,调高,评级变动方向
2261,西南证券,刘言,2016-08-19,20170219.0,买入,,调高,评级变动方向
2262,中信证券,田加强,2016-05-20,20161120.0,买入,,调高,评级变动方向
2266,东吴证券,陈显帆,2016-07-24,20170124.0,买入,,调高,评级变动方向
2266,财通证券,方维,2016-10-25,20170425.0,买入,,调高,评级变动方向
2268,东吴证券,郝彪,2016-10-25,20170425.0,买入,,调高,评级变动方向
2277,广发证券,洪涛,2016-06-20,20170620.0,买入,谨慎增持,调高,评级变动方向
2277,华泰证券,许世刚,2016-09-14,20170314.0,买入,,调高,评级变动方向
2277,光大证券,唐佳睿,2016-10-14,20171014.0,买入,增持,调高,评级变动方向
2281,长江证券,胡路,2016-02-25,20170225.0,买入,,调高,评级变动方向
2281,华泰证券,康志毅,2016-08-24,20170224.0,买入,,调高,评级变动方向
2284,长江证券,徐春,2016-01-19,20170119.0,买入,,调高,评级变动方向
2285,群益证券,王睿哲,2016-02-16,20160816.0,买入,,调高,评级变动方向
2286,海通证券,闻宏伟,2016-02-25,20160825.0,买入,,调高,评级变动方向
2286,光大证券,刘晓波,2016-11-10,20171110.0,买入,增持,调高,评级变动方向
2293,长江证券,雷玉,2016-05-05,20170505.0,买入,,调高,评级变动方向
2294,国信证券,江维娜,2016-02-22,20160822.0,买入,,调高,评级变动方向
2294,海通证券,余文心,2016-08-23,20170223.0,买入,,调高,评级变动方向
2308,申万宏源,王丝语,2016-02-18,20160818.0,买入,增持,调高,评级变动方向
2310,东北证券,王小勇,2016-07-21,20170121.0,买入,增持,调高,评级变动方向
2311,中信建投,黄付生,2016-01-06,20160706.0,买入,,调高,评级变动方向
2316,东北证券,闻学臣,2016-11-09,20170509.0,买入,增持,调高,评级变动方向
2329,华泰证券,贺琪,2016-05-24,20161124.0,买入,,调高,评级变动方向
2329,海通证券,钟奇,2016-09-16,20170316.0,买入,,调高,评级变动方向
2339,广发证券,陈子坤,2016-08-17,20170817.0,买入,持有,调高,评级变动方向
2341,太平洋证券,张学,2016-04-21,20161021.0,买入,,调高,评级变动方向
2341,太平洋证券,杨林,2016-12-12,20170612.0,买入,,调高,评级变动方向
2342,渤海证券,张敬华,2016-04-25,20161025.0,买入,增持,调高,评级变动方向
2344,华泰证券,许世刚,2016-10-18,20170418.0,买入,,调高,评级变动方向
2345,兴业证券,雒雅梅,2016-06-15,20170615.0,买入,,调高,评级变动方向
2345,光大证券,唐佳睿,2016-07-30,20170730.0,买入,增持,调高,评级变动方向
2349,东吴证券,洪阳,2016-02-04,20160804.0,买入,,调高,评级变动方向
2353,广发证券,罗立波,2016-04-22,20170422.0,买入,谨慎增持,调高,评级变动方向
2353,国元证券,周海鸥,2016-06-23,20161223.0,买入,,调高,评级变动方向
2354,长江证券,马先文,2016-10-13,20171013.0,买入,,调高,评级变动方向
2361,中信建投,冯福章,2016-06-13,20161213.0,买入,,调高,评级变动方向
2364,海通证券,周旭辉,2016-04-01,20161001.0,买入,,调高,评级变动方向
2366,中信证券,刘海博,2016-06-12,20161212.0,买入,,调高,评级变动方向
2368,东吴证券,郝彪,2016-08-29,20170228.0,买入,,调高,评级变动方向
2368,申万宏源,刘洋,2016-10-10,20170410.0,买入,,调高,评级变动方向
2371,东北证券,王建伟,2016-01-05,20160705.0,买入,增持,调高,评级变动方向
2372,东北证券,王小勇,2016-12-23,20170623.0,买入,增持,调高,评级变动方向
2375,东北证券,王小勇,2016-02-18,20160818.0,买入,增持,调高,评级变动方向
2385,申万宏源,宫衍海,2016-05-30,20161130.0,买入,增持,调高,评级变动方向
2389,财通证券,方维,2016-11-28,20170528.0,买入,,调高,评级变动方向
2390,国金证券,李敬雷,2016-02-24,20170224.0,买入,增持,调高,评级变动方向
2396,东北证券,王建伟,2016-08-29,20170228.0,买入,增持,调高,评级变动方向
2400,华泰证券,许娟,2016-03-31,20160930.0,买入,,调高,评级变动方向
2405,中原证券,唐月,2016-04-15,20161015.0,买入,,调高,评级变动方向
2405,长江证券,马先文,2016-08-25,20170825.0,买入,,调高,评级变动方向
2409,申万宏源,宋涛,2016-08-29,20170228.0,买入,,调高,评级变动方向
2410,申万宏源,刘洋,2016-07-19,20170119.0,买入,,调高,评级变动方向
2414,海通证券,徐志国,2016-06-28,20161228.0,买入,,调高,评级变动方向
2421,西南证券,朱国广,2016-03-09,20160909.0,买入,,调高,评级变动方向
2426,兴业证券,刘亮,2016-05-07,20170507.0,买入,,调高,评级变动方向
2430,财通证券,方维,2016-01-20,20160720.0,买入,,调高,评级变动方向
2431,东北证券,王小勇,2016-08-12,20170212.0,买入,增持,调高,评级变动方向
2438,东吴证券,陈显帆,2016-04-12,20161012.0,买入,,调高,评级变动方向
2439,东吴证券,郝彪,2016-03-26,20160926.0,买入,,调高,评级变动方向
2439,华金证券,谭志勇,2016-08-29,20170228.0,买入,,调高,评级变动方向
2443,安信证券,衡昆,2016-03-17,20160917.0,买入,,调高,评级变动方向
2444,财通证券,赵月亮,2016-01-11,20160711.0,买入,,调高,评级变动方向
2444,海通证券,耿耘,2016-10-28,20170428.0,买入,,调高,评级变动方向
2446,东北证券,王建伟,2016-11-14,20170514.0,买入,增持,调高,评级变动方向
2447,长江证券,马先文,2016-10-10,20171010.0,买入,,调高,评级变动方向
2456,海通证券,陈平,2016-04-19,20161019.0,买入,,调高,评级变动方向
2460,申万宏源,徐若旭,2016-02-15,20160815.0,买入,增持,调高,评级变动方向
2460,中信建投,谢鸿鹤,2016-04-26,20161026.0,买入,,调高,评级变动方向
2460,元大证券(香港),朱家杰,2016-09-21,20170921.0,买入,持有,调高,评级变动方向
2465,长江证券,胡路,2016-02-29,20170228.0,买入,,调高,评级变动方向
2466,中信建投,陈炳辉,2016-08-23,20170223.0,买入,,调高,评级变动方向
2470,长江证券,马太,2016-12-13,20171213.0,买入,,调高,评级变动方向
2475,国海证券,王凌涛,2016-09-05,20170305.0,买入,,调高,评级变动方向
2475,中信建投,彭琦,2016-10-21,20170421.0,买入,,调高,评级变动方向
2482,东北证券,王小勇,2016-02-24,20160824.0,买入,增持,调高,评级变动方向
2484,华金证券,谭志勇,2016-03-31,20160930.0,买入,,调高,评级变动方向
2491,华泰证券,康志毅,2016-10-24,20170424.0,买入,,调高,评级变动方向
2493,东北证券,王小勇,2016-10-10,20170410.0,买入,增持,调高,评级变动方向
2501,海通证券,施毅,2016-10-25,20170425.0,买入,,调高,评级变动方向
2502,海通证券,钟奇,2016-05-08,20161108.0,买入,,调高,评级变动方向
2503,中信证券,薛缘,2016-04-27,20161027.0,买入,,调高,评级变动方向
2504,光大证券,陈浩武,2016-04-28,20170428.0,买入,,调高,评级变动方向
2507,国金证券,刘枝花,2016-03-31,20170331.0,买入,增持,调高,评级变动方向
2508,海通证券,陈子仪,2016-07-28,20170128.0,买入,,调高,评级变动方向
2508,中信建投,林寰宇,2016-10-21,20170421.0,买入,,调高,评级变动方向
2511,中银国际,杨志威,2016-10-28,20171028.0,买入,谨慎买入,调高,评级变动方向
2518,东北证券,龚斯闻,2016-04-25,20161025.0,买入,增持,调高,评级变动方向
2519,兴业证券,唐海清,2016-10-08,20171008.0,买入,,调高,评级变动方向
2523,兴业证券,成尚汶,2016-11-04,20171104.0,买入,,调高,评级变动方向
2529,西南证券,高翔,2016-08-25,20170225.0,买入,,调高,评级变动方向
2530,光大证券,姜国平,2016-06-27,20170627.0,买入,,调高,评级变动方向
2532,财通证券,赵月亮,2016-02-21,20160821.0,买入,,调高,评级变动方向
2533,华金证券,谭志勇,2016-12-06,20170606.0,买入,,调高,评级变动方向
2534,财通证券,方维,2016-02-21,20160821.0,买入,,调高,评级变动方向
2537,东吴证券,郝彪,2016-10-27,20170427.0,买入,,调高,评级变动方向
2539,安信证券,王席鑫,2016-04-23,20161023.0,买入,,调高,评级变动方向
2545,长江证券,范超,2016-08-04,20170804.0,买入,,调高,评级变动方向
2546,东北证券,龚斯闻,2016-01-22,20160722.0,买入,增持,调高,评级变动方向
2548,兴业证券,陈娇,2016-03-21,20170321.0,买入,,调高,评级变动方向
2557,申万宏源,吕昌,2016-04-27,20161027.0,买入,,调高,评级变动方向
2562,国信证券,苏淼,2016-03-15,20160915.0,买入,,调高,评级变动方向
2565,东北证券,笪佳敏,2016-10-26,20170426.0,买入,增持,调高,评级变动方向
2580,光大证券,刘晓波,2016-11-22,20171122.0,买入,增持,调高,评级变动方向
2582,国海证券,余春生,2016-02-15,20160815.0,买入,,调高,评级变动方向
2586,长江证券,范超,2016-01-26,20170126.0,买入,,调高,评级变动方向
2586,中泰证券,杨涛,2016-11-17,20171117.0,买入,增持,调高,评级变动方向
2587,东吴证券,张良卫,2016-08-09,20170209.0,买入,,调高,评级变动方向
2588,长江证券,马太,2016-12-13,20171213.0,买入,,调高,评级变动方向
2590,长江证券,徐春,2016-02-28,20170228.0,买入,,调高,评级变动方向
2590,国元证券,施雪清,2016-04-08,20161008.0,买入,,调高,评级变动方向
2615,光大证券,姜浩,2016-07-03,20170703.0,买入,,调高,评级变动方向
2615,海通证券,陈子仪,2016-10-21,20170421.0,买入,,调高,评级变动方向
2616,东北证券,龚斯闻,2016-08-31,20170228.0,买入,增持,调高,评级变动方向
2626,东北证券,陈鹏,2016-02-29,20160831.0,买入,增持,调高,评级变动方向
2626,财达证券,杜新强,2016-03-22,20160922.0,买入,,调高,评级变动方向
2630,信达证券,范海波,2016-03-30,20160930.0,买入,增持,调高,评级变动方向
2638,东北证券,许樱之,2016-10-28,20170428.0,买入,增持,调高,评级变动方向
2640,申万宏源,王立平,2016-02-15,20160815.0,买入,,调高,评级变动方向
2640,西南证券,熊莉,2016-09-02,20170302.0,买入,,调高,评级变动方向
2640,海通证券,于旭辉,2016-10-27,20170427.0,买入,,调高,评级变动方向
2643,海通证券,刘强,2016-01-04,20160704.0,买入,,调高,评级变动方向
2648,中信证券,黄莉莉,2016-10-20,20170420.0,买入,,调高,评级变动方向
2648,中信建投,王强,2016-11-28,20170528.0,买入,,调高,评级变动方向
2650,海通证券,闻宏伟,2016-01-12,20160712.0,买入,,调高,评级变动方向
2658,群益证券,华巍,2016-02-29,20160831.0,买入,中性,调高,评级变动方向
2658,海通证券,张一弛,2016-08-22,20170222.0,买入,,调高,评级变动方向
2661,中泰证券,胡彦超,2016-10-20,20171020.0,买入,增持,调高,评级变动方向
2668,中泰证券,李振亚,2016-02-22,20170222.0,买入,增持,调高,评级变动方向
2668,中泰证券,李振亚,2016-04-27,20170427.0,买入,增持,调高,评级变动方向
2669,海通证券,刘威,2016-08-10,20170210.0,买入,,调高,评级变动方向
2671,广发证券,邹戈,2016-04-08,20170408.0,买入,谨慎增持,调高,评级变动方向
2672,国金证券,苏宝亮,2016-08-01,20170801.0,买入,增持,调高,评级变动方向
2697,西南证券,熊莉,2016-04-18,20161018.0,买入,,调高,评级变动方向
2701,光大证券,姜浩,2016-06-26,20170626.0,买入,增持,调高,评级变动方向
2701,海通证券,曾知,2016-07-28,20170128.0,买入,,调高,评级变动方向
2705,华泰证券,张立聪,2016-10-25,20170425.0,买入,,调高,评级变动方向
2707,太平洋证券,程晓东,2016-05-13,20161113.0,买入,,调高,评级变动方向
2709,太平洋证券,张学,2016-08-24,20170224.0,买入,,调高,评级变动方向
2713,东北证券,王小勇,2016-05-26,20161126.0,买入,增持,调高,评级变动方向
2713,长江证券,周松,2016-10-23,20171023.0,买入,,调高,评级变动方向
2717,海通证券,金川,2016-08-23,20170223.0,买入,,调高,评级变动方向
2717,华泰证券,鲍荣富,2016-09-01,20170301.0,买入,,调高,评级变动方向
2718,广发证券,邹戈,2016-03-09,20170309.0,买入,谨慎增持,调高,评级变动方向
2718,兴业证券,李华丰,2016-06-14,20170614.0,买入,,调高,评级变动方向
2719,长江证券,刘颜,2016-07-20,20170720.0,买入,,调高,评级变动方向
