交易代码,机构名称,分析师名称,评级日期,评级有效期截止日,本次评级,前次评级,类型名称,分类
1,齐鲁证券,程娇翼,2011-07-04,20120704.0,买入,增持,调高,评级变动方向
2,申银万国,殷姿,2011-01-05,20110705.0,买入,,调高,评级变动方向
24,广发证券,赵强,2011-08-09,20120809.0,买入,持有,调高,评级变动方向
28,东方证券,李淑花,2011-06-28,20120628.0,买入,,调高,评级变动方向
59,中信证券,殷孝东,2011-05-16,20111116.0,买入,,调高,评级变动方向
63,海通证券,陈美风,2011-08-30,20120229.0,买入,,调高,评级变动方向
89,广发证券,董丁,2011-04-19,20120419.0,买入,持有,调高,评级变动方向
338,光大证券,于特,2011-01-23,20110723.0,买入,增持,调高,评级变动方向
338,民族证券,方炬,2011-06-01,20111201.0,买入,,调高,评级变动方向
400,中银国际,韩玲,2011-01-25,20110725.0,买入,持有,调高,评级变动方向
400,世纪证券,颜彪,2011-05-18,20120518.0,买入,,调高,评级变动方向
400,民族证券,符彩霞,2011-08-11,20120211.0,买入,,调高,评级变动方向
402,海通证券,涂力磊,2011-04-08,20111008.0,买入,,调高,评级变动方向
417,中信证券,赵雪芹,2011-04-20,20111020.0,买入,,调高,评级变动方向
417,海通证券,路颖,2011-12-26,20120626.0,买入,增持,调高,评级变动方向
418,西南证券,李辉,2011-03-16,20110916.0,买入,,调高,评级变动方向
420,太平洋证券,姚鑫,2011-04-27,20111027.0,买入,,调高,评级变动方向
422,华泰证券,熊杰,2011-03-05,20110905.0,买入,,调高,评级变动方向
422,群益证券,徐莹,2011-06-01,20111201.0,买入,中性,调高,评级变动方向
422,北京高华证券,金俊,2011-10-24,20121024.0,买入,中性,调高,评级变动方向
430,山西证券,加丽果,2011-08-18,20120218.0,买入,,调高,评级变动方向
488,齐鲁证券,朱嘉,2011-02-24,20120224.0,买入,,调高,评级变动方向
488,华泰联合,周焕,2011-03-31,20110930.0,买入,,调高,评级变动方向
501,华泰联合,耿邦昊,2011-10-25,20120425.0,买入,,调高,评级变动方向
516,光大证券,唐佳睿,2011-07-28,20120728.0,买入,增持,调高,评级变动方向
516,海通证券,路颖,2011-10-10,20120410.0,买入,增持,调高,评级变动方向
527,安信证券,赵志成,2011-02-10,20110810.0,买入,增持,调高,评级变动方向
539,海通证券,陆凤鸣,2011-11-23,20120523.0,买入,,调高,评级变动方向
550,瑞银证券,陈国喜,2011-06-27,20120627.0,买入,中性,调高,评级变动方向
566,华泰联合,周焕,2011-02-24,20110824.0,买入,,调高,评级变动方向
568,瑞银证券,赵琳,2011-03-07,20120307.0,买入,中性,调高,评级变动方向
568,安信证券,李铁,2011-06-28,20111228.0,买入,增持,调高,评级变动方向
568,山西证券,罗胤,2011-08-19,20120219.0,买入,,调高,评级变动方向
581,瑞银证券,陈国喜,2011-06-24,20120624.0,买入,中性,调高,评级变动方向
596,山西证券,罗胤,2011-03-28,20110928.0,买入,,调高,评级变动方向
596,申银万国,童驯,2011-06-29,20111229.0,买入,,调高,评级变动方向
596,安信证券,李铁,2011-08-19,20120219.0,买入,增持,调高,评级变动方向
609,中信建投,陈莹,2011-04-15,20111015.0,买入,,调高,评级变动方向
612,瑞银证券,林浩祥,2011-06-02,20120602.0,买入,中性,调高,评级变动方向
629,中信建投,王喆,2011-02-16,20110816.0,买入,,调高,评级变动方向
629,群益证券,李晓璐,2011-03-07,20110907.0,买入,中性,调高,评级变动方向
630,宏源证券,闵丹,2011-06-21,20111221.0,买入,,调高,评级变动方向
650,申银万国,罗鶄,2011-04-29,20111029.0,买入,,调高,评级变动方向
651,安信证券,赵志成,2011-06-20,20111220.0,买入,增持,调高,评级变动方向
680,安信证券,张仲杰,2011-03-01,20110901.0,买入,增持,调高,评级变动方向
709,宏源证券,赵丽明,2011-11-11,20120511.0,买入,,调高,评级变动方向
713,光大证券,李婕,2011-12-18,20121218.0,买入,增持,调高,评级变动方向
715,光大证券,唐佳睿,2011-10-23,20121023.0,买入,增持,调高,评级变动方向
718,广发证券,徐军平,2011-08-31,20120831.0,买入,持有,调高,评级变动方向
718,中银国际,周路,2011-10-31,20120430.0,买入,持有,调高,评级变动方向
721,宏源证券,陈炫如,2011-05-24,20111124.0,买入,,调高,评级变动方向
721,中信建投,沈周翔,2011-11-29,20120529.0,买入,,调高,评级变动方向
726,申银万国,王立平,2011-03-07,20110907.0,买入,,调高,评级变动方向
726,东方证券,施红梅,2011-04-20,20120420.0,买入,,调高,评级变动方向
726,宏源证券,郦彬,2011-11-17,20120517.0,买入,,调高,评级变动方向
