交易代码,机构名称,分析师名称,评级日期,评级有效期截止日,本次评级,前次评级,类型名称,分类
1,安信证券,许敏敏,2013-08-24,20140224.0,买入,,调高,评级变动方向
12,瑞银证券,密叶舟,2013-01-28,20140128.0,买入,中性,调高,评级变动方向
12,广发证券,邹戈,2013-07-24,20140724.0,买入,谨慎增持,调高,评级变动方向
12,瑞银证券,刘强,2013-10-24,20141024.0,买入,中性,调高,评级变动方向
39,广发证券,罗立波,2013-08-11,20140811.0,买入,谨慎增持,调高,评级变动方向
50,财通证券,赵锴,2013-12-16,20140616.0,买入,,调高,评级变动方向
63,瑞银证券,毛平,2013-01-31,20140131.0,买入,中性,调高,评级变动方向
63,安信证券,王学恒,2013-03-11,20130911.0,买入,,调高,评级变动方向
63,海通证券,陈美风,2013-05-02,20131102.0,买入,,调高,评级变动方向
63,华泰证券,孔晓明,2013-07-22,20140122.0,买入,,调高,评级变动方向
69,申银万国,韩思怡,2013-12-11,20140611.0,买入,,调高,评级变动方向
89,瑞银证券,陈欣,2013-10-24,20141024.0,买入,中性,调高,评级变动方向
100,国金证券,王晓莹,2013-05-02,20140502.0,买入,增持,调高,评级变动方向
100,华泰证券,张洪道,2013-06-18,20131218.0,买入,,调高,评级变动方向
157,瑞银证券,付伟琦,2013-01-29,20140129.0,买入,中性,调高,评级变动方向
157,群益证券,韩伟琪,2013-09-11,20140311.0,买入,中性,调高,评级变动方向
338,群益证券,韩伟琪,2013-02-21,20130821.0,买入,中性,调高,评级变动方向
338,中信证券,许英博,2013-05-16,20131116.0,买入,,调高,评级变动方向
338,兴业证券,李纲领,2013-06-05,20140605.0,买入,,调高,评级变动方向
400,海通证券,牛品,2013-10-30,20140430.0,买入,,调高,评级变动方向
401,东方证券,鲍雁辛,2013-01-09,20140109.0,买入,,调高,评级变动方向
401,华泰证券,周焕,2013-10-16,20140416.0,买入,,调高,评级变动方向
402,山西证券,平海庆,2013-08-16,20140216.0,买入,,调高,评级变动方向
417,群益证券,张露,2013-10-23,20140423.0,买入,中性,调高,评级变动方向
426,广发证券,巨国贤,2013-07-08,20140708.0,买入,谨慎增持,调高,评级变动方向
428,中信建投,沈周翔,2013-04-01,20131001.0,买入,,调高,评级变动方向
488,群益证券,张露,2013-07-11,20140111.0,买入,中性,调高,评级变动方向
501,安信证券,张静,2013-05-02,20131102.0,买入,,调高,评级变动方向
501,海通证券,潘鹤,2013-10-28,20140428.0,买入,,调高,评级变动方向
501,广发证券,欧亚菲,2013-11-05,20141105.0,买入,谨慎增持,调高,评级变动方向
516,光大证券,唐佳睿,2013-07-28,20140728.0,买入,增持,调高,评级变动方向
521,国金证券,黄挺,2013-09-29,20140929.0,买入,增持,调高,评级变动方向
528,瑞银证券,付伟琦,2013-05-06,20140506.0,买入,中性,调高,评级变动方向
530,华泰证券,徐才华,2013-12-10,20140610.0,买入,,调高,评级变动方向
538,兴业证券,邓晓倩,2013-03-19,20140319.0,买入,,调高,评级变动方向
550,兴业证券,李纲领,2013-10-28,20141028.0,买入,,调高,评级变动方向
581,群益证券,韩伟琪,2013-03-28,20130928.0,买入,中性,调高,评级变动方向
581,广发证券,张乐,2013-04-01,20140401.0,买入,持有,调高,评级变动方向
581,山西证券,刘小勇,2013-08-27,20140227.0,买入,,调高,评级变动方向
581,海通证券,赵晨曦,2013-10-24,20140424.0,买入,,调高,评级变动方向
596,安信证券,徐昊,2013-01-28,20130728.0,买入,,调高,评级变动方向
625,申银万国,李晓光,2013-01-28,20130728.0,买入,,调高,评级变动方向
625,瑞银证券,邹天龙,2013-03-05,20140305.0,买入,中性,调高,评级变动方向
625,中信证券,许英博,2013-04-10,20131010.0,买入,,调高,评级变动方向
625,信达证券,邢海芝,2013-08-30,20140228.0,买入,增持,调高,评级变动方向
656,浙商证券,戴方,2013-04-26,20131026.0,买入,增持,调高,评级变动方向
656,瑞银证券,李宗彬,2013-12-16,20141216.0,买入,中性,调高,评级变动方向
708,中山证券,余宝山,2013-10-24,20140124.0,买入,,调高,评级变动方向
726,群益证券,刘荟,2013-03-29,20130929.0,买入,中性,调高,评级变动方向
726,东方证券,施红梅,2013-04-01,20140401.0,买入,,调高,评级变动方向
726,申银万国,王立平,2013-12-03,20140603.0,买入,,调高,评级变动方向
731,光大证券,孙琦祥,2013-03-24,20140324.0,买入,,调高,评级变动方向
731,中信建投,胡彧,2013-04-22,20131022.0,买入,,调高,评级变动方向
731,西南证券,商艾华,2013-12-31,20140630.0,买入,,调高,评级变动方向
761,齐鲁证券,笃慧,2013-02-04,20140204.0,买入,增持,调高,评级变动方向
786,华泰证券,周焕,2013-03-14,20130914.0,买入,,调高,评级变动方向
789,中信建投,田东红,2013-05-14,20131114.0,买入,,调高,评级变动方向
789,山西证券,赵红,2013-07-09,20140109.0,买入,,调高,评级变动方向
800,瑞银证券,邹天龙,2013-04-12,20140412.0,买入,中性,调高,评级变动方向
800,华泰证券,姚宏光,2013-05-05,20131105.0,买入,,调高,评级变动方向
800,国金证券,吴文钊,2013-07-14,20140714.0,买入,,调高,评级变动方向
811,华泰证券,徐才华,2013-12-16,20140616.0,买入,,调高,评级变动方向
848,申银万国,童驯,2013-04-10,20131010.0,买入,,调高,评级变动方向
848,国海证券,余春生,2013-11-20,20140520.0,买入,,调高,评级变动方向
860,中信建投,黄付生,2013-02-25,20130825.0,买入,,调高,评级变动方向
860,兴业证券,黄茂,2013-11-20,20141120.0,买入,,调高,评级变动方向
876,兴业证券,蒋小东,2013-11-28,20141128.0,买入,,调高,评级变动方向
876,海通证券,丁频,2013-12-11,20140611.0,买入,,调高,评级变动方向
880,安信证券,王书伟,2013-09-02,20140302.0,买入,,调高,评级变动方向
887,光大证券,奉玮,2013-02-20,20140220.0,买入,增持,调高,评级变动方向
887,光大证券,奉玮,2013-05-29,20140529.0,买入,增持,调高,评级变动方向
888,东方证券,杨春燕,2013-03-07,20140307.0,买入,,调高,评级变动方向
888,北京高华证券,刘智景,2013-09-17,20140917.0,买入,中性,调高,评级变动方向
888,国金证券,苏超,2013-12-18,20141218.0,买入,增持,调高,评级变动方向
895,国金证券,赵晓媛,2013-10-20,20141020.0,买入,增持,调高,评级变动方向
917,国金证券,张燕,2013-10-27,20141027.0,买入,增持,调高,评级变动方向
937,齐鲁证券,刘昭亮,2013-01-25,20140125.0,买入,增持,调高,评级变动方向
937,瑞银证券,孙旭,2013-09-18,20140918.0,买入,中性,调高,评级变动方向
949,浙商证券,范飞,2013-10-15,20140415.0,买入,增持,调高,评级变动方向
951,光大证券,奉玮,2013-10-11,20141011.0,买入,增持,调高,评级变动方向
960,申银万国,周小波,2013-02-05,20130805.0,买入,增持,调高,评级变动方向
963,兴业证券,项军,2013-04-21,20140421.0,买入,,调高,评级变动方向
968,齐鲁证券,刘昭亮,2013-03-20,20140320.0,买入,增持,调高,评级变动方向
970,申银万国,叶培培,2013-05-15,20131115.0,买入,,调高,评级变动方向
970,申银万国,叶培培,2013-11-04,20140504.0,买入,,调高,评级变动方向
977,中信建投,吕江峰,2013-11-13,20140513.0,买入,,调高,评级变动方向
998,瑞银证券,王鹏,2013-10-16,20141016.0,买入,中性,调高,评级变动方向
999,兴业证券,邓晓倩,2013-03-28,20140328.0,买入,,调高,评级变动方向
2013,中信建投,原瑞政,2013-12-09,20140609.0,买入,,调高,评级变动方向
2022,国金证券,李敬雷,2013-01-31,20140131.0,买入,中性,调高,评级变动方向
2022,海通证券,刘宇,2013-02-28,20130831.0,买入,,调高,评级变动方向
2022,光大证券,李婕,2013-05-07,20140507.0,买入,增持,调高,评级变动方向
2022,瑞银证券,季序我,2013-06-04,20140604.0,买入,中性,调高,评级变动方向
2024,瑞银证券,彭子姮,2013-08-05,20140805.0,买入,中性,调高,评级变动方向
2028,山西证券,梁玉梅,2013-07-12,20140112.0,买入,,调高,评级变动方向
2032,国金证券,王晓莹,2013-04-25,20140425.0,买入,增持,调高,评级变动方向
2035,海通证券,陈子仪,2013-03-19,20130919.0,买入,,调高,评级变动方向
2035,中航证券,成燕,2013-05-27,20131127.0,买入,,调高,评级变动方向
2037,中银国际,倪晓曼,2013-01-14,20130714.0,买入,持有,调高,评级变动方向
2038,中信建投,张明芳,2013-06-24,20131224.0,买入,,调高,评级变动方向
2041,中信证券,施亮,2013-04-25,20131025.0,买入,,调高,评级变动方向
2041,齐鲁证券,谢刚,2013-05-27,20140527.0,买入,增持,调高,评级变动方向
2041,兴业证券,蒋小东,2013-11-28,20141128.0,买入,,调高,评级变动方向
2045,宏源证券,沈建锋,2013-03-14,20130914.0,买入,,调高,评级变动方向
2048,光大证券,奉玮,2013-04-24,20140424.0,买入,增持,调高,评级变动方向
2055,海通证券,赵晓光,2013-07-04,20140104.0,买入,,调高,评级变动方向
2055,华泰证券,周毅,2013-08-22,20140222.0,买入,,调高,评级变动方向
2065,兴业证券,张英娟,2013-04-09,20140409.0,买入,,调高,评级变动方向
2069,齐鲁证券,谢刚,2013-10-22,20141022.0,买入,增持,调高,评级变动方向
2073,安信证券,侯利,2013-02-18,20130818.0,买入,,调高,评级变动方向
2073,光大证券,浦俊懿,2013-04-21,20140421.0,买入,增持,调高,评级变动方向
2078,瑞银证券,胡昀昀,2013-02-21,20140221.0,买入,中性,调高,评级变动方向
2080,华泰证券,周焕,2013-07-30,20140130.0,买入,,调高,评级变动方向
2081,国金证券,贺国文,2013-07-28,20140728.0,买入,增持,调高,评级变动方向
