交易代码,机构名称,分析师名称,评级日期,评级有效期截止日,本次评级,前次评级,类型名称,分类
1,中信建投,魏涛,2010-09-03,20110303.0,买入,,调高,评级变动方向
1,申银万国,励雅敏,2010-10-28,20110428.0,买入,,调高,评级变动方向
2,德意志银行,Tony Tsang,2010-07-07,20110707.0,买入,持有,调高,评级变动方向
2,东方证券,杨国华,2010-10-24,20111024.0,买入,,调高,评级变动方向
12,广发证券,王飞,2010-03-30,20110330.0,买入,持有,调高,评级变动方向
16,东海证券,李军政,2010-03-08,20100908.0,买入,,调高,评级变动方向
21,东方证券,陈刚,2010-06-22,20110622.0,买入,,调高,评级变动方向
24,海通证券,帅虎,2010-05-18,20101118.0,买入,,调高,评级变动方向
24,中银国际,田世欣,2010-07-27,20110127.0,买入,持有,调高,评级变动方向
27,华泰证券,程鹏,2010-11-16,20110516.0,买入,,调高,评级变动方向
39,安信证券,张仲杰,2010-02-01,20100801.0,买入,增持,调高,评级变动方向
39,光大证券,恽敏,2010-08-23,20110223.0,买入,,调高,评级变动方向
50,海通证券,邱春城,2010-09-09,20110309.0,买入,,调高,评级变动方向
60,光大证券,汪前明,2010-10-10,20110410.0,买入,,调高,评级变动方向
89,中银国际,杜建平,2010-04-27,20101027.0,买入,持有,调高,评级变动方向
401,金元证券,王昕,2010-03-29,20100929.0,买入,,调高,评级变动方向
410,光大证券,恽敏,2010-04-09,20101009.0,买入,,调高,评级变动方向
411,湘财证券,叶侃,2010-09-17,20110917.0,买入,,调高,评级变动方向
417,光大证券,唐佳睿,2010-12-21,20110621.0,买入,增持,调高,评级变动方向
418,中原证券,胡铸强,2010-06-02,20101202.0,买入,,调高,评级变动方向
418,信达证券,张冬峰,2010-08-27,20110227.0,买入,,调高,评级变动方向
418,海通证券,陈子仪,2010-11-12,20110512.0,买入,,调高,评级变动方向
423,北京高华证券,杜玮,2010-03-23,20110323.0,买入,,调高,评级变动方向
428,广发证券,王鼎,2010-03-02,20110302.0,买入,持有,调高,评级变动方向
522,广发证券,葛峥,2010-08-13,20110813.0,买入,持有,调高,评级变动方向
525,海通证券,刘金,2010-04-09,20101009.0,买入,,调高,评级变动方向
527,东海证券,李军政,2010-07-06,20110106.0,买入,,调高,评级变动方向
527,中原证券,胡铸强,2010-08-30,20110228.0,买入,,调高,评级变动方向
527,光大证券,赵磊,2010-10-26,20110426.0,买入,,调高,评级变动方向
530,海通证券,龙华,2010-08-10,20110210.0,买入,,调高,评级变动方向
537,中信建投,张朝晖,2010-04-20,20101020.0,买入,,调高,评级变动方向
539,光大证券,崔玉芹,2010-07-29,20110129.0,买入,,调高,评级变动方向
541,安信证券,刘军,2010-03-22,20100922.0,买入,增持,调高,评级变动方向
559,东海证券,吴文钊,2010-03-29,20100929.0,买入,,调高,评级变动方向
564,中信证券,赵雪芹,2010-01-06,20100706.0,买入,增持,调高,评级变动方向
581,中信证券,李春波,2010-08-11,20110211.0,买入,,调高,评级变动方向
590,东海证券,屈昳,2010-12-30,20110630.0,买入,,调高,评级变动方向
598,中信证券,杨治山,2010-12-15,20110615.0,买入,,调高,评级变动方向
601,华泰联合,王爽,2010-07-12,20110112.0,买入,,调高,评级变动方向
617,中银国际,罗丹,2010-10-25,20110425.0,买入,持有,调高,评级变动方向
629,中信证券,周希增,2010-12-16,20110616.0,买入,,调高,评级变动方向
630,宏源证券,闵丹,2010-04-28,20101028.0,买入,,调高,评级变动方向
