交易代码,实际净利润公告日期,实际净利润报告期,报表类型,净利润,平均预测净利润
1,2010-03-12,20091231,合并报表,5030729000.0,4801801444.444445
12,2010-03-30,20091231,合并报表,831944393.0,800636666.6666666
39,2010-03-23,20091231,合并报表,958967000.0,849500000.0
62,2010-03-12,20091231,合并报表,200530133.48,169000000.0
66,2010-04-24,20091231,合并报表,443064901.85,301500000.0
88,2010-04-28,20091231,合并报表,460207974.45,444733333.3333333
89,2010-03-05,20091231,合并报表,575077588.09,565577500.0
100,2010-03-11,20091231,合并报表,470069750.0,299006666.6666667
157,2010-04-30,20091231,合并报表,2446404303.36,2237943014.285714
401,2010-03-27,20091231,合并报表,983867929.09,938750000.0
417,2010-03-10,20091231,合并报表,200812057.17,193930000.0
419,2010-04-06,20091231,合并报表,56825302.77,54980000.0
423,2010-04-23,20091231,合并报表,392123976.9,389623333.3333333
425,2010-02-09,20091231,合并报表,1741265329.71,1709911666.6666667
428,2010-02-04,20091231,合并报表,141645793.59,119000000.0
488,2010-04-13,20091231,合并报表,835947981.16,798076666.6666666
521,2010-03-16,20091231,合并报表,301198313.2,250000000.0
528,2010-03-26,20091231,合并报表,865694309.44,703500000.0
538,2010-04-24,20091231,合并报表,603719565.8,601740000.0
541,2010-04-29,20091231,合并报表,212179203.83,209300000.0
550,2010-03-06,20091231,合并报表,1056132236.0,1054000000.0
568,2010-04-16,20091231,合并报表,1673339089.69,1638587444.4444444
581,2010-04-22,20091231,合并报表,448224754.55,369993070.3333333
582,2010-04-10,20091231,合并报表,44606768.22,40000000.0
596,2010-04-02,20091231,合并报表,140089179.69,80000000.0
608,2010-02-11,20091231,合并报表,267090000.0,251000000.0
616,2010-04-26,20091231,合并报表,420152073.16,326389600.0
623,2010-04-28,20091231,合并报表,1366488981.12,1334000000.0
650,2010-03-31,20091231,合并报表,165493385.65,156350000.0
651,2010-04-27,20091231,合并报表,2913450350.15,2685238399.2
655,2010-03-16,20091231,合并报表,217007577.67,210305500.0
661,2010-03-13,20091231,合并报表,73154664.23,67900000.0
677,2010-04-26,20091231,合并报表,100425651.58,40336666.666666664
685,2010-04-28,20091231,合并报表,817097854.98,740000000.0
686,2010-03-24,20091231,合并报表,912875912.84,896055000.0
708,2010-03-09,20091231,合并报表,332790958.0,273500000.0
709,2010-04-26,20091231,合并报表,944201887.26,760333333.3333334
712,2010-04-08,20091231,合并报表,200027369.34,165000000.0
715,2010-02-10,20091231,合并报表,91763970.79,81800000.0
726,2010-03-19,20091231,合并报表,570218343.41,557784000.0
727,2010-03-27,20091231,合并报表,4394117.92,-14900000.0
728,2010-03-09,20091231,合并报表,1037200135.2,943165000.0
755,2010-03-30,20091231,合并报表,10641820.55,-64105000.0
756,2010-04-12,20091231,合并报表,102244346.19,76500000.0
758,2010-03-30,20091231,合并报表,89407543.53,79487500.0
759,2010-03-25,20091231,合并报表,213297607.56,211477500.0
768,2010-03-31,20091231,合并报表,315654483.52,251600000.0
783,2010-04-03,20091231,合并报表,1372001538.58,1248964163.75
792,2010-02-05,20091231,合并报表,1229746627.62,1201806166.6666667
793,2010-03-11,20091231,合并报表,164188620.1,138000000.0
800,2010-03-19,20091231,合并报表,1629031181.77,1308725000.0
807,2010-03-11,20091231,合并报表,46362229.63,23680000.0
825,2010-04-21,20091231,合并报表,905753793.22,428183333.3333333
829,2010-04-06,20091231,合并报表,284632618.96,217000000.0
837,2010-03-25,20091231,合并报表,92553160.26,91649257.14285715
848,2010-04-24,20091231,合并报表,138692028.93,116109742.33333333
858,2010-03-19,20091231,合并报表,3244752511.45,3015999071.428571
869,2010-04-16,20091231,合并报表,1127328843.0,1085232500.0
876,2010-04-28,20091231,合并报表,408609001.4,322000000.0
877,2010-04-23,20091231,合并报表,351034861.73,325000000.0
878,2010-04-09,20091231,合并报表,373140099.63,276470000.0
880,2010-04-27,20091231,合并报表,178865932.73,156500000.0
