交易代码,实际净利润公告日期,实际净利润报告期,报表类型,净利润,平均预测净利润
12,2014-03-25,20131231,合并报表,1535929739.0,1113000000.0
27,2014-03-28,20131231,合并报表,1452986892.64,1302000000.0
39,2014-03-26,20131231,合并报表,2180321000.0,1505200000.0
42,2014-03-28,20131231,合并报表,405502224.15,349000000.0
49,2014-02-25,20131231,合并报表,206026024.91,192100000.0
50,2014-03-05,20131231,合并报表,143545226.0,130470000.0
60,2014-03-27,20131231,合并报表,413122430.54,297000000.0
61,2014-04-30,20131231,合并报表,111288271.34,76193333.33333333
90,2014-03-29,20131231,合并报表,378434883.51,296000000.0
99,2014-04-10,20131231,合并报表,192189729.9,164000000.0
100,2014-02-25,20131231,合并报表,2109067000.0,2090000000.0
401,2014-04-15,20131231,合并报表,344449964.07,209500000.0
402,2014-03-20,20131231,合并报表,2891517256.52,2564000000.0
413,2014-04-29,20131231,合并报表,369297308.74,308624000.0
501,2014-04-21,20131231,合并报表,465118314.34,459211666.6666667
521,2014-03-28,20131231,合并报表,274068195.6,247500000.0
529,2014-03-29,20131231,合并报表,80468839.31,74700000.0
530,2014-04-24,20131231,合并报表,153006057.13,128000000.0
536,2014-04-26,20131231,合并报表,382751144.99,344410000.0
538,2014-03-28,20131231,合并报表,2321453787.17,2001550000.0
540,2014-04-22,20131231,合并报表,1081252796.25,1037300000.0
550,2014-03-15,20131231,合并报表,1698232352.0,1695606000.0
592,2014-04-30,20131231,合并报表,43478579.76,24000000.0
612,2014-03-19,20131231,合并报表,260122706.02,248500000.0
625,2014-04-17,20131231,合并报表,3505640520.04,3386830000.0
639,2014-04-15,20131231,合并报表,180948638.6,179000000.0
651,2014-04-25,20131231,合并报表,10870672842.47,10081840000.0
725,2014-04-22,20131231,合并报表,2353365694.0,1956560000.0
726,2014-03-27,20131231,合并报表,999256730.65,956182500.0
732,2014-04-18,20131231,合并报表,728358392.64,715000000.0
759,2014-04-09,20131231,合并报表,170814589.45,147750000.0
768,2014-04-01,20131231,合并报表,350885926.78,313405000.0
778,2014-04-08,20131231,合并报表,1031297789.92,759750000.0
786,2014-03-20,20131231,合并报表,905509806.1,858600000.0
789,2014-03-31,20131231,合并报表,438394096.23,430000000.0
790,2014-03-28,20131231,合并报表,50062294.67,47120000.0
811,2014-03-28,20131231,合并报表,253461646.38,181000000.0
835,2014-04-25,20131231,合并报表,5901055.3,2360000.0
848,2014-03-12,20131231,合并报表,333940081.73,320000000.0
876,2014-04-18,20131231,合并报表,1898506488.91,1883600000.0
893,2014-03-29,20131231,合并报表,145544532.53,123000000.0
906,2014-04-12,20131231,合并报表,70011186.66,65000000.0
911,2014-03-14,20131231,合并报表,49371242.93,1000000.0
916,2014-04-08,20131231,合并报表,269622964.94,235000000.0
932,2014-03-01,20131231,合并报表,105780481.98,20350000.0
950,2014-03-11,20131231,合并报表,7277834.11,5000000.0
977,2014-03-29,20131231,合并报表,144618647.93,144013333.33333334
2007,2014-03-26,20131231,合并报表,475337495.05,456333333.3333333
2014,2014-01-28,20131231,合并报表,176269220.53,173000000.0
2023,2014-03-11,20131231,合并报表,127070126.6,115000000.0
2048,2014-04-25,20131231,合并报表,343182230.42,316000000.0
2084,2014-03-28,20131231,合并报表,40351050.47,37000000.0
2090,2014-03-25,20131231,合并报表,59072352.76,59000000.0
2093,2014-04-26,20131231,合并报表,108444312.29,95000000.0
2100,2014-04-19,20131231,合并报表,169797437.94,158566000.0
2104,2014-04-25,20131231,合并报表,200785158.12,190423333.33333334
2124,2014-03-18,20131231,合并报表,116809390.38,65390000.0
2126,2014-04-09,20131231,合并报表,96451275.72,93500000.0
2146,2014-03-18,20131231,合并报表,2906363563.11,2837725000.0
2152,2014-03-29,20131231,合并报表,705076417.95,701000000.0
2153,2014-04-16,20131231,合并报表,359633268.51,343000000.0
2158,2014-03-29,20131231,合并报表,149208317.82,139000000.0
2159,2014-03-14,20131231,合并报表,31231467.03,23303333.333333332
2179,2014-03-26,20131231,合并报表,244444708.02,229000000.0
2181,2014-03-28,20131231,合并报表,308006194.43,293730000.0
2215,2014-04-18,20131231,合并报表,180016617.16,176722500.0
2235,2014-04-10,20131231,合并报表,9601098.15,8100000.0
2247,2014-02-28,20131231,合并报表,81065872.4,78950000.0
2250,2014-04-25,20131231,合并报表,449559079.3,444333333.3333333
2267,2014-04-25,20131231,合并报表,337729389.5,295000000.0
2271,2014-03-18,20131231,合并报表,363706631.32,327693333.3333333
2302,2014-04-12,20131231,合并报表,407101065.57,395690000.0
2312,2014-02-28,20131231,合并报表,86570321.11,83000000.0
2327,2014-04-01,20131231,合并报表,314945471.52,313986666.6666667
2334,2014-03-28,20131231,合并报表,123483875.06,122500000.0
2367,2014-02-28,20131231,合并报表,277770320.03,253760000.0
2368,2014-03-28,20131231,合并报表,176809800.66,151000000.0
2372,2014-04-16,20131231,合并报表,315672988.12,300150000.0
2383,2014-04-19,20131231,合并报表,9801315.11,9000000.0
2394,2014-04-22,20131231,合并报表,280478470.54,272940000.0
2397,2014-04-18,20131231,合并报表,98684316.15,85745000.0
2400,2014-03-25,20131231,合并报表,287557413.42,285040000.0
2410,2014-03-27,20131231,合并报表,488354757.65,485250000.0
2412,2014-04-16,20131231,合并报表,110832646.34,106016666.66666667
2415,2014-04-22,20131231,合并报表,3066648532.9,3031826666.6666665
2423,2014-03-20,20131231,合并报表,2315151.59,-44800000.0
2424,2014-03-13,20131231,合并报表,269604476.33,259140000.0
2426,2014-03-18,20131231,合并报表,115513211.29,107000000.0
2429,2014-04-15,20131231,合并报表,635885520.22,609906250.0
2439,2014-03-31,20131231,合并报表,122395519.07,114000000.0
2444,2014-04-11,20131231,合并报表,427608984.37,415135000.0
2454,2014-04-24,20131231,合并报表,239518409.99,179000000.0
2462,2014-03-28,20131231,合并报表,130168774.06,97706666.66666667
2475,2014-03-04,20131231,合并报表,339775798.82,326056666.6666667
2486,2014-02-15,20131231,合并报表,98618288.37,92000000.0
2496,2014-03-20,20131231,合并报表,163139561.19,159346666.66666666
2500,2014-04-22,20131231,合并报表,258580938.0,247000000.0
2501,2014-02-28,20131231,合并报表,289953597.38,288000000.0
2508,2014-04-10,20131231,合并报表,385632347.97,376000000.0
2524,2014-04-22,20131231,合并报表,1549703.99,-9000000.0
2549,2014-04-25,20131231,合并报表,58823762.58,49000000.0
2572,2014-03-28,20131231,合并报表,244852889.41,231800000.0
2583,2014-04-03,20131231,合并报表,135071189.78,110333333.33333333
2584,2014-03-07,20131231,合并报表,48607493.77,45315000.0
2588,2014-03-25,20131231,合并报表,397177797.0,392700000.0
2631,2014-03-27,20131231,合并报表,91935174.45,91580000.0
2637,2014-03-27,20131231,合并报表,56854763.01,51326000.0
2648,2014-03-18,20131231,合并报表,500135991.95,446996000.0
2658,2014-02-26,20131231,合并报表,134146672.61,128500000.0
2669,2014-04-01,20131231,合并报表,40236259.62,39330000.0
2695,2014-04-26,20131231,合并报表,121602350.65,118750000.0
2701,2014-03-29,20131231,合并报表,613523472.0,612500000.0
2709,2014-04-18,20131231,合并报表,81325752.81,77000000.0
2717,2014-02-10,20131231,合并报表,96630043.11,92550000.0
300005,2014-04-15,20131231,合并报表,248803837.35,237617142.85714287
300011,2014-02-28,20131231,合并报表,56943987.22,56856666.666666664
300017,2014-03-15,20131231,合并报表,237111969.69,205988333.33333334
300018,2014-03-29,20131231,合并报表,38636193.62,38000000.0
300027,2014-03-27,20131231,合并报表,665402266.79,662625000.0
300030,2014-03-19,20131231,合并报表,46119863.92,45000000.0
300034,2014-03-31,20131231,合并报表,86656683.6,85690000.0
300036,2014-04-08,20131231,合并报表,54765607.83,51000000.0
300037,2014-03-25,20131231,合并报表,125471111.19,121000000.0
300041,2014-03-26,20131231,合并报表,88909171.05,85740000.0
300063,2014-04-23,20131231,合并报表,14404061.24,12000000.0
300065,2014-04-18,20131231,合并报表,11887162.88,2000000.0
300080,2014-04-23,20131231,合并报表,75691763.98,62000000.0
300084,2014-03-08,20131231,合并报表,22503569.31,22205000.0
300095,2014-03-12,20131231,合并报表,66110551.9,30000000.0
300114,2014-03-26,20131231,合并报表,78609810.7,50000000.0
300124,2014-03-13,20131231,合并报表,560228708.04,536000000.0
300126,2014-03-20,20131231,合并报表,58460775.24,58280000.0
300144,2014-02-26,20131231,合并报表,308423861.72,293266666.6666667
300147,2014-03-29,20131231,合并报表,158242572.91,156340000.0
300149,2014-04-17,20131231,合并报表,39731771.11,39300000.0
300150,2014-04-11,20131231,合并报表,64529021.01,45000000.0
300166,2014-04-25,20131231,合并报表,90236363.71,89000000.0
300172,2014-03-11,20131231,合并报表,69070656.73,65000000.0
300179,2014-03-29,20131231,合并报表,32902854.1,31000000.0
300181,2014-01-21,20131231,合并报表,80997527.73,79000000.0
300182,2014-04-18,20131231,合并报表,200856261.15,189333333.33333334
300192,2014-04-24,20131231,合并报表,38424108.63,36820000.0
300199,2014-03-20,20131231,合并报表,129930721.0,103000000.0
300202,2014-04-02,20131231,合并报表,271985883.04,227480000.0
300209,2014-04-01,20131231,合并报表,6875070.21,6000000.0
300228,2014-01-30,20131231,合并报表,233752404.08,232175000.0
300236,2014-04-22,20131231,合并报表,44164193.64,41000000.0
300245,2014-04-11,20131231,合并报表,60842729.05,58000000.0
300257,2014-04-09,20131231,合并报表,350634315.84,342500000.0
300267,2014-01-28,20131231,合并报表,192929449.63,177697500.0
300272,2014-03-29,20131231,合并报表,56974116.85,55385000.0
300274,2014-03-20,20131231,合并报表,181031995.32,168701000.0
300275,2014-03-25,20131231,合并报表,101612878.39,100020000.0
300284,2014-03-18,20131231,合并报表,185554067.81,181265000.0
300286,2014-01-29,20131231,合并报表,63712999.91,62125000.0
300305,2014-04-22,20131231,合并报表,58475387.87,58120000.0
600000,2014-03-20,20131231,合并报表,40922000000.0,39895000000.0
600015,2014-04-18,20131231,合并报表,15506000000.0,14789333333.333334
600021,2014-03-25,20131231,合并报表,1180627619.24,1180000000.0
600030,2014-03-28,20131231,合并报表,5243916979.11,5201611525.5
600033,2014-04-12,20131231,合并报表,543821436.31,519000000.0
600036,2014-03-29,20131231,合并报表,51743000000.0,51096200000.0
600038,2014-03-26,20131231,合并报表,247232896.22,220666666.66666666
600062,2014-03-12,20131231,合并报表,870690215.51,697000000.0
600066,2014-03-25,20131231,合并报表,1822575190.67,1745089166.6666667
600094,2014-03-08,20131231,合并报表,255450881.08,238000000.0
600096,2014-03-31,20131231,合并报表,592710502.05,10000000.0
600104,2014-03-28,20131231,合并报表,24803626272.23,23485850000.0
600138,2014-04-30,20131231,合并报表,320572682.76,301455555.5555556
600172,2014-04-03,20131231,合并报表,209549573.03,197000000.0
600176,2014-03-19,20131231,合并报表,319128114.98,254500000.0
600180,2014-03-26,20131231,合并报表,471165605.03,439233333.3333333
600183,2014-03-08,20131231,合并报表,557850257.24,494000000.0
600196,2014-03-25,20131231,合并报表,2027057736.35,1996500000.0
600222,2014-03-24,20131231,合并报表,36059502.4,25690000.0
600252,2014-03-12,20131231,合并报表,742515878.26,706490000.0
600258,2014-03-18,20131231,合并报表,117970148.44,116000000.0
600270,2014-03-26,20131231,合并报表,680832763.04,666140000.0
600305,2014-02-08,20131231,合并报表,39115491.7,38000000.0
600312,2014-03-29,20131231,合并报表,398603191.16,375000000.0
600323,2014-03-12,20131231,合并报表,233878127.82,228090000.0
600330,2014-03-22,20131231,合并报表,12140467.2,-5000000.0
600340,2014-04-17,20131231,合并报表,2714894781.44,2478840000.0
600350,2014-03-29,20131231,合并报表,2322147724.0,2067000000.0
600362,2014-03-26,20131231,合并报表,3565009194.0,3433666666.6666665
600366,2014-04-29,20131231,合并报表,350164601.72,269400000.0
600369,2014-03-05,20131231,合并报表,630328806.7,600565000.0
600373,2014-03-28,20131231,合并报表,637188233.86,611000000.0
600377,2014-03-24,20131231,合并报表,2707743147.0,2314000000.0
600406,2014-03-28,20131231,合并报表,1600321182.43,1472897777.7777777
600426,2014-03-28,20131231,合并报表,489522777.33,476435000.0
600428,2014-04-01,20131231,合并报表,32638806.59,11300000.0
600438,2014-04-15,20131231,合并报表,305870959.89,283000000.0
600446,2014-03-20,20131231,合并报表,109207964.59,96000000.0
600448,2014-04-22,20131231,合并报表,17003090.12,16000000.0
600459,2014-04-03,20131231,合并报表,79879958.85,65962000.0
600460,2014-03-18,20131231,合并报表,115267665.62,104773333.33333333
600463,2014-03-15,20131231,合并报表,75389550.85,68780000.0
600467,2014-04-23,20131231,合并报表,114949292.32,111930000.0
600479,2014-04-26,20131231,合并报表,123767862.22,121510000.0
600481,2014-02-24,20131231,合并报表,520497077.4,412000000.0
600486,2014-03-18,20131231,合并报表,377581961.62,310210000.0
600495,2014-04-23,20131231,合并报表,114384235.09,79000000.0
600496,2014-04-18,20131231,合并报表,237133029.58,223505000.0
600497,2014-04-17,20131231,合并报表,589423146.96,505000000.0
600517,2014-04-04,20131231,合并报表,283420493.13,264571428.57142857
600519,2014-03-25,20131231,合并报表,15136639784.35,14370325000.0
600523,2014-04-22,20131231,合并报表,131269176.01,110980000.0
600552,2014-03-10,20131231,合并报表,144816161.27,131370000.0
600557,2014-04-01,20131231,合并报表,297017573.33,294000000.0
600562,2014-04-23,20131231,合并报表,94544635.75,89000000.0
600563,2014-03-15,20131231,合并报表,286218371.03,272000000.0
600566,2014-04-26,20131231,合并报表,402723954.22,375530500.0
600570,2014-04-15,20131231,合并报表,323317900.98,310000000.0
600580,2014-04-22,20131231,合并报表,364031981.91,325115000.0
600583,2014-03-18,20131231,合并报表,2744236835.63,1827108571.4285715
600585,2014-03-25,20131231,合并报表,9380159306.0,9161375000.0
600588,2014-03-18,20131231,合并报表,547902307.0,519000000.0
600612,2014-04-25,20131231,合并报表,889854673.71,741000000.0
600617,2014-03-15,20131231,合并报表,307851858.94,305000000.0
600657,2014-03-19,20131231,合并报表,703899215.38,682000000.0
600660,2014-02-25,20131231,合并报表,1917548483.0,1810666666.6666667
600688,2014-03-28,20131231,合并报表,2003545000.0,1816500000.0
600690,2014-04-29,20131231,合并报表,4168152892.92,4100854166.6666665
600694,2014-04-10,20131231,合并报表,1178815405.47,1067640000.0
600699,2014-04-22,20131231,合并报表,289008577.5,281500000.0
600704,2014-04-22,20131231,合并报表,506471753.91,499055000.0
600707,2014-03-06,20131231,合并报表,74795629.9,12000000.0
600748,2014-03-28,20131231,合并报表,435040827.51,428000000.0
600754,2014-03-28,20131231,合并报表,377473299.77,371501428.5714286
600755,2014-04-16,20131231,合并报表,942443237.58,689000000.0
600761,2014-03-18,20131231,合并报表,502075980.82,471373333.3333333
600801,2014-03-29,20131231,合并报表,1180601633.0,912750000.0
600819,2014-04-18,20131231,合并报表,119142541.45,114000000.0
600823,2014-03-21,20131231,合并报表,1643190122.43,1624666666.6666667
600824,2014-03-19,20131231,合并报表,165036585.22,165000000.0
600832,2014-04-30,20131231,合并报表,684315794.44,517000000.0
600835,2014-03-28,20131231,合并报表,943833546.36,867000000.0
600859,2014-03-22,20131231,合并报表,694084547.35,690296666.6666666
600872,2014-03-18,20131231,合并报表,212837801.38,206000000.0
600875,2014-03-12,20131231,合并报表,2349431591.08,2288500000.0
600884,2014-04-22,20131231,合并报表,183789079.4,174000000.0
600886,2014-04-15,20131231,合并报表,3305278967.24,3290000000.0
600887,2014-04-30,20131231,合并报表,3187239562.47,2977570000.0
600894,2014-03-26,20131231,合并报表,863902586.31,662944000.0
600960,2014-04-30,20131231,合并报表,60025542.07,57000000.0
600999,2014-04-10,20131231,合并报表,2229668946.82,2088766666.6666667
601007,2014-03-27,20131231,合并报表,72193258.78,66000000.0
601028,2014-03-27,20131231,合并报表,148739233.97,147600000.0
601088,2014-03-29,20131231,合并报表,45678000000.0,43111250000.0
601098,2014-04-15,20131231,合并报表,1110645296.31,1099587500.0
601169,2014-04-29,20131231,合并报表,13459308000.0,13052500000.0
601199,2014-03-28,20131231,合并报表,145608118.82,136000000.0
601216,2014-04-15,20131231,合并报表,512213953.95,491000000.0
601222,2014-04-22,20131231,合并报表,371514771.45,358000000.0
601299,2014-03-29,20131231,合并报表,4128559000.0,3886900000.0
601398,2014-03-28,20131231,合并报表,262649000000.0,261917000000.0
601600,2014-03-19,20131231,合并报表,947891000.0,-3869000000.0
601636,2014-03-04,20131231,合并报表,387138421.71,375000000.0
601668,2014-04-24,20131231,合并报表,20398512000.0,18795731666.666668
601777,2014-04-09,20131231,合并报表,424275852.3,302120000.0
601799,2014-04-15,20131231,合并报表,217816443.02,209910000.0
601808,2014-03-19,20131231,合并报表,6715967063.0,6381716000.0
601818,2014-03-31,20131231,合并报表,26715000000.0,26670000000.0
601857,2014-03-21,20131231,合并报表,129577000000.0,128438000000.0
601901,2014-04-16,20131231,合并报表,1105625249.57,1009235237.0
601939,2014-03-31,20131231,合并报表,214657000000.0,213883000000.0
601965,2014-03-18,20131231,合并报表,422181911.89,330000000.0
601988,2014-03-27,20131231,合并报表,156911000000.0,156806000000.0
601992,2014-03-29,20131231,合并报表,3215183494.65,2902850000.0
601998,2014-03-28,20131231,合并报表,39175000000.0,35405333333.333336
603766,2014-03-12,20131231,合并报表,552326718.87,545500000.0
603993,2014-02-27,20131231,合并报表,1174203715.57,1028000000.0
