交易代码,实际净利润公告日期,实际净利润报告期,报表类型,净利润,平均预测净利润
1,2012-03-09,20111231,合并报表,10278631000.0,9719555000.0
16,2012-04-27,20111231,合并报表,24972838.12,-106300000.0
49,2012-03-28,20111231,合并报表,119320357.01,97000000.0
50,2012-02-28,20111231,合并报表,101133343.0,84210000.0
60,2012-03-30,20111231,合并报表,950748960.18,928000000.0
99,2012-03-13,20111231,合并报表,138933529.22,137000000.0
157,2012-03-16,20111231,合并报表,8065640596.14,7412300000.0
417,2012-03-29,20111231,合并报表,504651543.12,452530000.0
430,2012-03-28,20111231,合并报表,89647968.28,86686000.0
517,2012-04-06,20111231,合并报表,404750497.11,357629000.0
527,2012-03-10,20111231,合并报表,3698797330.0,3581824000.0
536,2012-03-08,20111231,合并报表,346729158.79,346000000.0
538,2012-03-17,20111231,合并报表,1210908666.46,1207990000.0
550,2012-03-16,20111231,合并报表,1870918343.0,1804333333.3333333
561,2012-04-10,20111231,合并报表,110521088.41,99000000.0
563,2012-04-27,20111231,合并报表,154354276.23,140000000.0
630,2012-03-29,20111231,合并报表,1432084096.86,1407450000.0
705,2012-04-21,20111231,合并报表,31536133.94,29000000.0
715,2012-03-29,20111231,合并报表,124220349.79,112510000.0
731,2012-02-28,20111231,合并报表,284132502.3,236705000.0
761,2012-04-18,20111231,合并报表,795825189.21,770000000.0
778,2012-03-20,20111231,合并报表,1464948735.16,1422600000.0
780,2012-03-16,20111231,合并报表,902357500.75,739000000.0
786,2012-03-20,20111231,合并报表,522664819.25,502000000.0
799,2012-03-01,20111231,合并报表,192618664.8,125800000.0
823,2012-04-20,20111231,合并报表,181940882.6,181000000.0
825,2012-04-27,20111231,合并报表,1805092449.96,1355000000.0
861,2012-04-11,20111231,合并报表,387172731.39,384076666.6666667
877,2012-03-01,20111231,合并报表,1130222179.61,1011000000.0
883,2012-04-27,20111231,合并报表,599813772.74,317200000.0
932,2012-04-05,20111231,合并报表,70136190.84,36000000.0
937,2012-04-24,20111231,合并报表,3049341000.36,3044373333.3333335
939,2012-02-28,20111231,合并报表,754529369.87,726655000.0
960,2012-04-10,20111231,合并报表,703206013.44,665055000.0
970,2012-04-27,20111231,合并报表,767306973.94,704990000.0
973,2012-03-09,20111231,合并报表,503103933.21,202175000.0
982,2012-02-29,20111231,合并报表,167098263.18,166000000.0
2004,2012-04-10,20111231,合并报表,305278505.01,164650000.0
2005,2012-04-17,20111231,合并报表,392306012.2,313200000.0
2029,2012-03-31,20111231,合并报表,412308012.45,406042000.0
2030,2012-03-29,20111231,合并报表,68010526.33,68000000.0
2031,2012-04-26,20111231,合并报表,141946000.24,126920000.0
2033,2012-03-22,20111231,合并报表,117018447.6,98166250.0
2038,2012-04-21,20111231,合并报表,523344976.61,499635000.0
2046,2012-04-20,20111231,合并报表,63541465.8,60032100.0
2096,2012-03-29,20111231,合并报表,220454555.19,97060000.0
2117,2012-03-01,20111231,合并报表,86964360.3,86000000.0
