交易代码,实际净利润公告日期,实际净利润报告期,报表类型,净利润,平均预测净利润
2,2016-03-14,20151231,合并报表,18119406249.27,18091109090.909092
12,2016-03-25,20151231,合并报表,624753110.0,615000000.0
36,2016-04-27,20151231,合并报表,69305919.06,68805000.0
43,2016-03-02,20151231,合并报表,401218869.17,236000000.0
62,2016-03-18,20151231,合并报表,375580098.57,327402500.0
68,2016-03-17,20151231,合并报表,7005520.52,4380000.0
78,2016-04-26,20151231,合并报表,474732125.78,453000000.0
89,2016-03-25,20151231,合并报表,521784194.18,438000000.0
150,2016-04-09,20151231,合并报表,51612681.25,21000000.0
158,2016-04-15,20151231,合并报表,249373393.47,214400000.0
333,2016-03-26,20151231,合并报表,12706725000.0,12661000000.0
338,2016-03-31,20151231,合并报表,1390576941.23,1222000000.0
400,2016-03-31,20151231,合并报表,720636725.3,559000000.0
413,2016-02-06,20151231,合并报表,1326233674.37,1069150000.0
418,2016-03-10,20151231,合并报表,919181968.58,912333333.3333334
488,2016-03-31,20151231,合并报表,2148153529.51,838200000.0
501,2016-04-21,20151231,合并报表,799307066.06,780045000.0
513,2016-03-25,20151231,合并报表,622641033.06,615520000.0
540,2016-02-06,20151231,合并报表,2606776304.48,2603500000.0
550,2016-03-19,20151231,合并报表,2222061095.0,2035500000.0
563,2016-02-26,20151231,合并报表,453951218.69,451410000.0
567,2016-03-01,20151231,合并报表,23242943.58,9766666.666666666
596,2016-04-26,20151231,合并报表,715578369.68,657000000.0
599,2016-04-12,20151231,合并报表,61264733.87,59430000.0
607,2016-04-28,20151231,合并报表,283509623.51,206000000.0
616,2016-04-29,20151231,合并报表,221871902.21,90970000.0
619,2016-03-22,20151231,合并报表,94553319.1,79000000.0
625,2016-04-19,20151231,合并报表,9952714168.09,9826188888.88889
685,2016-03-29,20151231,合并报表,1484429654.74,1254830000.0
703,2016-04-25,20151231,合并报表,184605841.36,152988750.0
709,2016-04-29,20151231,合并报表,573452575.17,333200000.0
716,2016-04-02,20151231,合并报表,149138182.61,136186666.66666666
727,2016-03-25,20151231,合并报表,10536077.88,-58005000.0
759,2016-03-26,20151231,合并报表,5610530.73,-7030000.0
776,2016-03-19,20151231,合并报表,13201014064.72,12563366666.666666
778,2016-04-19,20151231,合并报表,599622820.76,391500000.0
799,2016-04-08,20151231,合并报表,88569586.09,80060000.0
821,2016-04-23,20151231,合并报表,50588314.8,49000000.0
839,2016-03-23,20151231,合并报表,351469542.6,332000000.0
858,2016-03-28,20151231,合并报表,6176119256.18,5952963750.0
895,2016-03-30,20151231,合并报表,4255541752.84,4103485714.285714
906,2016-04-09,20151231,合并报表,86149959.09,81000000.0
911,2016-04-01,20151231,合并报表,59804932.1,54300000.0
936,2016-03-15,20151231,合并报表,85803297.57,83500000.0
937,2016-04-22,20151231,合并报表,351812985.7,-372173333.3333333
952,2016-03-01,20151231,合并报表,20921468.64,11933333.333333334
957,2016-04-23,20151231,合并报表,399269973.37,377000000.0
958,2016-03-30,20151231,合并报表,445345078.08,437910000.0
975,2016-02-03,20151231,合并报表,247913387.52,213000000.0
990,2016-04-27,20151231,合并报表,121078547.67,31025000.0
998,2016-04-08,20151231,合并报表,491066970.96,487725000.0
2010,2016-03-29,20151231,合并报表,550629090.92,424500000.0
2013,2016-04-08,20151231,合并报表,489206372.77,426250000.0
2020,2016-03-15,20151231,合并报表,165210090.12,165000000.0
2024,2016-03-31,20151231,合并报表,872504000.0,450356666.6666667
2027,2016-04-22,20151231,合并报表,3389142023.94,3007000000.0
2032,2016-03-25,20151231,合并报表,889004773.99,851500000.0
2035,2016-04-22,20151231,合并报表,207724264.58,205550000.0
2039,2016-03-30,20151231,合并报表,359475020.45,318000000.0
2051,2016-03-22,20151231,合并报表,1050873905.0,994500000.0
2052,2016-04-29,20151231,合并报表,67136711.35,39950000.0
2074,2016-03-31,20151231,合并报表,584612104.27,507433333.3333333
2075,2016-03-31,20151231,合并报表,-80621844.21,-110000000.0
2077,2016-04-26,20151231,合并报表,-18425634.88,-43290000.0
2085,2016-03-29,20151231,合并报表,797575720.03,666000000.0
2101,2016-03-29,20151231,合并报表,128684977.59,126000000.0
