交易代码,实际净利润公告日期,实际净利润报告期,报表类型,净利润,平均预测净利润
600511,2019-03-22,20181231,合并报表,1404095400.68,1292000000.0
600519,2019-03-29,20181231,合并报表,35203625263.22,34599828888.888885
600522,2019-04-29,20181231,合并报表,2121564299.85,2105000000.0
600529,2019-04-23,20181231,合并报表,358209968.42,340000000.0
600548,2019-03-23,20181231,合并报表,3440050607.33,3345000000.0
600563,2019-04-04,20181231,合并报表,451856142.64,436000000.0
600566,2019-04-20,20181231,合并报表,1687863260.53,1672000000.0
600570,2019-03-30,20181231,合并报表,645370439.29,576872000.0
600585,2019-03-22,20181231,合并报表,29814284829.0,29200000000.0
600600,2019-03-29,20181231,合并报表,1422199705.0,1403000000.0
600622,2019-04-10,20181231,合并报表,881461781.4,795000000.0
600623,2019-04-23,20181231,合并报表,1807098675.61,1779000000.0
600642,2019-04-30,20181231,合并报表,1825934190.1,1771000000.0
600660,2019-03-16,20181231,合并报表,4120487402.0,4059000000.0
600667,2019-04-04,20181231,合并报表,572925113.03,460000000.0
600675,2019-03-06,20181231,合并报表,2592407958.08,2348000000.0
600699,2019-04-23,20181231,合并报表,1317989789.35,1294548000.0
600745,2019-04-09,20181231,合并报表,61019266.49,35251250.0
600757,2019-04-25,20181231,合并报表,732691347.03,709030000.0
600761,2019-03-23,20181231,合并报表,582641354.26,522666666.6666667
600763,2019-03-29,20181231,合并报表,332092898.42,309055000.0
600782,2019-04-23,20181231,合并报表,5905125393.38,5174500000.0
600801,2019-03-30,20181231,合并报表,5181448611.0,4870860000.0
600845,2019-04-13,20181231,合并报表,669124867.68,608000000.0
600859,2019-03-23,20181231,合并报表,1201427365.88,1133000000.0
600875,2019-03-30,20181231,合并报表,1128834236.51,1119490000.0
600886,2019-03-29,20181231,合并报表,4364098425.7,3824000000.0
600887,2019-02-28,20181231,合并报表,6439749610.82,6336975454.545455
600900,2019-04-30,20181231,合并报表,22610936420.39,22301353333.333332
600926,2019-04-26,20181231,合并报表,5412082000.0,5320000000.0
600977,2019-04-27,20181231,合并报表,1494788943.23,1448390000.0
600985,2019-03-28,20181231,合并报表,3549309194.46,3357000000.0
600987,2019-03-28,20181231,合并报表,661906018.91,640500000.0
600990,2019-03-30,20181231,合并报表,257296735.61,223610000.0
601003,2019-03-29,20181231,合并报表,4609698845.79,4437000000.0
601006,2019-04-25,20181231,合并报表,14544155375.0,14453777777.777779
601098,2019-04-23,20181231,合并报表,1237880677.07,1225416666.6666667
601111,2019-03-28,20181231,合并报表,7336327000.0,5991127500.0
601138,2019-03-30,20181231,合并报表,16902307000.0,16481000000.0
601139,2019-04-25,20181231,合并报表,1030929806.22,910700000.0
601155,2019-03-09,20181231,合并报表,10491286267.0,9515483750.0
601326,2019-03-28,20181231,合并报表,810263268.11,795000000.0
601633,2019-03-23,20181231,合并报表,5207313967.76,5046666666.666667
601668,2019-04-12,20181231,合并报表,38241324000.0,36139338461.53846
601818,2019-03-29,20181231,合并报表,33659000000.0,33658000000.0
601869,2019-03-23,20181231,合并报表,1489185053.0,1487940000.0
601872,2019-04-11,20181231,合并报表,1166993927.15,783740000.0
601919,2019-03-30,20181231,合并报表,1230026418.28,384000000.0
601958,2019-04-12,20181231,合并报表,381362334.15,360000000.0
601996,2019-03-30,20181231,合并报表,138640220.36,136366666.66666666
603039,2019-03-29,20181231,合并报表,114487090.34,113060000.0
603056,2019-04-04,20181231,合并报表,700407188.59,694795000.0
603060,2019-03-29,20181231,合并报表,191151607.78,185800000.0
603131,2019-04-29,20181231,合并报表,74229825.05,74190000.0
603156,2019-03-26,20181231,合并报表,2836983603.12,2506190000.0
603160,2019-04-13,20181231,合并报表,742498646.02,632000000.0
603203,2019-04-27,20181231,合并报表,157095729.75,153980000.0
603214,2019-04-05,20181231,合并报表,119993110.72,119250000.0
603259,2019-03-23,20181231,合并报表,2260523106.21,2022043333.3333333
603288,2019-03-26,20181231,合并报表,4364813027.88,4266087500.0
603368,2019-03-28,20181231,合并报表,528185273.93,517675000.0
603393,2019-03-22,20181231,合并报表,334568720.37,272316666.6666667
603444,2019-04-10,20181231,合并报表,722971754.93,677100000.0
603458,2019-04-05,20181231,合并报表,352886282.23,337950000.0
603506,2019-04-27,20181231,合并报表,91811779.99,90000000.0
603515,2019-04-23,20181231,合并报表,899223477.11,861453333.3333334
603517,2019-04-16,20181231,合并报表,640629393.58,629345000.0
603518,2019-04-03,20181231,合并报表,272839077.77,269770000.0
603579,2019-04-22,20181231,合并报表,249210278.88,244000000.0
603583,2019-04-23,20181231,合并报表,253929881.11,207160000.0
603585,2019-04-18,20181231,合并报表,312104257.48,292215000.0
603588,2019-04-10,20181231,合并报表,324619896.16,308820000.0
603589,2019-04-18,20181231,合并报表,1532663534.76,1424935000.0
603605,2019-03-29,20181231,合并报表,287188727.12,275270000.0
603606,2019-04-10,20181231,合并报表,171433835.63,165000000.0
603659,2019-03-12,20181231,合并报表,594257759.99,579320000.0
603666,2019-04-13,20181231,合并报表,184032199.11,177515000.0
603708,2019-04-19,20181231,合并报表,429923746.87,394996363.6363636
603711,2019-03-28,20181231,合并报表,314699479.73,305655000.0
603713,2019-03-22,20181231,合并报表,132156297.17,125630000.0
603806,2019-02-28,20181231,合并报表,751257491.27,527167500.0
603871,2019-04-16,20181231,合并报表,270034544.02,269000000.0
603878,2019-04-26,20181231,合并报表,199132692.33,183000000.0
603886,2019-04-18,20181231,合并报表,241646659.81,238000000.0
603899,2019-03-26,20181231,合并报表,806847308.41,802730000.0
603919,2019-03-12,20181231,合并报表,258616295.35,258130000.0
603969,2019-03-19,20181231,合并报表,150437315.01,132000000.0
