交易代码,实际净利润公告日期,实际净利润报告期,报表类型,净利润,平均预测净利润
2310,2017-04-18,20161231,合并报表,1295608544.4,827220000.0
2313,2017-04-27,20161231,合并报表,67465795.37,45000000.0
2315,2017-03-18,20161231,合并报表,111045902.84,93480000.0
2317,2017-04-25,20161231,合并报表,414369019.14,383435000.0
2318,2017-03-14,20161231,合并报表,167766686.78,132000000.0
2326,2017-04-11,20161231,合并报表,277018947.34,167000000.0
2337,2017-04-20,20161231,合并报表,12910501.51,5000000.0
2350,2017-04-14,20161231,合并报表,76462166.8,65654000.0
2361,2017-04-26,20161231,合并报表,168914321.71,168000000.0
2365,2017-03-30,20161231,合并报表,62297040.94,60650000.0
2369,2017-03-31,20161231,合并报表,16820012.13,11930000.0
2372,2017-03-09,20161231,合并报表,670703528.38,622000000.0
2376,2017-04-07,20161231,合并报表,227126606.77,201000000.0
2394,2017-04-25,20161231,合并报表,394020199.74,365820000.0
2402,2017-03-29,20161231,合并报表,119660401.16,112300000.0
2404,2017-03-21,20161231,合并报表,99575976.46,74060000.0
2408,2017-03-15,20161231,合并报表,502510179.82,358930000.0
2429,2017-04-21,20161231,合并报表,374390911.72,372523333.3333333
2435,2017-04-28,20161231,合并报表,160147985.81,156765000.0
2436,2017-03-31,20161231,合并报表,192606800.58,189390000.0
2444,2017-04-27,20161231,合并报表,621638358.26,584853333.3333334
2446,2017-04-28,20161231,合并报表,161378932.17,123000000.0
2447,2017-04-28,20161231,合并报表,295678852.31,216200000.0
2448,2017-03-23,20161231,合并报表,214547476.1,212760000.0
2452,2017-04-18,20161231,合并报表,120556155.84,108706666.66666667
2472,2017-03-22,20161231,合并报表,185749084.06,185690000.0
2474,2017-03-31,20161231,合并报表,24845319.23,24000000.0
2480,2017-03-31,20161231,合并报表,18702252.52,0.0
2482,2017-04-08,20161231,合并报表,402721898.97,370750000.0
2498,2017-04-27,20161231,合并报表,416774294.42,414090000.0
2508,2017-03-30,20161231,合并报表,1206833878.67,1164000000.0
2511,2017-04-19,20161231,合并报表,260416579.23,241000000.0
2517,2017-03-21,20161231,合并报表,681742631.45,674520000.0
2536,2017-04-12,20161231,合并报表,107857248.16,100000000.0
2543,2017-04-20,20161231,合并报表,431167704.75,365500000.0
2549,2017-04-26,20161231,合并报表,21091523.61,12000000.0
2558,2017-04-28,20161231,合并报表,1068936966.39,1018000000.0
2559,2017-03-24,20161231,合并报表,116789607.2,79655000.0
2562,2017-03-08,20161231,合并报表,167668355.94,142500000.0
2597,2017-03-17,20161231,合并报表,551463631.22,449455000.0
2599,2017-04-27,20161231,合并报表,36498958.87,33998888.88888889
2601,2017-03-31,20161231,合并报表,442105136.22,426000000.0
2612,2017-03-31,20161231,合并报表,164015756.96,153246000.0
2624,2017-03-17,20161231,合并报表,1166313135.54,1053000000.0
2635,2017-03-22,20161231,合并报表,387109169.17,336000000.0
2637,2017-04-27,20161231,合并报表,151792807.6,117640000.0
2647,2017-04-28,20161231,合并报表,110462842.26,10000000.0
2648,2017-03-16,20161231,合并报表,311564619.78,184273333.33333334
2658,2017-03-15,20161231,合并报表,193903638.09,193100000.0
2661,2017-04-27,20161231,合并报表,137062829.18,124685000.0
2672,2017-03-30,20161231,合并报表,533813817.46,450528000.0
2674,2017-03-28,20161231,合并报表,63119198.43,49080000.0
2683,2017-03-10,20161231,合并报表,62632730.83,56000000.0
2686,2017-03-16,20161231,合并报表,119850155.13,118583333.33333333
2694,2017-03-22,20161231,合并报表,39781779.13,36000000.0
2705,2017-04-27,20161231,合并报表,430989970.33,412527500.0
2713,2017-03-10,20161231,合并报表,172870785.7,141015000.0
2714,2017-04-26,20161231,合并报表,2321898712.22,2307000000.0
2717,2017-03-14,20161231,合并报表,260804059.47,248275000.0
2734,2017-03-30,20161231,合并报表,112992341.65,102207500.0
2737,2017-04-28,20161231,合并报表,303015572.21,225000000.0
2762,2017-04-28,20161231,合并报表,72755668.33,70230000.0
2763,2017-03-31,20161231,合并报表,183321013.46,173000000.0
2765,2017-03-28,20161231,合并报表,128632577.0,118000000.0
2790,2017-04-19,20161231,合并报表,176157615.67,175000000.0
2793,2017-03-20,20161231,合并报表,100362781.97,97170000.0
2807,2017-03-15,20161231,合并报表,777926000.0,772000000.0
2818,2017-03-30,20161231,合并报表,555971256.69,534135000.0
2821,2017-03-30,20161231,合并报表,252735199.94,209405000.0
2823,2017-03-30,20161231,合并报表,128702594.24,105966000.0
2827,2017-04-15,20161231,合并报表,110336644.48,89270000.0
2828,2017-03-29,20161231,合并报表,62608871.33,61460000.0
2830,2017-04-10,20161231,合并报表,50578915.91,50000000.0
2831,2017-04-25,20161231,合并报表,874815963.24,813500000.0
300004,2017-04-21,20161231,合并报表,92709178.11,86000000.0
300026,2017-03-28,20161231,合并报表,658532190.54,631500000.0
300033,2017-02-10,20161231,合并报表,1211576655.51,1152696000.0
300036,2017-03-24,20161231,合并报表,127450223.24,121700000.0
300043,2017-04-06,20161231,合并报表,458027664.93,437507500.0
300054,2017-04-12,20161231,合并报表,240101805.25,206000000.0
300057,2017-04-08,20161231,合并报表,75693374.02,68100000.0
300062,2017-03-31,20161231,合并报表,78435778.59,64365000.0
300072,2017-03-16,20161231,合并报表,1617053041.67,1583070000.0
300077,2017-03-30,20161231,合并报表,101207345.09,79790000.0
300083,2017-04-18,20161231,合并报表,131441367.82,88150000.0
300087,2017-04-08,20161231,合并报表,30677152.44,24160000.0
300098,2017-04-19,20161231,合并报表,315957689.02,297300000.0
300106,2017-04-28,20161231,合并报表,-52214745.06,-55695000.0
300115,2017-03-24,20161231,合并报表,683739879.32,649142000.0
300116,2017-03-07,20161231,合并报表,425457155.29,423500000.0
300118,2017-04-26,20161231,合并报表,688845855.39,654660000.0
300129,2017-04-26,20161231,合并报表,219105659.08,217305000.0
300130,2017-04-18,20161231,合并报表,139021692.71,126800000.0
300136,2017-04-26,20161231,合并报表,531568728.13,531495454.54545456
300140,2017-04-19,20161231,合并报表,90172903.8,12000000.0
300143,2017-04-07,20161231,合并报表,55080441.72,53765000.0
300145,2017-04-11,20161231,合并报表,509986089.29,498157142.85714287
300153,2017-04-22,20161231,合并报表,48456054.25,43750000.0
300157,2017-04-18,20161231,合并报表,84953818.78,38000000.0
300167,2017-04-13,20161231,合并报表,29385675.51,-19000000.0
300178,2017-04-26,20161231,合并报表,178288955.64,174380000.0
300183,2017-04-26,20161231,合并报表,356472806.3,331025000.0
300189,2017-04-26,20161231,合并报表,17036937.98,3135000.0
300222,2017-03-30,20161231,合并报表,276734941.46,258020000.0
300237,2017-04-25,20161231,合并报表,446649165.51,406920000.0
300247,2017-04-15,20161231,合并报表,76121872.93,66000000.0
300248,2017-04-22,20161231,合并报表,84850220.15,70000000.0
300250,2017-04-15,20161231,合并报表,136352340.44,119000000.0
300251,2017-04-21,20161231,合并报表,740911252.87,709710000.0
300258,2017-04-18,20161231,合并报表,190685738.86,187860000.0
300259,2017-03-30,20161231,合并报表,105300228.95,102935000.0
300272,2017-04-26,20161231,合并报表,90249613.68,85000000.0
300282,2017-04-07,20161231,合并报表,125702489.09,123500000.0
300293,2017-04-25,20161231,合并报表,15431756.33,3000000.0
300294,2017-03-23,20161231,合并报表,272041808.98,261540000.0
300296,2017-03-28,20161231,合并报表,668829540.35,627785000.0
300303,2017-03-25,20161231,合并报表,155211997.89,146720000.0
300304,2017-01-25,20161231,合并报表,110052611.33,91000000.0
300316,2017-04-26,20161231,合并报表,203748566.09,174827500.0
300327,2017-03-30,20161231,合并报表,107632540.58,83264000.0
300342,2017-03-24,20161231,合并报表,165276153.08,160000000.0
300348,2017-04-15,20161231,合并报表,101252902.06,67000000.0
300349,2017-04-12,20161231,合并报表,87608402.25,82230000.0
300355,2017-04-26,20161231,合并报表,339313004.04,305000000.0
300356,2017-04-12,20161231,合并报表,63786713.83,58000000.0
300375,2017-03-17,20161231,合并报表,157315029.54,140000000.0
300376,2017-03-01,20161231,合并报表,471644994.42,420755000.0
300382,2017-04-26,20161231,合并报表,108487046.68,98500000.0
300383,2017-03-21,20161231,合并报表,335159778.67,319610000.0
300385,2017-02-14,20161231,合并报表,88707252.26,65745000.0
300388,2017-04-20,20161231,合并报表,129818271.59,123333333.33333333
300407,2017-04-19,20161231,合并报表,121765390.86,111044000.0
300408,2017-04-20,20161231,合并报表,1059186427.44,1036756666.6666666
300415,2017-04-25,20161231,合并报表,108847111.04,101930000.0
300421,2017-04-25,20161231,合并报表,58137791.11,57960000.0
300443,2017-03-29,20161231,合并报表,209883568.91,161000000.0
300450,2017-03-09,20161231,合并报表,290652083.5,230000000.0
300455,2017-03-29,20161231,合并报表,67482928.97,66770000.0
300463,2017-04-18,20161231,合并报表,312022756.67,310000000.0
300470,2017-04-25,20161231,合并报表,97755642.41,94125000.0
300476,2017-03-10,20161231,合并报表,232071177.9,201000000.0
300484,2017-04-14,20161231,合并报表,155274674.1,152760000.0
300494,2017-04-15,20161231,合并报表,109750212.5,109300000.0
300495,2017-03-28,20161231,合并报表,208988868.01,166460000.0
300502,2017-04-15,20161231,合并报表,105286783.16,101600000.0
300507,2017-03-21,20161231,合并报表,96330367.3,92970000.0
300516,2017-03-31,20161231,合并报表,140932026.54,125700000.0
300522,2017-04-20,20161231,合并报表,64651171.65,64510000.0
300530,2017-04-25,20161231,合并报表,48078140.18,40330000.0
300558,2017-04-06,20161231,合并报表,368795897.61,364555000.0
300562,2017-03-03,20161231,合并报表,80520708.66,73100000.0
300571,2017-04-26,20161231,合并报表,48426015.14,44000000.0
600009,2017-03-18,20161231,合并报表,2805650702.03,2789500000.0
600016,2017-03-31,20161231,合并报表,47843000000.0,47600750000.0
600019,2017-04-28,20161231,合并报表,8965514090.86,8013500000.0
600028,2017-03-27,20161231,合并报表,46416000000.0,38177000000.0
600030,2017-03-23,20161231,合并报表,10365168588.41,10140000000.0
600036,2017-03-25,20161231,合并报表,62081000000.0,61128000000.0
600054,2017-04-14,20161231,合并报表,352106034.13,347388888.8888889
600056,2017-03-28,20161231,合并报表,948137287.1,876000000.0
600076,2017-04-22,20161231,合并报表,383873906.33,357100000.0
600081,2017-03-31,20161231,合并报表,116667188.2,100000000.0
600104,2017-04-06,20161231,合并报表,32008610688.65,31925049090.909092
600105,2017-04-18,20161231,合并报表,250529781.72,237920000.0
600138,2017-04-20,20161231,合并报表,483515308.64,466215000.0
600158,2017-03-28,20161231,合并报表,61009919.89,54666666.666666664
600160,2017-04-20,20161231,合并报表,151230005.54,128000000.0
600161,2017-04-27,20161231,合并报表,261777441.22,200980000.0
600166,2017-04-15,20161231,合并报表,566828250.88,421916666.6666667
600188,2017-04-01,20161231,合并报表,2064585000.0,1883500000.0
600195,2017-04-11,20161231,合并报表,334420105.51,275000000.0
600201,2017-04-25,20161231,合并报表,644541675.85,630704000.0
600208,2017-04-29,20161231,合并报表,5838460777.01,1753333333.3333333
600211,2017-03-22,20161231,合并报表,198289475.75,179856666.66666666
600270,2017-03-22,20161231,合并报表,995251707.24,910000000.0
600282,2017-03-01,20161231,合并报表,353735196.04,324000000.0
600285,2017-04-28,20161231,合并报表,345772174.73,173000000.0
600298,2017-03-16,20161231,合并报表,535091974.97,510255000.0
600309,2017-04-11,20161231,合并报表,3679421831.9,3426000000.0
600312,2017-03-23,20161231,合并报表,1219897093.92,1219660000.0
600325,2017-04-08,20161231,合并报表,1018381912.11,566090000.0
600332,2017-03-16,20161231,合并报表,1508032671.07,1459000000.0
600338,2017-02-28,20161231,合并报表,650257020.71,570000000.0
600346,2017-02-28,20161231,合并报表,1179834272.1,969000000.0
600382,2017-03-09,20161231,合并报表,177202706.0,161000000.0
600383,2017-04-01,20161231,合并报表,6300460718.55,5238000000.0
600387,2017-04-13,20161231,合并报表,40025902.95,37460000.0
600390,2017-04-26,20161231,合并报表,1557057944.47,224000000.0
600393,2017-02-28,20161231,合并报表,145142276.61,122080000.0
600418,2017-03-22,20161231,合并报表,1161965732.89,1080212500.0
600428,2017-04-01,20161231,合并报表,50260945.94,35000000.0
600439,2017-03-31,20161231,合并报表,171606552.23,162500000.0
600452,2017-03-31,20161231,合并报表,167946400.09,135000000.0
600460,2017-03-07,20161231,合并报表,95891364.65,45490000.0
600476,2017-03-28,20161231,合并报表,2311558.41,1803100.0
600479,2017-02-28,20161231,合并报表,149428673.21,107800000.0
600480,2017-03-28,20161231,合并报表,213034704.18,187100000.0
600491,2017-04-25,20161231,合并报表,348423689.03,329702500.0
600507,2017-04-22,20161231,合并报表,665837289.78,659830000.0
600522,2017-04-26,20161231,合并报表,1588048250.74,1482400000.0
600547,2017-03-28,20161231,合并报表,1292776144.84,1114000000.0
600550,2017-03-21,20161231,合并报表,109128086.17,92300000.0
600563,2017-04-15,20161231,合并报表,389554487.62,345525000.0
600566,2017-03-25,20161231,合并报表,934182942.51,891766666.6666666
600567,2017-03-31,20161231,合并报表,352804009.83,317181666.6666667
600568,2017-04-29,20161231,合并报表,294174099.59,285280000.0
600596,2017-04-06,20161231,合并报表,77559783.3,29000000.0
600597,2017-03-28,20161231,合并报表,563185365.0,537500000.0
600629,2017-04-28,20161231,合并报表,241396227.63,225800000.0
600634,2017-03-31,20161231,合并报表,172310419.87,133000000.0
600639,2017-03-31,20161231,合并报表,616748234.16,597770000.0
600641,2017-03-10,20161231,合并报表,718422116.39,391000000.0
600660,2017-02-25,20161231,合并报表,3144227339.0,2949000000.0
600661,2017-04-29,20161231,合并报表,182865679.89,96520000.0
600664,2017-03-04,20161231,合并报表,788103136.95,715500000.0
600675,2017-02-22,20161231,合并报表,655458153.58,412500000.0
600681,2017-03-15,20161231,合并报表,551174052.18,550664000.0
600688,2017-03-16,20161231,合并报表,5955576000.0,4653000000.0
600690,2017-04-29,20161231,合并报表,5036652240.84,4888850000.0
600715,2017-03-31,20161231,合并报表,601086366.26,548000000.0
600718,2017-03-31,20161231,合并报表,1850977215.0,420780000.0
600735,2017-03-29,20161231,合并报表,55652886.06,50000000.0
600737,2017-04-18,20161231,合并报表,515047856.49,436192500.0
600779,2017-04-28,20161231,合并报表,224791899.91,186134000.0
600787,2017-03-18,20161231,合并报表,767444957.45,682500000.0
600795,2017-04-11,20161231,合并报表,4727283683.88,4521000000.0
600808,2017-03-30,20161231,合并报表,1228892407.0,969000000.0
600816,2017-01-25,20161231,合并报表,3033947447.7,2833351666.6666665
600867,2017-04-12,20161231,合并报表,640923429.97,619423333.3333334
600872,2017-04-22,20161231,合并报表,362369345.51,341101250.0
600873,2017-02-28,20161231,合并报表,1041689943.85,1024600000.0
600887,2017-03-31,20161231,合并报表,5661807747.14,5562475714.285714
600894,2017-04-28,20161231,合并报表,1068219041.32,1064390000.0
600908,2017-03-30,20161231,合并报表,892768000.0,885000000.0
600926,2017-04-19,20161231,合并报表,4020927000.0,3950000000.0
600966,2017-03-22,20161231,合并报表,201319551.02,140450000.0
600967,2017-04-06,20161231,合并报表,496508713.07,400000000.0
600973,2017-03-14,20161231,合并报表,265669135.19,213210000.0
600998,2017-04-25,20161231,合并报表,876741815.27,842400000.0
601012,2017-03-11,20161231,合并报表,1547235762.3,1297668333.3333333
601113,2017-03-22,20161231,合并报表,72733075.18,69000000.0
601116,2017-03-29,20161231,合并报表,101110763.13,75226000.0
601127,2017-03-20,20161231,合并报表,513516901.47,504766666.6666667
601128,2017-03-31,20161231,合并报表,1040505000.0,1025000000.0
601166,2017-04-29,20161231,合并报表,53850000000.0,52921142857.14286
601179,2017-04-11,20161231,合并报表,1127890758.9,1052000000.0
601225,2017-04-28,20161231,合并报表,2754885332.21,2508000000.0
601233,2017-03-28,20161231,合并报表,1132147063.78,884429000.0
601288,2017-03-29,20161231,合并报表,183941000000.0,174878333333.33334
601318,2017-03-23,20161231,合并报表,62394000000.0,61399300000.0
601328,2017-03-29,20161231,合并报表,67210000000.0,66833000000.0
601375,2017-03-31,20161231,合并报表,718646243.11,717000000.0
601398,2017-03-31,20161231,合并报表,278249000000.0,274888750000.0
601601,2017-03-30,20161231,合并报表,12057000000.0,10488000000.0
601628,2017-03-24,20161231,合并报表,19127000000.0,16583500000.0
601633,2017-03-25,20161231,合并报表,10551158884.21,9805406666.666666
601636,2017-03-31,20161231,合并报表,835056901.63,623822500.0
601669,2017-04-27,20161231,合并报表,6771812477.87,5972000000.0
601689,2017-04-20,20161231,合并报表,615689649.91,552685000.0
601818,2017-03-31,20161231,合并报表,30329000000.0,30164500000.0
601888,2017-04-29,20161231,合并报表,1808190521.41,1709175000.0
601899,2017-03-25,20161231,合并报表,1839798820.0,1770000000.0
601933,2017-03-31,20161231,合并报表,1242005725.0,1107480000.0
601966,2017-04-25,20161231,合并报表,1010219444.83,963000000.0
601997,2017-04-15,20161231,合并报表,3654319000.0,3637250000.0
603027,2017-03-22,20161231,合并报表,100088565.58,93020000.0
603032,2017-04-26,20161231,合并报表,50760253.67,50300000.0
603058,2017-04-28,20161231,合并报表,93737689.56,90300000.0
603098,2017-03-30,20161231,合并报表,206888611.05,203700000.0
603099,2017-03-29,20161231,合并报表,71112221.5,62000000.0
603123,2017-04-22,20161231,合并报表,112105779.74,109665000.0
603160,2017-04-08,20161231,合并报表,856824030.01,820930000.0
603203,2017-04-22,20161231,合并报表,103196724.33,98740000.0
603239,2017-03-31,20161231,合并报表,150166600.51,128000000.0
603298,2017-04-21,20161231,合并报表,402614061.31,397000000.0
603313,2017-04-22,20161231,合并报表,200395514.71,195350000.0
603319,2017-04-28,20161231,合并报表,56322985.77,45000000.0
603323,2017-04-28,20161231,合并报表,650290000.0,615250000.0
603328,2017-04-13,20161231,合并报表,588427759.73,567493333.3333334
603338,2017-02-28,20161231,合并报表,174782314.9,172555000.0
603389,2017-04-14,20161231,合并报表,75523668.2,71616666.66666667
603416,2017-04-12,20161231,合并报表,100190326.81,98140400.0
603686,2017-03-21,20161231,合并报表,211321180.83,203886666.66666666
603688,2017-04-19,20161231,合并报表,80937517.08,78470000.0
603766,2017-04-11,20161231,合并报表,865593757.75,854380000.0
603788,2017-03-31,20161231,合并报表,157141492.89,144850000.0
603799,2017-04-01,20161231,合并报表,69237474.68,50666666.666666664
603806,2017-03-21,20161231,合并报表,847735895.32,820650000.0
603808,2017-04-28,20161231,合并报表,197950569.47,175520000.0
603858,2017-03-28,20161231,合并报表,1769364646.38,1742000000.0
603869,2017-04-10,20161231,合并报表,170137980.15,150676666.66666666
603878,2017-04-14,20161231,合并报表,122483307.34,115000000.0
603883,2017-03-24,20161231,合并报表,296895435.0,273000000.0
603898,2017-03-30,20161231,合并报表,252265362.37,237674000.0
603900,2017-03-22,20161231,合并报表,221386748.89,211290000.0
603919,2017-04-29,20161231,合并报表,221865803.02,217000000.0
603997,2017-04-18,20161231,合并报表,249711852.89,244470000.0
688388,2019-07-06,20161231,合并报表,62529809.7,46300000.0
