交易代码,实际净利润公告日期,实际净利润报告期,报表类型,净利润,平均预测净利润
2412,2013-04-24,20121231,合并报表,81459377.72,79523333.33333333
2415,2013-04-09,20121231,合并报表,2136873134.55,2033700000.0
2437,2013-03-18,20121231,合并报表,164769964.66,164000000.0
2440,2013-04-24,20121231,合并报表,303669760.38,298150000.0
2441,2013-03-19,20121231,合并报表,196838179.44,196000000.0
2443,2013-03-26,20121231,合并报表,101339843.95,100140000.0
2450,2013-03-22,20121231,合并报表,423012609.09,390008000.0
2453,2013-04-18,20121231,合并报表,72873412.42,66260000.0
2456,2013-03-12,20121231,合并报表,321069699.65,317641250.0
2465,2013-03-28,20121231,合并报表,263236650.74,262411666.66666666
2467,2013-04-24,20121231,合并报表,265579660.83,80000000.0
2470,2013-03-26,20121231,合并报表,546938067.15,545782500.0
2482,2013-04-26,20121231,合并报表,378511159.91,372850000.0
2496,2013-04-09,20121231,合并报表,115540309.14,106950000.0
2503,2013-04-02,20121231,合并报表,272837974.63,270000000.0
2508,2013-04-10,20121231,合并报表,268035997.68,239500000.0
2511,2013-04-24,20121231,合并报表,158908625.05,147510000.0
2519,2013-03-23,20121231,合并报表,94332929.36,84000000.0
2527,2013-04-22,20121231,合并报表,135393972.09,125070000.0
2536,2013-04-23,20121231,合并报表,34848366.55,31480000.0
2550,2013-04-13,20121231,合并报表,161802960.32,157000000.0
2561,2013-03-26,20121231,合并报表,241556961.91,235800000.0
2567,2013-03-29,20121231,合并报表,176623450.39,162220000.0
2570,2013-04-16,20121231,合并报表,509424455.4,491725555.5555556
2572,2013-04-24,20121231,合并报表,173199877.76,171350000.0
2587,2013-04-12,20121231,合并报表,51856698.96,49335000.0
2588,2013-03-22,20121231,合并报表,291719036.02,284517500.0
2621,2013-02-28,20121231,合并报表,57563636.2,53000000.0
2628,2013-03-15,20121231,合并报表,260355939.19,235190000.0
2635,2013-04-18,20121231,合并报表,186750063.57,176746666.66666666
2641,2013-04-18,20121231,合并报表,271082240.93,248654000.0
2649,2013-04-10,20121231,合并报表,95741550.48,94500000.0
2656,2013-04-09,20121231,合并报表,176843122.23,165285714.2857143
2666,2013-03-28,20121231,合并报表,143659446.17,137500000.0
2669,2013-04-02,20121231,合并报表,32474567.12,31470000.0
2678,2013-03-12,20121231,合并报表,182497272.27,181000000.0
2701,2013-03-27,20121231,合并报表,404877056.0,396366960.0
300017,2013-03-20,20121231,合并报表,103745745.84,81000000.0
300019,2013-03-15,20121231,合并报表,61466608.79,61090000.0
300025,2013-03-15,20121231,合并报表,28021537.48,28000000.0
300043,2013-03-30,20121231,合并报表,107259998.68,103000000.0
300055,2013-04-16,20121231,合并报表,98746258.48,94000000.0
300072,2013-03-26,20121231,合并报表,180060212.84,168580000.0
300073,2013-04-20,20121231,合并报表,14872815.27,10000000.0
300083,2013-04-16,20121231,合并报表,96849355.05,90265000.0
300119,2013-03-01,20121231,合并报表,144079002.12,137888250.0
300144,2013-02-27,20121231,合并报表,256545865.98,256019040.75
300157,2013-04-16,20121231,合并报表,104586990.22,92100000.0
300165,2013-04-12,20121231,合并报表,59550217.99,47740100.0
300178,2013-04-22,20121231,合并报表,65617201.65,59950000.0
300182,2013-03-12,20121231,合并报表,143907789.01,139000000.0
300190,2013-04-18,20121231,合并报表,68000398.88,63968333.333333336
300196,2013-02-28,20121231,合并报表,88840317.53,86500000.0
300197,2013-03-19,20121231,合并报表,215906680.37,213832500.0
300202,2013-04-03,20121231,合并报表,143697748.18,104957500.0
300210,2013-03-26,20121231,合并报表,85559740.11,84000000.0
300215,2013-03-15,20121231,合并报表,141719539.93,122390000.0
300216,2013-04-09,20121231,合并报表,71213427.99,67000000.0
300236,2013-04-20,20121231,合并报表,39784056.98,36480000.0
300240,2013-04-10,20121231,合并报表,101047102.49,97840000.0
300244,2013-03-26,20121231,合并报表,60187693.38,58750000.0
300251,2013-03-08,20121231,合并报表,310219934.59,291880000.0
300255,2013-04-02,20121231,合并报表,99088101.11,87990000.0
300273,2013-03-30,20121231,合并报表,123777309.64,113500000.0
300274,2013-03-30,20121231,合并报表,72801702.77,70000000.0
300285,2013-03-26,20121231,合并报表,66238384.76,50230000.0
300288,2013-04-03,20121231,合并报表,87785890.86,84990000.0
300295,2013-03-06,20121231,合并报表,101296297.56,96500000.0
300296,2013-04-19,20121231,合并报表,58213802.61,56185000.0
300298,2013-02-05,20121231,合并报表,128826147.74,127000000.0
300306,2013-02-08,20121231,合并报表,72477380.6,70290000.0
300320,2013-03-25,20121231,合并报表,58531069.26,58360000.0
300323,2013-04-19,20121231,合并报表,87338602.85,48000000.0
300326,2013-03-06,20121231,合并报表,55523769.43,53000000.0
300336,2013-03-18,20121231,合并报表,90558107.18,86060000.0
300347,2013-03-09,20121231,合并报表,67748512.86,65603333.333333336
300349,2013-03-27,20121231,合并报表,80515252.64,80500000.0
300354,2013-04-17,20121231,合并报表,32508104.02,32000000.0
300355,2013-04-17,20121231,合并报表,127252554.48,111000000.0
600006,2013-03-26,20121231,合并报表,21734192.67,-5000000.0
600009,2013-03-02,20121231,合并报表,1581059059.47,1578000000.0
600015,2013-04-26,20121231,合并报表,12796280935.73,12065000000.0
600016,2013-03-29,20121231,合并报表,37563000000.0,36750200000.0
600026,2013-03-20,20121231,合并报表,73741212.22,-939000000.0
600027,2013-03-28,20121231,合并报表,1417695000.0,830300000.0
600030,2013-03-28,20121231,合并报表,4237418476.37,3833000000.0
600036,2013-03-29,20121231,合并报表,45268000000.0,44434000000.0
600050,2013-03-22,20121231,合并报表,2368106789.0,2252440000.0
600060,2013-04-03,20121231,合并报表,1603158980.57,1358000000.0
600066,2013-03-26,20121231,合并报表,1549721544.08,1421467000.0
600085,2013-03-26,20121231,合并报表,570056218.42,560985000.0
600108,2013-04-12,20121231,合并报表,452813312.63,419000000.0
600115,2013-03-27,20121231,合并报表,3430105000.0,3058000000.0
600153,2013-04-10,20121231,合并报表,2156036970.07,1618000000.0
600157,2013-03-09,20121231,合并报表,987883019.06,857094000.0
600183,2013-03-12,20121231,合并报表,323382228.31,321000000.0
600184,2013-04-02,20121231,合并报表,3015233.5,-33000000.0
600188,2013-03-23,20121231,合并报表,5515846765.0,4655000000.0
600196,2013-03-27,20121231,合并报表,1563916441.26,1492000000.0
600239,2013-03-27,20121231,合并报表,218246749.63,161000000.0
600268,2013-03-28,20121231,合并报表,146048394.22,114000000.0
600270,2013-03-20,20121231,合并报表,567203311.31,522287500.0
600276,2013-04-02,20121231,合并报表,1077384764.0,1067333333.3333334
600284,2013-03-26,20121231,合并报表,359127502.18,331000000.0
600309,2013-03-26,20121231,合并报表,2348879482.7,2301609666.6666665
600315,2013-03-15,20121231,合并报表,621435187.18,588500000.0
600332,2013-03-01,20121231,合并报表,395278360.28,350000000.0
600335,2013-03-28,20121231,合并报表,555722587.23,500000000.0
600352,2013-04-16,20121231,合并报表,830268804.03,781336000.0
600362,2013-03-27,20121231,合并报表,5215874606.0,5194000000.0
600372,2013-03-26,20121231,合并报表,469826152.59,459955000.0
600383,2013-04-12,20121231,合并报表,3717250195.53,3175616666.6666665
600395,2013-04-20,20121231,合并报表,1503575815.94,1440935000.0
600403,2013-04-12,20121231,合并报表,1788554317.3,1553000000.0
600409,2013-02-28,20121231,合并报表,113615050.37,94353333.33333333
600422,2013-03-12,20121231,合并报表,181750108.17,178597500.0
600425,2013-04-11,20121231,合并报表,116079858.59,97540000.0
600426,2013-03-05,20121231,合并报表,451565349.57,435177500.0
600433,2013-03-12,20121231,合并报表,202194175.44,119015000.0
600446,2013-03-22,20121231,合并报表,71104007.53,69000000.0
600486,2013-03-29,20121231,合并报表,194063827.19,188710000.0
600487,2013-03-21,20121231,合并报表,345017494.31,312903333.3333333
600511,2013-03-22,20121231,合并报表,335815809.97,326000000.0
600521,2013-02-22,20121231,合并报表,341123050.42,317333333.3333333
600522,2013-04-02,20121231,合并报表,421209442.68,412000000.0
600527,2013-04-23,20121231,合并报表,217196749.7,190500000.0
600535,2013-04-02,20121231,合并报表,769203296.25,762766250.0
600563,2013-03-21,20121231,合并报表,242034590.23,238925000.0
600572,2013-03-20,20121231,合并报表,295713135.73,273041666.6666667
600578,2013-04-11,20121231,合并报表,1614857192.75,507000000.0
600582,2013-03-28,20121231,合并报表,1134815440.58,1121826666.6666667
600583,2013-03-18,20121231,合并报表,848147479.87,703500000.0
600585,2013-03-23,20121231,合并报表,6307587487.0,6109000000.0
600594,2013-03-27,20121231,合并报表,333268220.32,315260000.0
600596,2013-04-16,20121231,合并报表,131287238.74,129340000.0
600628,2013-04-16,20121231,合并报表,236818711.15,231910000.0
600636,2013-03-16,20121231,合并报表,139485813.72,99380000.0
600655,2013-04-18,20121231,合并报表,967868881.96,793136666.6666666
600687,2013-02-28,20121231,合并报表,58783094.72,7800000.0
600690,2013-03-21,20121231,合并报表,3269459401.22,3268296000.0
600697,2013-04-18,20121231,合并报表,201854637.31,197280886.3
600712,2013-04-12,20121231,合并报表,64418444.42,64000000.0
600723,2013-03-23,20121231,合并报表,397929786.04,393002500.0
600729,2013-03-09,20121231,合并报表,697134242.22,684232857.1428572
600776,2013-04-02,20121231,合并报表,192592283.97,188720000.0
600778,2013-04-18,20121231,合并报表,335159199.42,110240000.0
600794,2013-02-06,20121231,合并报表,163022535.92,153000000.0
600795,2013-03-30,20121231,合并报表,5050573363.59,3703000000.0
600801,2013-03-26,20121231,合并报表,555658762.0,496833333.3333333
600805,2013-03-29,20121231,合并报表,1111909238.92,1016674000.0
600812,2013-04-10,20121231,合并报表,17797227.46,-89000000.0
600820,2013-04-20,20121231,合并报表,1151037593.58,1099000000.0
600837,2013-03-27,20121231,合并报表,3019776384.79,3001000000.0
600841,2013-03-28,20121231,合并报表,203709733.71,178000000.0
600856,2013-04-20,20121231,合并报表,9157729.93,9009684.0
600858,2013-03-09,20121231,合并报表,346522539.03,254740000.0
600863,2013-04-08,20121231,合并报表,1295849757.11,1238000000.0
600886,2013-04-12,20121231,合并报表,1053949166.11,906166666.6666666
600893,2013-03-26,20121231,合并报表,291634097.63,282000000.0
600897,2013-04-18,20121231,合并报表,377862312.41,371070000.0
600900,2013-04-27,20121231,合并报表,10352010961.29,10036290000.0
600967,2013-04-23,20121231,合并报表,170334654.55,167026200.0
600988,2013-02-01,20121231,合并报表,237901385.81,232170000.0
601000,2013-03-28,20121231,合并报表,645695152.43,608860000.0
601005,2013-03-29,20121231,合并报表,98813000.0,-186000000.0
601006,2013-04-26,20121231,合并报表,11502575927.0,11302400000.0
601007,2013-03-22,20121231,合并报表,110185117.99,108000000.0
601009,2013-04-26,20121231,合并报表,4012603000.0,3793000000.0
601028,2013-04-03,20121231,合并报表,117699941.43,114103333.33333333
601088,2013-03-23,20121231,合并报表,47661000000.0,45024666666.666664
601111,2013-03-27,20121231,合并报表,4948044000.0,4824275000.0
601166,2013-04-23,20121231,合并报表,34718000000.0,33600641111.11111
601169,2013-04-26,20121231,合并报表,11674808000.0,11238333333.333334
601179,2013-03-30,20121231,合并报表,117628692.88,33000000.0
601186,2013-03-29,20121231,合并报表,8629127000.0,8447000000.0
601208,2013-03-29,20121231,合并报表,134189164.47,128745000.0
601231,2013-03-27,20121231,合并报表,647333739.09,547000000.0
601299,2013-04-10,20121231,合并报表,3383835000.0,3267680000.0
601328,2013-03-28,20121231,合并报表,58369000000.0,57494250000.0
601333,2013-03-27,20121231,合并报表,1318936606.0,1313000000.0
601390,2013-03-29,20121231,合并报表,7354739000.0,7294333333.333333
601398,2013-03-28,20121231,合并报表,238532000000.0,231951290000.0
601601,2013-03-25,20121231,合并报表,5077000000.0,4790000000.0
601633,2013-03-22,20121231,合并报表,5692448955.93,5444666666.666667
601666,2013-04-23,20121231,合并报表,1121437781.39,1019850000.0
601668,2013-04-22,20121231,合并报表,15735236000.0,15475850000.0
601717,2013-03-20,20121231,合并报表,1589146742.94,1528225000.0
601800,2013-03-27,20121231,合并报表,11950287377.0,11630000000.0
601808,2013-03-23,20121231,合并报表,4559353730.0,4140440000.0
601866,2013-03-27,20121231,合并报表,522691644.3,112400000.0
601877,2013-03-23,20121231,合并报表,1261572758.0,1138153333.3333333
601888,2013-04-08,20121231,合并报表,1005639474.3,981277437.5
601898,2013-03-16,20121231,合并报表,9281271000.0,9037000000.0
601899,2013-03-28,20121231,合并报表,5211208977.0,4620000000.0
601918,2013-04-23,20121231,合并报表,1338909218.85,1251900000.0
601933,2013-03-30,20121231,合并报表,502116157.79,476050000.0
601965,2013-03-13,20121231,合并报表,297793489.29,257813333.33333334
601988,2013-03-27,20121231,合并报表,139656000000.0,132257500000.0
601991,2013-03-26,20121231,合并报表,4007816000.0,2472955000.0
601992,2013-03-21,20121231,合并报表,2965089241.74,2667000000.0
603003,2013-04-10,20121231,合并报表,58338397.38,51530000.0
603123,2013-03-30,20121231,合并报表,148069275.42,131780000.0
603366,2013-03-20,20121231,合并报表,426716910.81,410516933.3333333
