交易代码,实际净利润公告日期,实际净利润报告期,报表类型,净利润,平均预测净利润
2,2011-03-08,20101231,合并报表,7283127039.15,7275546363.636364
12,2011-03-22,20101231,合并报表,1455209218.0,1410901428.5714285
28,2011-03-22,20101231,合并报表,261116656.7,251000000.0
39,2011-03-23,20101231,合并报表,3001851000.0,2877851428.571429
59,2011-03-22,20101231,合并报表,412657232.57,236500000.0
60,2011-03-31,20101231,合并报表,707007692.13,603578160.0
63,2011-03-18,20101231,合并报表,3250247000.0,3064657142.857143
69,2011-03-04,20101231,合并报表,3039456390.71,2594200000.0
89,2011-03-19,20101231,合并报表,714150167.35,706000000.0
157,2011-03-29,20101231,合并报表,4665589677.74,4102956000.0
338,2011-03-31,20101231,合并报表,6782145439.63,6602000000.0
422,2011-03-05,20101231,合并报表,572531337.07,562680000.0
425,2011-03-10,20101231,合并报表,2926092014.14,2843966666.6666665
430,2011-01-25,20101231,合并报表,20127518.89,2000000.0
488,2011-03-31,20101231,合并报表,1163341066.21,1130500000.0
507,2011-04-02,20101231,合并报表,208236898.68,206050000.0
538,2011-03-26,20101231,合并报表,926168580.36,911000000.0
551,2011-03-22,20101231,合并报表,63348103.54,53510000.0
563,2011-01-18,20101231,合并报表,81517003.66,54500000.0
568,2011-03-26,20101231,合并报表,2205243966.21,2160956666.6666665
581,2011-03-19,20101231,合并报表,1340291115.79,967672857.1428572
590,2011-04-15,20101231,合并报表,47153713.61,44163333.333333336
596,2011-03-26,20101231,合并报表,313757556.93,253965000.0
616,2011-04-08,20101231,合并报表,546588947.1,485885000.0
623,2011-04-19,20101231,合并报表,1237656465.88,1181000000.0
630,2011-04-29,20101231,合并报表,899210704.48,836112000.0
651,2011-03-24,20101231,合并报表,4275721624.27,3928500000.0
666,2011-03-15,20101231,合并报表,244716850.09,186413333.33333334
683,2011-03-10,20101231,合并报表,111081477.62,104870000.0
708,2011-03-02,20101231,合并报表,561883303.0,544135000.0
715,2011-03-22,20101231,合并报表,66406775.74,66147500.0
717,2011-04-23,20101231,合并报表,20944952.07,-41300000.0
728,2011-03-22,20101231,合并报表,924981113.62,893430000.0
755,2011-04-26,20101231,合并报表,33383434.32,28797500.0
778,2011-03-05,20101231,合并报表,1350680719.81,1228683333.3333333
786,2011-03-19,20101231,合并报表,416694139.68,402400000.0
790,2011-03-11,20101231,合并报表,12479653.2,10000000.0
826,2011-03-31,20101231,合并报表,206992727.63,206324000.0
