交易代码,实际净利润公告日期,实际净利润报告期,报表类型,净利润,平均预测净利润
1,2015-03-13,20141231,合并报表,19802000000.0,19465000000.0
27,2015-03-27,20141231,合并报表,2034053498.89,1841000000.0
35,2015-04-21,20141231,合并报表,175015909.54,170000000.0
88,2015-04-18,20141231,合并报表,439988052.43,410200000.0
89,2015-04-30,20141231,合并报表,267996010.23,263233333.33333334
100,2015-03-03,20141231,合并报表,3183206000.0,3089500000.0
301,2015-04-14,20141231,合并报表,225158193.4,220000000.0
400,2015-03-27,20141231,合并报表,1062277611.68,1011227900.0
404,2015-03-25,20141231,合并报表,187184740.4,185000000.0
413,2015-02-17,20141231,合并报表,880625183.53,812150000.0
418,2015-03-20,20141231,合并报表,698195731.48,621600000.0
503,2015-04-18,20141231,合并报表,24977289.73,16000000.0
516,2015-04-24,20141231,合并报表,350282600.03,230560000.0
538,2015-04-28,20141231,合并报表,2506076501.86,2478666666.6666665
550,2015-03-17,20141231,合并报表,2107852075.0,2065027862.5
612,2015-04-25,20141231,合并报表,356449994.81,233500000.0
623,2015-04-21,20141231,合并报表,1410692545.8,1203940000.0
626,2015-04-04,20141231,合并报表,232592534.05,191500000.0
651,2015-04-28,20141231,合并报表,14155167229.36,13823750000.0
681,2015-02-16,20141231,合并报表,141768490.75,139340000.0
683,2015-04-02,20141231,合并报表,208056400.01,207000000.0
685,2015-04-21,20141231,合并报表,747986342.14,679112500.0
688,2015-04-24,20141231,合并报表,322605939.41,262790000.0
712,2015-04-15,20141231,合并报表,386755296.71,362000000.0
725,2015-04-21,20141231,合并报表,2562128829.0,2105000000.0
729,2015-04-10,20141231,合并报表,726139217.5,719000000.0
759,2015-03-28,20141231,合并报表,186246521.76,172000000.0
776,2015-02-14,20141231,合并报表,5022567778.39,4134730000.0
792,2015-03-31,20141231,合并报表,1302259360.5,977202000.0
798,2015-03-30,20141231,合并报表,21048280.82,13000000.0
848,2015-03-20,20141231,合并报表,443189943.39,417370000.0
885,2015-03-10,20141231,合并报表,168248987.15,165998800.0
888,2015-04-25,20141231,合并报表,189503997.45,187337000.0
900,2015-04-21,20141231,合并报表,409914821.98,375400000.0
903,2015-04-22,20141231,合并报表,161296758.68,153700000.0
920,2015-03-27,20141231,合并报表,182447522.84,141922000.0
951,2015-03-27,20141231,合并报表,431301518.9,423000000.0
977,2015-03-20,20141231,合并报表,338798121.13,237000000.0
978,2015-03-28,20141231,合并报表,41212182.33,41114333.333333336
2024,2015-03-31,20141231,合并报表,866915000.0,-550000000.0
2029,2015-04-03,20141231,合并报表,288707146.75,247255000.0
2041,2015-04-21,20141231,合并报表,380371695.87,378691250.0
2056,2015-03-28,20141231,合并报表,381282244.93,374840000.0
2058,2015-03-31,20141231,合并报表,5841680.12,3800000.0
2083,2015-04-28,20141231,合并报表,73120916.29,48820000.0
2092,2015-04-28,20141231,合并报表,332178587.96,282000000.0
2115,2015-04-29,20141231,合并报表,13934435.14,10218962.25
2117,2015-03-11,20141231,合并报表,168826144.61,168043750.0
2121,2015-04-28,20141231,合并报表,125694272.24,111000000.0
2126,2015-04-29,20141231,合并报表,151954535.49,151333333.33333334
2128,2015-03-27,20141231,合并报表,625316350.34,338000000.0
2139,2015-03-31,20141231,合并报表,65086621.32,64280000.0
2144,2015-04-24,20141231,合并报表,117522009.4,116010000.0
2156,2015-03-28,20141231,合并报表,120824422.34,118000000.0
