,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
0,0.7516778523489933,0.5174418604651163,0.5535714285714286,0.6518987341772152,0.5914634146341463,0.562874251497006,0.562874251497006,0.49142857142857144,0.5443786982248521,0.5263157894736842,0.5818181818181818,0.63125,0.5818181818181818,0.6111111111111112,0.63125,0.6838709677419355,0.6624203821656051,0.6948051948051948,0.7755102040816326,0.8,0.7171052631578947,0.74,0.6730769230769231,0.6838709677419355,0.7755102040816326,0.74,0.7755102040816326,0.8776978417266187,0.8251748251748252,0.7635135135135135,0.7516778523489933,0.7635135135135135,0.7284768211920529,0.74,0.7635135135135135,0.7755102040816326,0.8,0.8251748251748252,0.7876712328767124,0.7516778523489933,0.7171052631578947,0.7755102040816326,0.8125,0.8,0.74,0.74,0.7516778523489933,0.7171052631578947,0.8125,0.8125,0.8380281690140845,0.8251748251748252,0.8251748251748252,0.851063829787234,0.8125,0.7635135135135135,0.7635135135135135,0.7876712328767124,0.7284768211920529,0.74,0.7516778523489933,0.7516778523489933,0.6948051948051948,0.6211180124223602,0.6730769230769231,0.7635135135135135,0.7755102040816326,0.7516778523489933,0.6838709677419355,0.6624203821656051,0.6624203821656051,0.6730769230769231,0.7284768211920529,0.7516778523489933,0.74,0.7516778523489933,0.7171052631578947,0.74,0.6948051948051948
