wind代码,证券名称,董事会预案日,股东大会公告日,初始资金规模(万元),预计持股数量(万股),占总股本比例,资金来源,股票来源,持股人数,员工认购比例,高管认购比例
300651.SZ,金陵体育,2017-08-25 00:00:00,2017-09-13 00:00:00,1900.0,76.0,1.004,员工薪酬及自筹资金,"竞价转让,定向受让",200.0,94.06,5.93
002145.SZ,中核钛白,2017-08-29 00:00:00,2017-09-13 00:00:00,8000.0,2547.77,1.6,员工薪酬及自筹资金,"竞价转让,定向受让",300.0,71.25,28.75
600687.SH,*ST刚泰,2017-08-25 00:00:00,2017-09-14 00:00:00,2000.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",16.0,100.0,0.0
832159.OC,合全药业(退市),2017-08-29 00:00:00,2017-09-14 00:00:00,2616.68,,,员工薪酬及自筹资金,认购非公开发行,155.0,,
300178.SZ,腾邦国际,2017-09-02 00:00:00,2017-09-15 00:00:00,15000.0,974.6588,1.58,员工薪酬及自筹资金,竞价转让,50.0,46.7,53.3
600771.SH,广誉远,2017-08-22 00:00:00,2017-09-16 00:00:00,9000.0,710.9,10.0,员工薪酬及自筹资金,竞价转让,300.0,87.36,12.64
300506.SZ,名家汇,2017-08-29 00:00:00,2017-09-16 00:00:00,10000.0,1184.83,3.95,员工薪酬及自筹资金,竞价转让,120.0,37.3,62.7
002523.SZ,天桥起重,2017-09-02 00:00:00,2017-09-19 00:00:00,13600.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",400.0,82.57,17.43
002741.SZ,光华科技,2017-08-29 00:00:00,2017-09-19 00:00:00,7000.0,1233.118,3.3,员工薪酬及自筹资金,"竞价转让,定向受让",500.0,80.86,19.14
300467.SZ,迅游科技,2017-09-04 00:00:00,2017-09-20 00:00:00,5000.0,253.87,1.52,员工薪酬及自筹资金,"竞价转让,定向受让",40.0,76.0,24.0
300451.SZ,创业慧康,2017-08-26 00:00:00,2017-09-20 00:00:00,12000.0,380.0016,1.564,员工薪酬及自筹资金,上市公司回购,253.0,35.0,65.0
300495.SZ,美尚生态,2017-09-05 00:00:00,2017-09-21 00:00:00,10000.0,1341.38,2.23,员工薪酬及自筹资金,"竞价转让,定向受让",1000.0,70.0,30.0
002431.SZ,棕榈股份,2017-09-05 00:00:00,2017-09-22 00:00:00,10000.0,2840.91,1.91,员工薪酬及自筹资金,"竞价转让,定向受让",110.0,55.0,45.0
002272.SZ,川润股份,2017-09-09 00:00:00,2017-09-27 00:00:00,4000.0,1180.0,2.8,员工薪酬及自筹资金,"竞价转让,定向受让",141.0,56.59,43.41
002251.SZ,步步高,2017-09-14 00:00:00,2017-09-30 00:00:00,22100.0,1755.36,2.03,员工薪酬及自筹资金,竞价转让,200.0,71.04,28.96
002317.SZ,众生药业,2017-09-19 00:00:00,2017-10-11 00:00:00,5000.0,1255.23,1.54,员工薪酬及自筹资金,"竞价转让,定向受让",200.0,49.4,50.6
000987.SZ,越秀金控,2017-09-15 00:00:00,2017-10-11 00:00:00,,,,员工薪酬及自筹资金,竞价转让,4.0,0.0,100.0
300577.SZ,开润股份,2017-09-26 00:00:00,2017-10-12 00:00:00,15300.0,304.84,2.52,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",300.0,68.85,1.74
300578.SZ,会畅通讯,2017-09-21 00:00:00,2017-10-14 00:00:00,670.0,16.92,0.23,员工薪酬及自筹资金,"竞价转让,定向受让",53.0,92.54,7.46
000078.SZ,海王生物,2017-09-29 00:00:00,2017-10-14 00:00:00,12000.0,3647.4164,1.38,员工薪酬及自筹资金,"竞价转让,定向受让",115.0,63.34,36.66
002212.SZ,南洋股份,2017-09-30 00:00:00,2017-10-17 00:00:00,15000.0,1706.48,1.49,员工薪酬及自筹资金,"竞价转让,定向受让",1000.0,96.67,3.33
300657.SZ,弘信电子,2017-09-28 00:00:00,2017-10-17 00:00:00,7500.0,301.14,2.9,员工薪酬及自筹资金,竞价转让,110.0,78.85,21.15
000038.SZ,深大通,2017-09-30 00:00:00,2017-10-17 00:00:00,5000.0,631.95,1.21,员工薪酬及自筹资金,"竞价转让,定向受让",30.0,28.2,71.8
300309.SZ,吉艾科技,2017-09-26 00:00:00,2017-10-19 00:00:00,5000.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",7.0,40.0,60.0
002651.SZ,利君股份,2017-10-14 00:00:00,2017-11-01 00:00:00,10000.0,1077.0,1.07,"员工薪酬及自筹资金,股东或实际控制人借款",定向受让,30.0,66.0,34.0
002789.SZ,建艺集团,2017-10-19 00:00:00,2017-11-04 00:00:00,3500.0,139.0,1.71,员工薪酬及自筹资金,"竞价转让,定向受让",300.0,80.0,20.0
300206.SZ,理邦仪器,2017-10-19 00:00:00,2017-11-07 00:00:00,4678.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",355.0,99.79,0.21
603959.SH,百利科技,2017-10-18 00:00:00,2017-11-07 00:00:00,3000.0,103.45,0.46,员工薪酬及自筹资金,竞价转让,120.0,,
002734.SZ,利民股份,2017-10-24 00:00:00,2017-11-09 00:00:00,1623.0,60.0,0.3643,"员工薪酬及自筹资金,股东或实际控制人借款",上市公司回购,110.0,79.67,20.33
002838.SZ,道恩股份,2017-10-25 00:00:00,2017-11-10 00:00:00,5500.0,276.0,2.19,员工薪酬及自筹资金,竞价转让,80.0,38.0,62.0
300290.SZ,荣科科技,2017-10-26 00:00:00,2017-11-11 00:00:00,6000.0,573.61,1.78,员工薪酬及自筹资金,"竞价转让,定向受让",40.0,68.33,31.67
600400.SH,红豆股份,2017-10-31 00:00:00,2017-11-16 00:00:00,6666.67,2785.51,1.54,员工薪酬及自筹资金,竞价转让,40.0,95.8,4.2
000818.SZ,航锦科技,2017-11-08 00:00:00,2017-11-24 00:00:00,12000.0,1068.57,1.54,员工薪酬及自筹资金,竞价转让,3484.0,88.8,11.2
002003.SZ,伟星股份,2017-11-09 00:00:00,2017-11-25 00:00:00,5000.0,1396.65,2.4,员工薪酬及自筹资金,,330.0,90.8,9.2
002456.SZ,欧菲光,2017-11-08 00:00:00,2017-11-25 00:00:00,5000.0,443.4589,0.163,员工薪酬及自筹资金,竞价转让,449.0,,
300366.SZ,创意信息,2017-11-11 00:00:00,2017-11-29 00:00:00,3750.0,587.0,1.12,员工薪酬及自筹资金,"竞价转让,定向受让",129.0,67.67,32.33
300014.SZ,亿纬锂能,2017-11-14 00:00:00,2017-11-30 00:00:00,5500.0,249.21,0.29,员工薪酬及自筹资金,"竞价转让,定向受让",500.0,88.35,11.65
600868.SH,梅雁吉祥,2017-11-11 00:00:00,2017-12-01 00:00:00,2500.0,541.0,0.285,"员工薪酬及自筹资金,持股计划奖励金","竞价转让,定向受让,认购非公开发行",410.0,75.0,25.0
002044.SZ,美年健康,2017-11-16 00:00:00,2017-12-02 00:00:00,88000.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",3200.0,80.23,19.77
300237.SZ,美晨生态,2017-11-16 00:00:00,2017-12-02 00:00:00,36000.0,,,"员工薪酬及自筹资金,向第三方融资","竞价转让,定向受让",31.0,46.95,53.05
600728.SH,佳都科技,2017-11-15 00:00:00,2017-12-05 00:00:00,5000.0,966.18,0.59,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",220.0,75.6,24.4
000732.SZ,泰禾集团,2017-11-21 00:00:00,2017-12-07 00:00:00,50000.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",800.0,89.0,11.0
600246.SH,万通地产,2017-11-23 00:00:00,2017-12-08 00:00:00,10000.0,5063.29,2.47,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",35.0,47.0,53.0
871433.OC,捷佳润,2017-11-23 00:00:00,2017-12-09 00:00:00,65.1,43.4,,员工薪酬及自筹资金,定向受让,,,
601789.SH,宁波建工,2017-11-25 00:00:00,2017-12-12 00:00:00,16880.0,9461.0,9.69,员工薪酬及自筹资金,"竞价转让,定向受让",326.0,71.66,28.34
000669.SZ,金鸿控股,2017-11-25 00:00:00,2017-12-13 00:00:00,5000.0,1102.9412,2.27,员工薪酬及自筹资金,"竞价转让,定向受让",200.0,85.4,14.6
600973.SH,宝胜股份,2017-08-29 00:00:00,2017-12-14 00:00:00,600.0,120.48,0.1,员工薪酬及自筹资金,"竞价转让,定向受让",150.0,66.67,33.33
603696.SH,安记食品,2017-11-29 00:00:00,2017-12-15 00:00:00,4000.0,205.6,1.71,员工薪酬及自筹资金,"竞价转让,定向受让",80.0,75.0,25.0
600577.SH,精达股份,2017-11-28 00:00:00,2017-12-15 00:00:00,3220.0,1656.0,0.84,员工薪酬及自筹资金,"竞价转让,定向受让",104.0,51.86,45.03
002456.SZ,欧菲光,2017-11-28 00:00:00,2017-12-16 00:00:00,25000.0,2172.9682,0.8,员工薪酬及自筹资金,竞价转让,770.0,76.8,23.2
002240.SZ,威华股份,2017-12-02 00:00:00,2017-12-19 00:00:00,12000.0,2158.27,4.03,员工薪酬及自筹资金,"竞价转让,定向受让",139.0,70.58,29.42
603568.SH,伟明环保,2017-12-01 00:00:00,2017-12-20 00:00:00,6100.0,893.99,1.3,员工薪酬及自筹资金,"竞价转让,定向受让",19.0,50.82,49.18
300030.SZ,阳普医疗,2017-12-05 00:00:00,2017-12-21 00:00:00,5000.0,1128.67,3.66,员工薪酬及自筹资金,"竞价转让,定向受让",200.0,70.0,30.0
002781.SZ,奇信股份,2017-12-06 00:00:00,2017-12-22 00:00:00,12500.0,1030.5,4.58,员工薪酬及自筹资金,"竞价转让,定向受让",200.0,82.1,17.9
002217.SZ,合力泰,2017-12-07 00:00:00,2017-12-22 00:00:00,100000.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",3000.0,70.0,30.0
300568.SZ,星源材质,2017-12-06 00:00:00,2017-12-22 00:00:00,3000.0,225.14,1.17,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",129.0,67.95,32.05
002269.SZ,美邦服饰,2017-12-07 00:00:00,2017-12-26 00:00:00,10000.0,,2.54,员工薪酬及自筹资金,"竞价转让,定向受让",400.0,80.0,20.0
002090.SZ,金智科技,2017-12-09 00:00:00,2017-12-26 00:00:00,3300.0,455.17,1.91,员工薪酬及自筹资金,"竞价转让,定向受让",24.0,65.82,34.18
002408.SZ,齐翔腾达,2017-12-07 00:00:00,2017-12-27 00:00:00,55725.0,6376.59,3.59,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",407.0,94.32,5.68
837278.OC,皓元医药(退市),2017-12-12 00:00:00,2017-12-27 00:00:00,1525.0,305.0,6.6339,员工薪酬及自筹资金,定向受让,89.0,,
839362.OC,华力电气,2017-12-12 00:00:00,2017-12-28 00:00:00,600.0,300.0,10.0,员工薪酬及自筹资金,认购非公开发行,11.0,,
832101.OC,浩亚股份,2017-12-15 00:00:00,2017-12-30 00:00:00,1250.0,500.0,7.81,员工薪酬及自筹资金,定向受让,28.0,,
002601.SZ,龙蟒佰利,2017-12-16 00:00:00,2018-01-04 00:00:00,17600.0,3423.9749,1.68,员工薪酬及自筹资金,上市公司回购,1300.0,92.32,7.68
600438.SH,通威股份,2017-12-16 00:00:00,2018-01-06 00:00:00,36000.0,7620.66,1.96,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",13.0,0.0,30.0
002455.SZ,百川股份,2017-12-25 00:00:00,2018-01-11 00:00:00,10000.0,2016.13,3.9,员工薪酬及自筹资金,"竞价转让,定向受让",818.0,86.5,13.5
300389.SZ,艾比森,2017-12-20 00:00:00,2018-01-13 00:00:00,4500.0,721.73,2.26,员工薪酬及自筹资金,"竞价转让,定向受让",110.0,83.46,16.54
002419.SZ,天虹股份,2017-12-29 00:00:00,2018-01-16 00:00:00,11844.0,816.83,1.02,员工薪酬及自筹资金,"竞价转让,定向受让",242.0,93.53,6.47
300560.SZ,中富通,2017-12-29 00:00:00,2018-01-16 00:00:00,1000.0,59.47,0.57,员工薪酬及自筹资金,"竞价转让,定向受让",55.0,62.5,37.5
002241.SZ,歌尔股份,2017-12-27 00:00:00,2018-01-17 00:00:00,70000.0,4159.0,1.28,员工薪酬及自筹资金,"竞价转让,定向受让",1600.0,82.0,18.0
600070.SH,浙江富润,2017-12-29 00:00:00,2018-01-17 00:00:00,20000.0,2125.0,4.07,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",2000.0,70.0,30.0
600069.SH,银鸽投资,2017-12-29 00:00:00,2018-01-17 00:00:00,10000.0,2695.0,2.16,员工薪酬及自筹资金,"竞价转让,定向受让",242.0,47.0,53.0
600267.SH,海正药业,2016-10-18 00:00:00,2018-01-20 00:00:00,32002.0,10000.0,,员工薪酬及自筹资金,认购非公开发行,542.0,,
002474.SZ,榕基软件,2018-01-06 00:00:00,2018-01-23 00:00:00,6000.0,687.0,1.1,员工薪酬及自筹资金,"竞价转让,定向受让",260.0,97.42,2.58
002362.SZ,汉王科技,2018-01-06 00:00:00,2018-01-23 00:00:00,4500.0,174.76,0.8,"员工薪酬及自筹资金,股东或实际控制人借款",竞价转让,249.0,68.67,22.0
300282.SZ,三盛教育,2018-01-06 00:00:00,2018-01-23 00:00:00,5000.0,535.62,2.15,员工薪酬及自筹资金,"竞价转让,定向受让",20.0,50.0,50.0
002353.SZ,杰瑞股份,2018-01-06 00:00:00,2018-01-24 00:00:00,,380.0,0.397,股东或实际控制人借款,"竞价转让,定向受让",495.0,98.34,1.66
600190.SH,锦州港,2018-01-09 00:00:00,2018-01-25 00:00:00,3500.0,,,"员工薪酬及自筹资金,持股计划奖励金","竞价转让,定向受让",300.0,75.71,24.29
002065.SZ,东华软件,2018-01-10 00:00:00,2018-01-26 00:00:00,20054.0,2530.12,0.81,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",600.0,74.77,25.23
603885.SH,吉祥航空,2018-01-13 00:00:00,2018-01-30 00:00:00,59092.8,3864.8,2.15,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",1374.0,92.82,7.18
002831.SZ,裕同科技,2018-01-13 00:00:00,2018-01-30 00:00:00,18500.0,920.09,2.3,员工薪酬及自筹资金,"竞价转让,定向受让",300.0,79.46,20.54
002085.SZ,万丰奥威,2018-01-09 00:00:00,2018-01-30 00:00:00,23605.0,2806.0,1.28,员工薪酬及自筹资金,"竞价转让,定向受让",250.0,63.69,36.31
603859.SH,能科股份,2017-11-25 00:00:00,2018-01-30 00:00:00,5000.0,470.37,4.14,员工薪酬及自筹资金,"竞价转让,定向受让",58.0,29.56,70.44
002053.SZ,云南能投,2018-01-13 00:00:00,2018-01-31 00:00:00,3668.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",431.0,96.4,3.6
002725.SZ,跃岭股份,2018-01-03 00:00:00,2018-01-31 00:00:00,3900.0,273.87,1.71,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",150.0,73.46,26.54
603167.SH,渤海轮渡,2017-12-27 00:00:00,2018-02-01 00:00:00,12000.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",262.0,77.28,22.72
300115.SZ,长盈精密,2018-01-16 00:00:00,2018-02-01 00:00:00,50000.0,2492.0,2.74,员工薪酬及自筹资金,"竞价转让,定向受让",13.0,25.91,27.44
002508.SZ,老板电器,2018-01-12 00:00:00,2018-02-03 00:00:00,20640.0,400.0,0.42,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",,89.1957,10.8043
300232.SZ,洲明科技,2018-01-17 00:00:00,2018-02-03 00:00:00,10000.0,1407.46,2.22,员工薪酬及自筹资金,"竞价转让,定向受让",333.0,75.59,15.95
300088.SZ,长信科技,2018-01-19 00:00:00,2018-02-06 00:00:00,30000.0,4070.55,1.77,员工薪酬及自筹资金,"竞价转让,定向受让",600.0,72.33,27.67
300227.SZ,光韵达,2018-01-18 00:00:00,2018-02-06 00:00:00,4500.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",100.0,71.33,28.67
300584.SZ,海辰药业,2018-01-22 00:00:00,2018-02-07 00:00:00,4000.0,274.91,3.44,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",110.0,72.8,27.2
600173.SH,卧龙地产,2018-01-20 00:00:00,2018-02-07 00:00:00,613.0,,,持股计划奖励金,"竞价转让,定向受让",3.0,0.0,100.0
871644.OC,精典汽车,2018-01-23 00:00:00,2018-02-08 00:00:00,345.4131,77.2239,2.31,员工薪酬及自筹资金,定向受让,20.0,100.0,
603806.SH,福斯特,2018-01-24 00:00:00,2018-02-09 00:00:00,25200.0,,,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",350.0,95.44,4.56
002057.SZ,中钢天源,2018-01-24 00:00:00,2018-02-09 00:00:00,5500.0,450.81,1.76,员工薪酬及自筹资金,"竞价转让,定向受让",190.0,76.36,23.64
600580.SH,卧龙电驱,2018-01-22 00:00:00,2018-02-10 00:00:00,,,,持股计划奖励金,"竞价转让,定向受让",5.0,0.0,100.0
833002.OC,星汉股份(退市),2017-07-04 00:00:00,2018-02-13 00:00:00,1037.0017,296.2862,5.9257,员工薪酬及自筹资金,认购非公开发行,200.0,97.59,2.41
603688.SH,石英股份,2018-01-26 00:00:00,2018-02-13 00:00:00,2500.0,180.51,0.54,员工薪酬及自筹资金,"竞价转让,定向受让",118.0,58.0,42.0
002193.SZ,如意集团,2018-01-27 00:00:00,2018-02-14 00:00:00,20000.0,,,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",38.0,58.0,42.0
300136.SZ,信维通信,2017-12-01 00:00:00,2018-02-23 00:00:00,130000.0,4718.0,4.8,员工薪酬及自筹资金,"竞价转让,定向受让",25.0,37.31,62.69
300136.SZ,信维通信,2017-12-01 00:00:00,2018-02-23 00:00:00,35000.0,1270.0,1.3,员工薪酬及自筹资金,"竞价转让,定向受让",50.0,100.0,
002491.SZ,通鼎互联,2018-02-06 00:00:00,2018-02-24 00:00:00,20000.0,1680.6722,1.33,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",834.0,98.0,2.0
002685.SZ,华东重机,2018-02-05 00:00:00,2018-02-24 00:00:00,5000.0,568.18,0.56,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",120.0,86.4,13.6
000948.SZ,南天信息,2018-02-06 00:00:00,2018-02-24 00:00:00,10000.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",360.0,75.7,24.3
838414.OC,远鸿园林,2018-02-01 00:00:00,2018-02-27 00:00:00,280.12,149.0,3.6630000000000003,员工薪酬及自筹资金,定向受让,9.0,33.56,66.44
603260.SH,合盛硅业,2018-02-09 00:00:00,2018-02-27 00:00:00,17000.0,257.0,0.38,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",668.0,,
300396.SZ,迪瑞医疗,2018-02-05 00:00:00,2018-02-28 00:00:00,2506.0,55.52,0.36,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",219.0,80.61,19.39
300315.SZ,掌趣科技,2018-02-08 00:00:00,2018-02-28 00:00:00,33145.0,5515.0,2.0,"员工薪酬及自筹资金,股东或实际控制人借款",定向受让,17.0,50.77,49.23
002722.SZ,金轮股份,2018-02-13 00:00:00,2018-03-01 00:00:00,13000.0,650.65,3.71,员工薪酬及自筹资金,"竞价转让,定向受让",1800.0,96.9,3.1
002482.SZ,广田集团,2018-02-02 00:00:00,2018-03-01 00:00:00,20000.0,5108.56,3.3231,员工薪酬及自筹资金,"竞价转让,定向受让",550.0,77.6,22.4
831550.OC,成大生物,2018-02-02 00:00:00,2018-03-02 00:00:00,5300.0,314.91,0.84,员工薪酬及自筹资金,竞价转让,352.0,89.34,10.66
300250.SZ,初灵信息,2018-02-10 00:00:00,2018-03-02 00:00:00,20000.0,,,"员工薪酬及自筹资金,向第三方融资","竞价转让,定向受让",100.0,76.35,23.65
601799.SH,星宇股份,2018-02-10 00:00:00,2018-03-02 00:00:00,,,,"员工薪酬及自筹资金,持股计划奖励金","竞价转让,定向受让,股东赠与",1939.0,,
600077.SH,宋都股份,2018-02-10 00:00:00,2018-03-03 00:00:00,30000.0,8875.74,6.62,员工薪酬及自筹资金,"竞价转让,定向受让",300.0,58.57,41.43
600077.SH,宋都股份,2016-03-08 00:00:00,2018-03-03 00:00:00,27000.0,4994.6767,,员工薪酬及自筹资金,"竞价转让,定向受让",115.0,45.26,54.74
300285.SZ,国瓷材料,2018-02-13 00:00:00,2018-03-06 00:00:00,11000.0,573.51,0.96,员工薪酬及自筹资金,"竞价转让,定向受让",600.0,82.41,17.59
300351.SZ,永贵电器,2018-02-24 00:00:00,2018-03-13 00:00:00,6000.0,498.75,1.3,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",200.0,97.2,2.8
000100.SZ,TCL集团,2018-03-03 00:00:00,2018-03-20 00:00:00,27996.2,7691.3,0.57,"员工薪酬及自筹资金,持股计划奖励金","竞价转让,定向受让",700.0,89.3,10.7
300459.SZ,金科文化,2018-02-28 00:00:00,2018-03-24 00:00:00,15000.0,2742.0,1.39,员工薪酬及自筹资金,"竞价转让,定向受让",26.0,57.0,43.0
002876.SZ,三利谱,2018-03-06 00:00:00,2018-03-27 00:00:00,10000.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",200.0,50.0,50.0
603089.SH,正裕工业,2018-03-10 00:00:00,2018-03-27 00:00:00,6000.0,270.51,2.54,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",100.0,46.37,53.63
601500.SH,通用股份,2018-03-13 00:00:00,2018-03-29 00:00:00,10000.0,1248.44,1.72,员工薪酬及自筹资金,"竞价转让,定向受让",42.0,63.4,36.6
603283.SH,赛腾股份,2018-03-13 00:00:00,2018-03-29 00:00:00,4000.0,,,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",32.0,63.25,36.75
002313.SZ,日海智能,2018-03-20 00:00:00,2018-04-09 00:00:00,15000.0,966.1016,3.1,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",150.0,100.0,0.0
300596.SZ,利安隆,2018-03-23 00:00:00,2018-04-13 00:00:00,25000.0,1185.9582,6.59,员工薪酬及自筹资金,"竞价转让,定向受让",230.0,54.3,45.7
002417.SZ,深南股份,2018-03-27 00:00:00,2018-04-17 00:00:00,3000.0,279.8507,1.036,员工薪酬及自筹资金,"竞价转让,定向受让",81.0,51.33,48.67
603866.SH,桃李面包,2018-03-29 00:00:00,2018-04-19 00:00:00,682.6665,,,持股计划奖励金,"竞价转让,定向受让",109.0,96.8,3.2
000333.SZ,美的集团,2018-03-31 00:00:00,2018-04-24 00:00:00,18250.0,,,持股计划奖励金,"竞价转让,定向受让",20.0,,
000333.SZ,美的集团,2018-03-31 00:00:00,2018-04-24 00:00:00,9785.0,,,持股计划奖励金,"竞价转让,定向受让",50.0,,
002062.SZ,宏润建设,2018-02-09 00:00:00,2018-04-25 00:00:00,10000.0,4474.27,4.06,员工薪酬及自筹资金,"竞价转让,定向受让",35.0,61.5,38.5
002535.SZ,林州重机,2018-04-03 00:00:00,2018-04-25 00:00:00,3500.0,1601.83,2.0,员工薪酬及自筹资金,"竞价转让,定向受让",200.0,51.14,48.86
300021.SZ,大禹节水,2018-03-30 00:00:00,2018-04-26 00:00:00,2500.0,748.5,0.94,员工薪酬及自筹资金,"竞价转让,定向受让",300.0,78.8,21.2
603659.SH,璞泰来,2018-04-03 00:00:00,2018-04-27 00:00:00,7852.0,395.77,0.91,员工薪酬及自筹资金,"竞价转让,定向受让,认购非公开发行",339.0,84.72,15.28
600185.SH,格力地产,2018-04-12 00:00:00,2018-04-28 00:00:00,10000.0,3683.2412,1.79,员工薪酬及自筹资金,"竞价转让,定向受让",500.0,74.5,25.5
835092.OC,钢银电商,2018-04-17 00:00:00,2018-05-03 00:00:00,2205.7509,963.21,10.0,员工薪酬及自筹资金,认购非公开发行,234.0,74.25,25.75
600388.SH,龙净环保,2018-04-12 00:00:00,2018-05-03 00:00:00,7243.2658,,,持股计划奖励金,"竞价转让,定向受让",474.0,74.01,25.99
000703.SZ,恒逸石化,2018-04-17 00:00:00,2018-05-04 00:00:00,90000.0,8729.39,5.3,员工薪酬及自筹资金,"竞价转让,定向受让",1600.0,87.58,12.42
300284.SZ,苏交科,2018-04-10 00:00:00,2018-05-04 00:00:00,6000.0,,,持股计划奖励金,"竞价转让,定向受让",87.0,71.18,28.82
601116.SH,三江购物,2018-04-13 00:00:00,2018-05-09 00:00:00,600.0,,,持股计划奖励金,"竞价转让,定向受让",110.0,93.33,6.67
002233.SZ,塔牌集团,2018-04-24 00:00:00,2018-05-10 00:00:00,,,,"员工薪酬及自筹资金,持股计划奖励金","竞价转让,上市公司回购",150.0,74.17,25.83
835629.OC,华伟股份,2018-04-11 00:00:00,2018-05-10 00:00:00,384.25,153.7,2.5617,员工薪酬及自筹资金,定向受让,24.0,,
871644.OC,精典汽车,2018-04-19 00:00:00,2018-05-10 00:00:00,25.396,5.6769,0.17,员工薪酬及自筹资金,定向受让,2.0,100.0,
002867.SZ,周大生,2018-04-16 00:00:00,2018-05-11 00:00:00,15000.0,454.55,0.94,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",108.0,48.53,51.47
002311.SZ,海大集团,2018-04-20 00:00:00,2018-05-15 00:00:00,8851.1461,358.63,0.23,"员工薪酬及自筹资金,持股计划奖励金","竞价转让,定向受让",30.0,68.8702,31.13
834335.OC,蓝岛环保,2018-04-20 00:00:00,2018-05-15 00:00:00,,500.0,2.27,员工薪酬及自筹资金,"竞价转让,定向受让",27.0,,
002563.SZ,森马服饰,2018-04-26 00:00:00,2018-05-17 00:00:00,11980.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",98.0,92.49,7.51
002853.SZ,皮阿诺,2018-04-27 00:00:00,2018-05-18 00:00:00,5000.0,384.91,2.48,员工薪酬及自筹资金,"竞价转让,定向受让",155.0,85.0,15.0
300091.SZ,金通灵,2018-04-26 00:00:00,2018-05-18 00:00:00,3800.0,503.64,0.91,员工薪酬及自筹资金,"竞价转让,定向受让",100.0,53.68,46.32
002074.SZ,国轩高科,2018-02-08 00:00:00,2018-05-19 00:00:00,20000.0,1075.27,0.95,员工薪酬及自筹资金,"竞价转让,定向受让",100.0,70.0,30.0
002913.SZ,奥士康,2018-04-23 00:00:00,2018-05-19 00:00:00,11000.0,488.89,3.39,员工薪酬及自筹资金,"竞价转让,定向受让",37.0,28.18,71.82
300738.SZ,奥飞数据,2018-05-10 00:00:00,2018-05-22 00:00:00,5000.0,81.69,1.25,员工薪酬及自筹资金,"竞价转让,定向受让",,56.0,44.0
300009.SZ,安科生物,2018-05-03 00:00:00,2018-05-28 00:00:00,10000.0,,,员工薪酬及自筹资金,认购非公开发行,666.0,91.94,8.06
002024.SZ,苏宁易购,2018-05-14 00:00:00,2018-05-31 00:00:00,50000.0,7307.0874,0.78,员工薪酬及自筹资金,上市公司回购,1600.0,87.1,12.9
300355.SZ,蒙草生态,2018-05-24 00:00:00,2018-06-09 00:00:00,20000.0,6689.0,4.17,员工薪酬及自筹资金,"竞价转让,定向受让",600.0,84.87,15.13
300117.SZ,嘉寓股份,2018-06-05 00:00:00,2018-06-21 00:00:00,30000.0,6237.0,8.7,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",500.0,50.0,50.0
002217.SZ,合力泰,2017-12-07 00:00:00,2018-06-22 00:00:00,100000.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",3000.0,70.0,30.0
002171.SZ,楚江新材,2018-06-07 00:00:00,2018-06-26 00:00:00,7700.0,2111.58,1.97,员工薪酬及自筹资金,上市公司回购,200.0,90.32,9.68
