,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
0,0.5408653846153846,0.5432692307692307,0.5432692307692307,0.5420673076923077,0.5384615384615384,0.5612980769230769,0.5564903846153846,0.5564903846153846,0.5492788461538461,0.5408653846153846,0.5552884615384616,0.5444711538461539,0.5396634615384616,0.5480769230769231,0.5480769230769231,0.5396634615384616,0.5336538461538461,0.5396634615384616,0.5300480769230769,0.5420673076923077,0.5348557692307693,0.5432692307692307,0.5456730769230769,0.5288461538461539,0.5288461538461539,0.5396634615384616,0.5372596153846154,0.5360576923076923,0.5432692307692307,0.5432692307692307,0.5432692307692307,0.546875,0.5528846153846154,0.5588942307692307,0.5456730769230769,0.5444711538461539,0.546875,0.5552884615384616,0.5492788461538461,0.5504807692307693,0.5456730769230769,0.5432692307692307,0.5456730769230769,0.5420673076923077,0.5336538461538461,0.5444711538461539,0.5396634615384616,0.5324519230769231,0.53125,0.5228365384615384,0.53125,0.5276442307692307,0.5228365384615384,0.5348557692307693,0.5348557692307693,0.5252403846153846,0.5216346153846154,0.5324519230769231,0.5336538461538461,0.5384615384615384,0.5228365384615384,0.5276442307692307,0.5240384615384616,0.5252403846153846,0.5252403846153846,0.5372596153846154,0.5360576923076923,0.5432692307692307,0.5360576923076923,0.5348557692307693,0.5288461538461539,0.5228365384615384,0.5264423076923077,0.5216346153846154,0.5144230769230769,0.5204326923076923,0.5192307692307693,0.5168269230769231,0.5180288461538461
