日期,收盘价
2/23/17,6473.993
2/24/17,6476.1655
2/27/17,6424.2549
2/28/17,6450.9701
3/1/17,6467.6385
3/2/17,6434.6262
3/3/17,6452.839
3/6/17,6517.3235
3/7/17,6523.1868
3/8/17,6497.0878
3/9/17,6439.3822
3/10/17,6447.9165
3/13/17,6507.8964
3/14/17,6493.4846
3/15/17,6486.0616
3/16/17,6543.3407
3/17/17,6483.2463
3/20/17,6498.3416
3/21/17,6515.9458
3/22/17,6499.7928
3/23/17,6512.1874
3/24/17,6546.615
3/27/17,6516.0326
3/28/17,6498.6902
3/29/17,6480.543
3/30/17,6375.7437
3/31/17,6401.6479
4/5/17,6539.9665
4/6/17,6559.6526
4/7/17,6578.726
4/10/17,6566.5441
4/11/17,6629.1661
4/12/17,6576.4761
4/13/17,6615.7042
4/14/17,6528.1624
4/17/17,6456.598
4/18/17,6418.2114
4/19/17,6350.6465
4/20/17,6347.7732
4/21/17,6300.7128
4/24/17,6138.5049
4/25/17,6160.4612
4/26/17,6176.3981
4/27/17,6192.3044
4/28/17,6211.8624
5/2/17,6216.115
5/3/17,6197.4779
5/4/17,6176.3053
5/5/17,6089.6828
5/8/17,5975.5395
5/9/17,6012.0016
5/10/17,5885.841
5/11/17,5872.6391
5/12/17,5863.7832
5/15/17,5893.5075
5/16/17,6014.7344
5/17/17,6027.6504
5/18/17,5976.2998
5/19/17,5974.9772
5/22/17,5888.8127
5/23/17,5764.8759
5/24/17,5799.2499
5/25/17,5850.8006
5/26/17,5836.9338
5/31/17,5824.1042
6/1/17,5709.9994
6/2/17,5772.5174
6/5/17,5815.8022
6/6/17,5841.5232
6/7/17,5955.0153
6/8/17,5958.977
6/9/17,5969.2741
6/12/17,5902.8551
6/13/17,5980.0566
6/14/17,5966.4314
6/15/17,6021.1651
6/16/17,6012.9996
6/19/17,6057.4115
6/20/17,6066.9046
6/21/17,6078.1925
6/22/17,5992.3352
6/23/17,6010.3137
6/26/17,6111.6406
6/27/17,6113.1658
6/28/17,6086.2112
6/29/17,6116.9932
6/30/17,6138.1556
7/3/17,6177.3953
7/4/17,6146.8527
7/5/17,6193.9641
7/6/17,6201.6535
7/7/17,6226.0108
7/10/17,6206.5568
7/11/17,6128.9942
7/12/17,6132.9922
7/13/17,6149.9337
7/14/17,6128.7397
7/17/17,5876.4592
7/18/17,5938.4342
7/19/17,6059.3582
7/20/17,6099.2835
7/21/17,6126.1083
7/24/17,6167.1282
7/25/17,6153.5984
7/26/17,6146.7028
7/27/17,6184.0207
7/28/17,6215.4633
7/31/17,6298.0004
8/1/17,6286.5362
8/2/17,6251.8627
8/3/17,6261.9676
8/4/17,6225.1151
8/7/17,6303.4209
8/8/17,6303.716
8/9/17,6340.022
8/10/17,6289.2174
8/11/17,6161.1903
8/14/17,6292.6418
8/15/17,6314.7608
8/16/17,6318.7986
8/17/17,6366.034
8/18/17,6347.7557
8/21/17,6403.7803
8/22/17,6375.9814
8/23/17,6322.7819
8/24/17,6278.59
8/25/17,6346.5305
8/28/17,6424.5841
8/29/17,6408.1567
8/30/17,6453.4636
8/31/17,6470.4259
9/1/17,6526.5046
9/4/17,6564.6804
9/5/17,6571.8591
9/6/17,6607.1176
9/7/17,6558.5963
9/8/17,6574.1826
9/11/17,6649.6276
9/12/17,6644.0118
9/13/17,6684.3798
9/14/17,6672.1849
9/15/17,6622.0438
9/18/17,6669.4548
9/19/17,6636.0201
9/20/17,6692.4724
9/21/17,6612.0456
9/22/17,6572.0096
9/25/17,6489.8441
9/26/17,6520.7175
9/27/17,6583.1401
9/28/17,6567.7915
9/29/17,6603.2587
10/9/17,6678.371
10/10/17,6705.4812
10/11/17,6666.4696
10/12/17,6659.0957
10/13/17,6709.8164
10/16/17,6619.2056
10/17/17,6612.9428
10/18/17,6563.4369
10/19/17,6501.3999
10/20/17,6571.424
10/23/17,6612.7637
10/24/17,6603.0042
10/25/17,6647.892
10/26/17,6671.9288
10/27/17,6630.8067
10/30/17,6511.7616
10/31/17,6560.2054
11/1/17,6552.9545
11/2/17,6484.9258
11/3/17,6426.9799
11/6/17,6511.0958
11/7/17,6551.9363
11/8/17,6561.6897
11/9/17,6611.3517
11/10/17,6641.2164
11/13/17,6671.2054
11/14/17,6614.5136
11/15/17,6537.6563
11/16/17,6558.3085
11/17/17,6361.9415
11/20/17,6433.1702
11/21/17,6456.352
11/22/17,6439.4419
11/23/17,6274.5116
11/24/17,6278.0287
11/27/17,6194.5522
11/28/17,6299.3122
11/29/17,6318.3684
11/30/17,6263.421
12/1/17,6316.4072
12/4/17,6279.6206
12/5/17,6132.912
12/6/17,6172.8031
12/7/17,6135.4702
12/8/17,6203.1433
12/11/17,6286.1656
12/12/17,6233.2115
12/13/17,6277.441
12/14/17,6284.0807
12/15/17,6235.7608
12/18/17,6199.9889
12/19/17,6251.2416
12/20/17,6199.3628
12/21/17,6238.4987
12/22/17,6242.8847
12/25/17,6185.5907
12/26/17,6220.1473
12/27/17,6173.1528
12/28/17,6204.2702
12/29/17,6250.8207
1/2/18,6332.2269
1/3/18,6388.2533
1/4/18,6417.535
1/5/18,6417.2537
1/8/18,6446.1818
1/9/18,6445.7462
1/10/18,6405.9395
1/11/18,6425.9401
1/12/18,6399.3737
1/15/18,6253.3759
1/16/18,6301.1327
1/17/18,6267.4599
1/18/18,6286.8007
1/19/18,6272.38
1/22/18,6347.6383
1/23/18,6354.9978
1/24/18,6394.2999
1/25/18,6382.7165
1/26/18,6383.6312
1/29/18,6309.8836
1/30/18,6313.442
1/31/18,6189.3413
2/1/18,5984.7428
2/2/18,6004.8494
2/5/18,5998.2236
2/6/18,5704.2641
2/7/18,5711.3322
2/8/18,5766.4797
2/9/18,5554.8974
2/12/18,5699.0979
2/13/18,5736.9505
2/14/18,5754.8344
2/22/18,5875.7272
2/23/18,5897.6765
2/26/18,6029.6795
2/27/18,6010.5573
2/28/18,6023.677
3/1/18,6090.2247
3/2/18,6056.3354
3/5/18,6064.0983
3/6/18,6145.5768
3/7/18,6086.4874
3/8/18,6131.5142
3/9/18,6206.9754
3/12/18,6295.7776
3/13/18,6254.1457
3/14/18,6189.317
3/15/18,6180.1108
3/16/18,6146.3058
3/19/18,6153.8339
3/20/18,6173.6984
3/21/18,6129.2042
3/22/18,6101.2276
3/23/18,5787.1523
3/26/18,5902.9588
3/27/18,6034.775
3/28/18,5973.3414
3/29/18,6034.8572
3/30/18,6114.7382
4/2/18,6121.9642
4/3/18,6059.7089
4/4/18,6017.6863
4/9/18,6025.6493
4/10/18,6063.7423
4/11/18,6086.6126
4/12/18,6051.3346
4/13/18,6027.1867
4/16/18,6012.4053
4/17/18,5890.8571
4/18/18,5970.6577
4/19/18,6004.7334
4/20/18,5880.8359
4/23/18,5823.9205
4/24/18,5957.1927
4/25/18,5959.422
4/26/18,5847.9766
4/27/18,5860.9836
5/2/18,5855.3233
5/3/18,5910.6058
5/4/18,5909.2944
5/7/18,6019.1409
5/8/18,6041.8143
5/9/18,6029.2329
5/10/18,6040.5716
5/11/18,5991.3424
5/14/18,5967.5541
5/15/18,6020.5697
5/16/18,6004.0696
5/17/18,5973.7785
5/18/18,5995.1497
5/21/18,6072.1991
5/22/18,6092.9069
5/23/18,6013.8472
5/24/18,5992.6209
5/25/18,5917.7978
5/28/18,5891.2627
5/29/18,5835.4456
5/30/18,5682.5881
5/31/18,5754.4746
6/1/18,5685.1155
6/4/18,5683.1486
6/5/18,5779.0778
6/6/18,5774.2575
6/7/18,5738.0176
6/8/18,5669.3031
6/11/18,5632.3566
6/12/18,5693.3461
6/13/18,5607.0173
6/14/18,5586.9314
6/15/18,5483.9446
6/19/18,5141.7095
6/20/18,5198.3935
6/21/18,5089.2522
6/22/18,5160.1228
6/25/18,5125.0333
6/26/18,5160.2829
6/27/18,5109.4975
6/28/18,5055.1093
6/29/18,5217.7643
7/2/18,5138.7826
7/3/18,5197.1313
7/4/18,5121.3436
7/5/18,4982.7627
7/6/18,4996.6299
7/9/18,5107.5507
7/10/18,5136.5326
7/11/18,5036.1565
7/12/18,5172.5032
7/13/18,5204.1855
7/16/18,5195.2002
7/17/18,5196.1969
7/18/18,5156.6363
7/19/18,5111.3271
7/20/18,5175.2516
7/23/18,5214.0038
7/24/18,5304.641
7/25/18,5308.6569
7/26/18,5273.4789
7/27/18,5249.2904
7/30/18,5185.151
7/31/18,5188.7166
8/1/18,5105.3741
8/2/18,4996.012
8/3/18,4929.75
8/6/18,4825.2508
8/7/18,4956.8718
8/8/18,4880.5694
8/9/18,5004.7733
8/10/18,5030.5148
8/13/18,5055.2753
8/14/18,5037.8831
8/15/18,4932.8063
8/16/18,4888.3712
8/17/18,4803.0285
8/20/18,4832.6512
8/21/18,4891.9801
8/22/18,4837.0183
8/23/18,4863.6651
8/24/18,4852.2887
8/27/18,4960.0655
8/28/18,4974.2072
8/29/18,4941.9607
8/30/18,4867.1214
8/31/18,4814.8237
9/3/18,4838.873
9/4/18,4890.2806
9/5/18,4815.0343
9/6/18,4793.3454
9/7/18,4791.7779
9/10/18,4704.8782
9/11/18,4702.9032
9/12/18,4693.9743
9/13/18,4721.2121
9/14/18,4670.0799
9/17/18,4602.3901
9/18/18,4683.5056
9/19/18,4736.8934
9/20/18,4733.4806
9/21/18,4805.2151
9/25/18,4792.5507
9/26/18,4815.6306
9/27/18,4755.3803
9/28/18,4800.7287
10/8/18,4646.4929
10/9/18,4634.8939
10/10/18,4629.8877
10/11/18,4307.4208
10/12/18,4278.0353
10/15/18,4199.1532
10/16/18,4099.6831
10/17/18,4133.3832
10/18/18,4018.4614
10/19/18,4127.9854
10/22/18,4333.1445
10/23/18,4253.5561
10/24/18,4245.4884
10/25/18,4234.4208
10/26/18,4233.9585
10/29/18,4162.5255
10/30/18,4204.5424
10/31/18,4272.5518
11/1/18,4298.9837
11/2/18,4437.9456
11/5/18,4440.8274
11/6/18,4438.0965
11/7/18,4415.136
11/8/18,4382.3286
11/9/18,4368.6143
11/12/18,4481.6881
11/13/18,4563.5351
11/14/18,4545.5089
11/15/18,4619.8141
11/16/18,4659.0965
11/19/18,4670.737
11/20/18,4537.4493
11/21/18,4554.6747
11/22/18,4551.3264
11/23/18,4374.7644
11/26/18,4367.4619
11/27/18,4387.6515
11/28/18,4441.8569
11/29/18,4345.703
11/30/18,4376.6511
12/3/18,4515.1735
12/4/18,4536.2104
12/5/18,4502.7021
12/6/18,4411.0884
12/7/18,4410.9593
12/10/18,4359.3122
12/11/18,4395.5702
12/12/18,4393.324
12/13/18,4443.1572
12/14/18,4337.1025
12/17/18,4330.6465
12/18/18,4307.2675
12/19/18,4247.8991
12/20/18,4259.7614
12/21/18,4231.144
12/24/18,4274.7218
12/25/18,4225.5124
12/26/18,4208.4053
12/27/18,4161.2702
12/28/18,4168.0363
1/2/19,4131.9567
1/3/19,4112.807
1/4/19,4210.8786
1/7/19,4288.3234
1/8/19,4277.2967
1/9/19,4288.7717
1/10/19,4281.8606
1/11/19,4314.8757
1/14/19,4286.5474
1/15/19,4347.3555
1/16/19,4336.8779
1/17/19,4303.7308
1/18/19,4347.8112
1/21/19,4373.6333
1/22/19,4308.2518
1/23/19,4315.6846
1/24/19,4338.17
1/25/19,4318.4417
1/28/19,4307.2196
1/29/19,4254.2875
1/30/19,4211.6235
1/31/19,4176.4739
2/1/19,4294.2696
2/11/19,4402.8668
2/12/19,4439.485
2/13/19,4512.4088
2/14/19,4532.1699
2/15/19,4502.7348
2/18/19,4660.999
2/19/19,4667.2836
2/20/19,4667.6243
2/21/19,4659.1431
2/22/19,4777.2977
2/25/19,5044.3466
2/26/19,5038.5435
2/27/19,5017.8842
2/28/19,5025.2913
3/1/19,5067.225
3/4/19,5158.2467
3/5/19,5295.2878
3/6/19,5390.0294
3/7/19,5458.6153
3/8/19,5245.6999
3/11/19,5456.381
3/12/19,5551.0029
3/13/19,5424.8642
3/14/19,5298.5024
3/15/19,5359.0087
3/18/19,5501.183
3/19/19,5522.1801
3/20/19,5515.7856
3/21/19,5589.478
3/22/19,5622.1402
3/25/19,5549.6711
3/26/19,5394.8787
3/27/19,5447.8795
3/28/19,5370.1234
3/29/19,5547.6561
4/1/19,5757.8379
4/2/19,5775.5497
4/3/19,5836.0369
4/4/19,5871.5575
4/8/19,5847.6296
4/9/19,5858.0464
4/10/19,5850.7609
4/11/19,5727.1749
4/12/19,5714.3676
4/15/19,5655.9825
4/16/19,5777.0111
4/17/19,5807.7288
4/18/19,5775.171
4/19/19,5810.1798
4/22/19,5723.0417
4/23/19,5628.0624
4/24/19,5679.7256
4/25/19,5458.4194
4/26/19,5408.0306
4/29/19,5265.6011
4/30/19,5307.56
5/6/19,4908.7984
5/7/19,4973.4043
5/8/19,4947.7419
5/9/19,4888.4128
5/10/19,5064.323
5/13/19,5005.9044
5/14/19,4965.6124
5/15/19,5076.555
5/16/19,5108.3588
5/17/19,4942.5792
5/20/19,4923.5589
5/21/19,5009.8725
5/22/19,4976.3929
5/23/19,4872.9202
5/24/19,4841.7573
5/27/19,4962.947
5/28/19,4955.4855
5/29/19,4956.8638
5/30/19,4926.403
5/31/19,4912.0005
6/3/19,4853.8153
6/4/19,4795.4129
6/5/19,4783.8245
6/6/19,4678.7844
6/10/19,4725.2643
6/11/19,4901.4723
6/12/19,4863.4922
6/13/19,4877.6505
6/14/19,4795.5267
6/17/19,4802.8185
6/18/19,4797.1468
6/19/19,4858.9164
6/20/19,4954.7338
6/21/19,5021.3051
6/24/19,5024.2046
6/25/19,4974.9882
6/26/19,4962.5936
6/27/19,5007.4833
6/28/19,4950.4798
7/1/19,5100.2619
7/2/19,5084.41
7/3/19,5040.7227
7/4/19,5025.0207
7/5/19,5042.6599
7/8/19,4870.7807
7/9/19,4881.6235
7/10/19,4843.8649
7/11/19,4844.5474
7/12/19,4861.5679
7/15/19,4925.3243
7/16/19,4932.0458
7/17/19,4929.085
7/18/19,4844.1087
7/19/19,4878.6903
7/22/19,4776.5749
7/23/19,4823.9182
7/24/19,4873.0271
7/25/19,4891.6432
7/26/19,4898.1099
7/29/19,4897.0183
7/30/19,4922.9175
7/31/19,4903.203
8/1/19,4870.469
8/2/19,4809.9198
