实际净利润公告日期,实际净利润报告期,交易代码,报表类型,净利润
2013-03-08,20121231,1,合并报表,13402701000.0
2013-02-28,20121231,2,合并报表,12551182392.23
2013-04-27,20121231,3,合并报表,-14367229.31
2013-04-20,20121231,4,合并报表,2005254.96
2013-04-24,20121231,5,合并报表,22021617.89
2013-03-30,20121231,6,合并报表,617150754.0
2013-04-25,20121231,7,合并报表,6641577.02
2013-03-29,20121231,8,合并报表,39129030.59
2013-04-27,20121231,9,合并报表,160460653.96
2013-03-29,20121231,10,合并报表,725881.62
2013-03-30,20121231,11,合并报表,375422129.64
2013-03-26,20121231,12,合并报表,274746219.0
2013-03-29,20121231,14,合并报表,27962237.31
2013-04-25,20121231,15,合并报表,-55465455.96
2013-04-27,20121231,16,合并报表,45829234.02
2013-04-27,20121231,17,合并报表,-52443234.29
2013-04-23,20121231,18,合并报表,-247331.0
2013-04-24,20121231,19,合并报表,74529471.28
2013-04-24,20121231,20,合并报表,3241897.7
2013-03-29,20121231,21,合并报表,93561007.08
2013-03-29,20121231,23,合并报表,5171345.76
2013-03-19,20121231,24,合并报表,3318266875.59
2013-04-10,20121231,25,合并报表,7146259.35
2013-03-01,20121231,26,合并报表,116003746.03
2013-04-18,20121231,27,合并报表,964838775.12
2013-03-21,20121231,28,合并报表,475792491.12
2013-03-30,20121231,29,合并报表,106814543.53
2013-01-25,20121231,30,合并报表,-3689015.61
2013-03-30,20121231,31,合并报表,511183982.44
2013-04-27,20121231,32,合并报表,179582670.71
2013-03-12,20121231,33,合并报表,-25474075.19
2013-03-20,20121231,34,合并报表,4014789.53
2013-04-27,20121231,35,合并报表,-636052363.94
2013-04-23,20121231,36,合并报表,59012399.85
2013-04-23,20121231,37,合并报表,-204455643.36
2013-04-24,20121231,38,合并报表,2078042.37
2013-03-22,20121231,39,合并报表,1939081000.0
2013-03-30,20121231,40,合并报表,193932203.55
2013-04-13,20121231,42,合并报表,411880264.43
2013-03-02,20121231,43,合并报表,414428563.84
2013-03-30,20121231,45,合并报表,-80988887.59
2013-04-20,20121231,46,合并报表,782077010.66
2013-04-23,20121231,47,合并报表,-38414921.77
2013-04-26,20121231,48,合并报表,28008566.99
2013-04-23,20121231,49,合并报表,143636476.53
2013-03-02,20121231,50,合并报表,54416788.0
2013-03-23,20121231,55,合并报表,24948377.2
2013-04-19,20121231,56,合并报表,18186252.87
2013-03-30,20121231,58,合并报表,45587138.06
2013-02-28,20121231,59,合并报表,19626470.57
2013-04-12,20121231,60,合并报表,432788741.06
2013-04-26,20121231,61,合并报表,47825253.15
2013-02-28,20121231,62,合并报表,281219862.76
2013-03-28,20121231,63,合并报表,-2840962000.0
2013-03-26,20121231,65,合并报表,119714896.08
2013-04-20,20121231,66,合并报表,-239527647.06
2013-03-26,20121231,68,合并报表,3166051.08
2013-03-09,20121231,69,合并报表,3849766455.36
2013-04-09,20121231,70,合并报表,47112843.73
2013-04-23,20121231,78,合并报表,59066952.2
