实际净利润公告日期,实际净利润报告期,交易代码,报表类型,净利润
2014-03-07,20131231,000001,合并报表,15231000000.0
2015-03-13,20131231,000001,合并报表(单季度调整),3535000000.0
2015-03-13,20131231,000001,合并报表(调整),15231000000.0
2014-03-07,20131231,000001,合并报表(单季度),3535000000.0
2015-03-31,20131231,000002,合并报表(单季度调整),8958330524.8
2014-03-07,20131231,000002,合并报表,15118549405.78
2014-03-07,20131231,000002,母公司报表,7795895844.62
2015-03-31,20131231,000002,母公司报表(单季度调整),688529510.27
2015-03-31,20131231,000002,合并报表(调整),15118549405.78
2015-03-31,20131231,000002,母公司报表(调整),7795895844.62
2014-03-07,20131231,000002,合并报表(单季度),8958330524.8
2014-03-07,20131231,000002,母公司报表(单季度),688529510.27
2015-04-30,20131231,000003,母公司报表(调整),-1059872.45
2015-04-30,20131231,000003,合并报表(调整),-12716605.19
2014-04-30,20131231,000003,合并报表,-12716605.19
2014-04-30,20131231,000003,母公司报表,-1059872.45
2015-04-30,20131231,000004,母公司报表(单季度调整),8871502.91
2015-04-30,20131231,000004,合并报表(单季度调整),-1921431.28
2015-04-30,20131231,000004,母公司报表(调整),6318995.44
2015-04-30,20131231,000004,合并报表(调整),-1033376.96
2014-04-22,20131231,000004,合并报表(单季度),-1921431.28
2014-04-22,20131231,000004,母公司报表(单季度),8871502.91
2014-04-22,20131231,000004,母公司报表,6318995.44
2014-04-22,20131231,000004,合并报表,-1033376.96
2014-04-26,20131231,000005,合并报表,-42344755.22
2015-04-11,20131231,000005,合并报表(调整),-42344755.22
2014-04-26,20131231,000005,合并报表(单季度),-13344666.32
2014-04-26,20131231,000005,母公司报表(单季度),-12178544.71
2014-04-26,20131231,000005,母公司报表,-27103407.93
2015-04-11,20131231,000005,母公司报表(单季度调整),-12178544.71
2015-04-11,20131231,000005,合并报表(单季度调整),-13344666.32
2015-04-11,20131231,000005,母公司报表(调整),-27103407.93
2015-04-01,20131231,000006,合并报表(调整),696085752.22
2015-04-01,20131231,000006,母公司报表(调整),358506297.09
2015-04-01,20131231,000006,母公司报表(单季度调整),33297413.02
2014-03-15,20131231,000006,合并报表,696085752.22
2014-03-15,20131231,000006,母公司报表,358506297.09
