实际净利润公告日期,实际净利润报告期,交易代码,报表类型,净利润
2010-03-12,20091231,000001,合并报表(单季度),1393310000.0
2010-03-12,20091231,000001,合并报表,5030729000.0
2011-02-25,20091231,000001,合并报表(单季度调整),1393310000.0
2011-02-25,20091231,000001,合并报表(调整),5030729000.0
2010-03-02,20091231,000002,合并报表(单季度),2372145488.16
2011-03-08,20091231,000002,合并报表(单季度调整),2372145488.16
2011-03-08,20091231,000002,母公司报表(单季度调整),199928013.74
2011-03-08,20091231,000002,合并报表(调整),5329737727.0
2011-03-08,20091231,000002,母公司报表(调整),2874475278.28
2010-03-02,20091231,000002,母公司报表,2874475278.28
2010-03-02,20091231,000002,合并报表,5329737727.0
2010-03-02,20091231,000002,母公司报表(单季度),199928013.74
2011-04-28,20091231,000003,合并报表(调整),-18768327.89
2011-04-28,20091231,000003,母公司报表(调整),-4411852.92
2010-04-21,20091231,000003,合并报表,-18768327.89
2010-04-21,20091231,000003,母公司报表,-4411852.92
2010-04-17,20091231,000004,合并报表(单季度),4587311.26
2010-04-17,20091231,000004,母公司报表(单季度),-257017.18
2010-04-17,20091231,000004,母公司报表,-1287402.29
2011-04-23,20091231,000004,合并报表(调整),2468845.24
2010-04-17,20091231,000004,合并报表,2468845.24
2011-04-23,20091231,000004,母公司报表(调整),-1287402.29
2011-04-23,20091231,000004,母公司报表(单季度调整),-257017.18
2011-04-23,20091231,000004,合并报表(单季度调整),4587311.26
2011-04-30,20091231,000005,母公司报表(单季度调整),-31342357.31
2010-04-30,20091231,000005,母公司报表(单季度),-31342357.31
2010-04-30,20091231,000005,合并报表(单季度),-37197767.79
2010-04-30,20091231,000005,合并报表,-48919528.98
2010-04-30,20091231,000005,母公司报表,-41609778.67
2011-04-30,20091231,000005,合并报表(单季度调整),-37197767.79
2011-04-30,20091231,000005,母公司报表(调整),-41609778.67
2011-04-30,20091231,000005,合并报表(调整),-48919528.98
2010-03-17,20091231,000006,合并报表,326306681.44
2010-03-17,20091231,000006,合并报表(单季度),152617498.68
2010-03-17,20091231,000006,母公司报表(单季度),106131422.6
2011-03-31,20091231,000006,合并报表(调整),326306681.44
2011-03-31,20091231,000006,母公司报表(单季度调整),106131422.6
2010-03-17,20091231,000006,母公司报表,271923701.51
2011-03-31,20091231,000006,母公司报表(调整),271923701.51
2011-03-31,20091231,000006,合并报表(单季度调整),152617498.68
2010-04-21,20091231,000007,母公司报表,72755383.44
2010-04-21,20091231,000007,母公司报表(单季度),-1516814.46
2010-04-21,20091231,000007,合并报表(单季度),-29183854.24
2011-04-23,20091231,000007,母公司报表(调整),72755383.44
2011-04-23,20091231,000007,母公司报表(单季度调整),-1516814.46
2010-04-21,20091231,000007,合并报表,26129366.86
2011-04-23,20091231,000007,合并报表(单季度调整),-25644261.12
2011-04-23,20091231,000007,合并报表(调整),29668959.98
2010-03-27,20091231,000008,母公司报表(单季度),399956.87
2010-03-27,20091231,000008,合并报表(单季度),399956.87
2010-03-27,20091231,000008,合并报表,313488.74
2011-02-25,20091231,000008,合并报表(单季度调整),399956.87
2011-02-25,20091231,000008,母公司报表(单季度调整),399956.87
2011-02-25,20091231,000008,母公司报表(调整),313488.74
2011-02-25,20091231,000008,合并报表(调整),313488.74
2010-03-27,20091231,000008,母公司报表,313488.74
2011-03-23,20091231,000009,母公司报表(单季度调整),63764076.15
2010-03-27,20091231,000009,合并报表,253459677.97
2010-03-27,20091231,000009,母公司报表,56865333.64
2010-03-27,20091231,000009,母公司报表(单季度),63764076.15
2010-03-27,20091231,000009,合并报表(单季度),60498601.95
2011-03-23,20091231,000009,合并报表(调整),253459677.97
2011-03-23,20091231,000009,母公司报表(调整),56865333.64
2011-03-23,20091231,000009,合并报表(单季度调整),60498601.95
2010-04-22,20091231,000010,合并报表(单季度),371973.88
2010-04-22,20091231,000010,母公司报表,-30861220.03
2010-04-22,20091231,000010,合并报表,7391891.23
2010-04-22,20091231,000010,母公司报表(单季度),-30590259.96
2011-04-29,20091231,000010,合并报表(调整),7391891.23
2011-04-29,20091231,000010,母公司报表(调整),-30861220.03
2011-04-29,20091231,000010,合并报表(单季度调整),371973.88
2011-04-29,20091231,000010,母公司报表(单季度调整),-30590259.96
2011-04-26,20091231,000011,合并报表(调整),96933951.02
2011-04-26,20091231,000011,母公司报表(调整),462937195.91
2011-04-26,20091231,000011,合并报表(单季度调整),-63347746.09
2011-04-26,20091231,000011,母公司报表(单季度调整),-32720788.19
2010-02-09,20091231,000011,母公司报表(单季度),-32720788.19
2010-02-09,20091231,000011,合并报表(单季度),-63347746.09
2010-02-09,20091231,000011,合并报表,96933951.02
2010-02-09,20091231,000011,母公司报表,462937195.91
2010-03-30,20091231,000012,母公司报表(单季度),-11056019.0
2010-03-30,20091231,000012,合并报表(单季度),254342081.0
2011-03-22,20091231,000012,合并报表(单季度调整),254342081.0
2011-03-22,20091231,000012,母公司报表(调整),460142440.0
2011-03-22,20091231,000012,合并报表(调整),831944393.0
2011-03-22,20091231,000012,母公司报表(单季度调整),-11056019.0
2010-03-30,20091231,000012,母公司报表,460142440.0
2010-03-30,20091231,000012,合并报表,831944393.0
2010-04-27,20091231,000013,合并报表,-80655704.75
2010-03-20,20091231,000014,合并报表(更正前),80226797.61
2010-03-20,20091231,000014,母公司报表(更正前),83346844.83
2010-03-20,20091231,000014,母公司报表(单季度),5034273.89
2010-03-20,20091231,000014,合并报表(单季度),6977930.57
2010-03-20,20091231,000014,合并报表,76460249.61
2010-03-20,20091231,000014,母公司报表,82046844.83
2011-04-25,20091231,000014,母公司报表(单季度调整),5034273.89
2011-04-25,20091231,000014,合并报表(单季度调整),6977930.57
2011-04-25,20091231,000014,母公司报表(调整),82046844.83
2011-04-25,20091231,000014,合并报表(调整),76460249.61
2011-04-22,20091231,000015,合并报表(单季度调整),-27090276.28
