实际净利润公告日期,实际净利润报告期,交易代码,报表类型,净利润
2019-03-07,20181231,1,合并报表,24818000000.0
2019-03-26,20181231,2,合并报表,33772651678.61
2019-04-27,20181231,3,合并报表,4348048.78
2019-04-26,20181231,4,合并报表,-20270783.78
2019-04-25,20181231,5,合并报表,148809093.72
2019-03-30,20181231,6,合并报表,874243319.22
2019-04-30,20181231,7,合并报表,-196212068.92
2019-04-25,20181231,8,合并报表,325051555.98
2019-04-30,20181231,9,合并报表,213780584.63
2019-04-25,20181231,10,合并报表,-731500477.92
2019-03-30,20181231,11,合并报表,592723852.71
2019-04-17,20181231,12,合并报表,452965935.0
2019-03-30,20181231,14,合并报表,146000417.81
2019-03-30,20181231,16,合并报表,411289744.68
2019-04-20,20181231,17,合并报表,-1591968.91
2019-04-30,20181231,18,合并报表,-1704739736.4
2019-04-27,20181231,19,合并报表,308331032.44
2019-04-30,20181231,20,合并报表,3295022.72
2019-04-20,20181231,21,合并报表,530073217.29
2019-04-18,20181231,23,合并报表,26320484.31
2019-04-02,20181231,25,合并报表,86924058.72
2019-03-15,20181231,26,合并报表,183835095.29
2019-04-04,20181231,27,合并报表,690676817.8
2019-04-25,20181231,28,合并报表,1210742435.78
2019-03-29,20181231,29,合并报表,503498831.6
2019-04-30,20181231,30,合并报表,881637741.83
2019-04-04,20181231,31,合并报表,1388769282.14
2019-04-25,20181231,32,合并报表,107017391.49
2019-03-27,20181231,34,合并报表,512408008.06
2019-04-29,20181231,35,合并报表,216492499.96
2019-04-30,20181231,36,合并报表,968644086.69
2019-03-28,20181231,37,合并报表,19253766.12
2019-04-30,20181231,38,合并报表,-2349662261.13
2019-03-28,20181231,39,合并报表,3380436000.0
2019-04-30,20181231,40,合并报表,1117732285.03
2019-04-13,20181231,42,合并报表,446690331.69
2019-03-13,20181231,43,合并报表,856613367.46
2019-04-27,20181231,45,合并报表,-22980624.93
2019-04-17,20181231,46,合并报表,930839302.26
2019-04-27,20181231,47,合并报表,-5198746.94
2019-04-15,20181231,48,合并报表,437394982.71
2019-04-30,20181231,49,合并报表,401369963.05
2019-03-15,20181231,50,合并报表,925542329.07
2019-01-30,20181231,55,合并报表,2246164571.68
2019-04-25,20181231,56,合并报表,90652194.53
2019-04-30,20181231,58,合并报表,27852740.23
2019-04-20,20181231,59,合并报表,1055368991.36
2019-03-30,20181231,60,合并报表,919939796.37
2019-04-27,20181231,61,合并报表,42767102.22
2019-03-28,20181231,62,合并报表,685569918.31
2019-03-28,20181231,63,合并报表,-6983662000.0
2019-04-02,20181231,65,合并报表,589176078.24
2019-04-30,20181231,66,合并报表,987100274.54
2019-04-20,20181231,68,合并报表,-132885591.79
2019-03-30,20181231,69,合并报表,10588870563.62
2019-04-16,20181231,70,合并报表,275650494.21
2019-04-27,20181231,78,合并报表,414691787.19
2019-04-03,20181231,88,合并报表,474644068.48
2019-03-30,20181231,89,合并报表,668007718.91
2019-04-02,20181231,90,合并报表,781577703.9
2019-04-04,20181231,96,合并报表,107730577.9
2019-03-19,20181231,99,合并报表,150458865.08
2019-03-20,20181231,100,合并报表,3468211000.0
2019-04-26,20181231,150,合并报表,177415273.27
2019-03-30,20181231,151,合并报表,83421145.18
2019-04-26,20181231,153,合并报表,60926377.37
2019-04-27,20181231,155,合并报表,300951777.94
2019-04-30,20181231,156,合并报表,644188211.38
2019-03-30,20181231,157,合并报表,2019857001.7
2019-04-30,20181231,158,合并报表,185972590.91
2019-04-16,20181231,159,合并报表,59920131.11
2019-02-28,20181231,166,合并报表,4160188689.17
2019-04-03,20181231,301,合并报表,846733148.63
2019-04-20,20181231,333,合并报表,20230779000.0
2019-03-26,20181231,338,合并报表,8657527308.21
2019-03-29,20181231,400,合并报表,199660750.0
2019-03-21,20181231,401,合并报表,1483228682.92
2019-03-29,20181231,402,合并报表,3268570827.61
2019-04-25,20181231,403,合并报表,79982796.95
2019-03-23,20181231,404,合并报表,72147188.31
2019-04-25,20181231,405,合并报表,389634.97
2019-04-18,20181231,407,合并报表,102530653.04
2019-04-30,20181231,408,合并报表,1299161849.82
2019-04-23,20181231,409,合并报表,30981337.92
2019-04-29,20181231,410,合并报表,-788262394.7
2019-04-26,20181231,411,合并报表,93851378.92
2019-04-30,20181231,413,合并报表,2163607505.39
2019-04-23,20181231,415,合并报表,2279324000.0
2019-03-29,20181231,416,合并报表,19983416.04
2019-04-04,20181231,417,合并报表,224495838.41
2019-03-30,20181231,418,合并报表,1862458658.29
2019-04-13,20181231,419,合并报表,141430326.27
2019-03-15,20181231,420,合并报表,132413848.35
2019-03-22,20181231,421,合并报表,143204514.39
2019-04-04,20181231,422,合并报表,268776992.11
2019-03-14,20181231,423,合并报表,2084866052.69
2019-04-30,20181231,425,合并报表,2045733651.54
2019-04-30,20181231,426,合并报表,-170635150.62
2019-04-27,20181231,428,合并报表,-477613683.55
2019-03-29,20181231,429,合并报表,1677028179.18
2019-03-19,20181231,430,合并报表,26403926.78
2019-03-30,20181231,488,合并报表,2509828858.47
2019-03-15,20181231,498,合并报表,663619199.72
2019-04-20,20181231,501,合并报表,1049946243.15
2019-03-28,20181231,502,合并报表,77441510.24
2019-04-27,20181231,503,合并报表,-187759869.23
2019-04-30,20181231,504,合并报表,-35188300.29
2019-03-30,20181231,505,合并报表,167956581.15
2019-04-27,20181231,506,合并报表,42189840.94
2019-04-29,20181231,507,合并报表,168786840.81
2019-04-20,20181231,509,合并报表,-53720897.01
