实际净利润公告日期,实际净利润报告期,交易代码,报表类型,净利润
2014-03-07,20131231,1,合并报表,15231000000.0
2014-03-07,20131231,2,合并报表,15118549405.78
2014-04-30,20131231,3,合并报表,-12716605.19
2014-04-22,20131231,4,合并报表,-1033376.96
2014-04-26,20131231,5,合并报表,-42344755.22
2014-03-15,20131231,6,合并报表,696085752.22
2014-04-26,20131231,7,合并报表,23267539.95
2014-03-29,20131231,8,合并报表,22757953.94
2014-04-26,20131231,9,合并报表,292399996.79
2014-04-25,20131231,10,合并报表,3140105.46
2014-04-01,20131231,11,合并报表,300840563.81
2014-03-25,20131231,12,合并报表,1535929739.0
2014-03-31,20131231,14,合并报表,28754423.82
2014-04-24,20131231,15,合并报表,-55542258.33
2014-04-04,20131231,16,合并报表,45163004.1
2014-04-28,20131231,17,合并报表,1575223894.89
2014-02-28,20131231,18,合并报表,8214810.0
2014-03-18,20131231,19,合并报表,43662208.27
2014-04-22,20131231,20,合并报表,-6517401.44
2014-03-31,20131231,21,合并报表,229931230.46
2014-04-28,20131231,23,合并报表,15031454.08
2014-03-18,20131231,24,合并报表,4202152074.18
2014-04-01,20131231,25,合并报表,6900719.04
2014-03-01,20131231,26,合并报表,130125124.48
2014-03-28,20131231,27,合并报表,1452986892.64
2014-03-22,20131231,28,合并报表,520488198.8
2014-03-29,20131231,29,合并报表,228268271.23
2014-04-30,20131231,30,合并报表,543006376.99
2014-04-12,20131231,31,合并报表,534570092.14
2014-04-29,20131231,32,合并报表,8486832.03
2014-04-30,20131231,33,合并报表,3486206.64
2014-03-12,20131231,34,合并报表,16766914.58
2014-03-12,20131231,35,合并报表,1131546995.33
2014-04-22,20131231,36,合并报表,79814380.99
2014-04-25,20131231,37,合并报表,53099116.45
2014-04-25,20131231,38,合并报表,1989975.92
2014-03-26,20131231,39,合并报表,2180321000.0
2014-03-29,20131231,40,合并报表,103031902.9
2014-03-28,20131231,42,合并报表,405502224.15
2014-03-01,20131231,43,合并报表,467059166.43
2014-03-29,20131231,45,合并报表,47222590.97
2014-03-28,20131231,46,合并报表,1181208075.2
2014-04-24,20131231,47,合并报表,-37737984.87
2014-04-29,20131231,48,合并报表,-9020255.58
2014-02-25,20131231,49,合并报表,206026024.91
2014-03-05,20131231,50,合并报表,143545226.0
2014-03-11,20131231,55,合并报表,85676863.78
2014-03-15,20131231,56,合并报表,2320696950.25
2014-03-20,20131231,58,合并报表,54338735.35
2014-03-27,20131231,59,合并报表,-155178297.1
2014-03-27,20131231,60,合并报表,413122430.54
2014-04-30,20131231,61,合并报表,111288271.34
2014-03-07,20131231,62,合并报表,412014201.21
2014-03-27,20131231,63,合并报表,1357657000.0
2014-03-31,20131231,65,合并报表,156108079.36
2014-04-22,20131231,66,合并报表,29486339.57
2014-03-18,20131231,68,合并报表,-37201394.29
2014-03-13,20131231,69,合并报表,4408287914.1
2014-04-09,20131231,70,合并报表,61465513.27
2014-04-22,20131231,78,合并报表,117047963.46
2014-04-16,20131231,88,合并报表,388464524.92
2014-04-03,20131231,89,合并报表,502296066.01
2014-03-29,20131231,90,合并报表,378434883.51
2014-04-29,20131231,96,合并报表,67281325.57
2014-04-10,20131231,99,合并报表,192189729.9
2014-02-25,20131231,100,合并报表,2109067000.0
2014-04-18,20131231,150,合并报表,91901534.01
2014-03-22,20131231,151,合并报表,93112964.96
2014-04-11,20131231,153,合并报表,27346624.31
