实际净利润公告日期,实际净利润报告期,交易代码,报表类型,净利润
2013-03-08,20111231,000001,合并报表(调整),10278631000.0
2012-03-09,20111231,000001,合并报表(单季度),2591449000.0
2012-03-09,20111231,000001,母公司报表(单季度),2062008000.0
2013-03-08,20111231,000001,母公司报表(单季度调整),2062008000.0
2013-03-08,20111231,000001,合并报表(单季度调整),2591449000.0
2013-03-08,20111231,000001,母公司报表(调整),9181197000.0
2012-03-09,20111231,000001,母公司报表,9181197000.0
2012-03-09,20111231,000001,合并报表,10278631000.0
2013-02-28,20111231,000002,母公司报表(调整),4372887322.93
2013-02-28,20111231,000002,合并报表(单季度调整),6040965094.02
2013-02-28,20111231,000002,母公司报表(单季度调整),-125191707.27
2012-03-13,20111231,000002,母公司报表,4372887322.93
2012-03-13,20111231,000002,合并报表(单季度),6040965094.02
2012-03-13,20111231,000002,合并报表,9624875268.23
2013-02-28,20111231,000002,合并报表(调整),9624875268.23
2012-03-13,20111231,000002,母公司报表(单季度),-125191707.27
2013-04-27,20111231,000003,合并报表,-13722698.98
2013-04-27,20111231,000003,母公司报表,-1009555.6
2013-04-27,20111231,000003,母公司报表(调整),-1009555.6
2013-04-27,20111231,000003,合并报表(调整),-13722698.98
2012-04-21,20111231,000004,合并报表,2989891.05
2012-04-21,20111231,000004,母公司报表(单季度),-1484110.03
2012-04-21,20111231,000004,合并报表(单季度),2466790.09
2012-04-21,20111231,000004,母公司报表,-4796915.7
2013-04-20,20111231,000004,母公司报表(调整),-4796915.7
2013-04-20,20111231,000004,合并报表(单季度调整),2466790.09
2013-04-20,20111231,000004,母公司报表(单季度调整),-1484110.03
2013-04-20,20111231,000004,合并报表(调整),2989891.05
2012-04-24,20111231,000005,母公司报表(单季度),-10538810.38
2012-04-24,20111231,000005,母公司报表,12674241.53
2013-04-24,20111231,000005,合并报表(调整),11414651.25
2012-04-24,20111231,000005,合并报表,11414651.25
2013-04-24,20111231,000005,母公司报表(单季度调整),-10538810.38
2012-04-24,20111231,000005,合并报表(单季度),-2242000.68
2013-04-24,20111231,000005,合并报表(单季度调整),-2242000.68
2013-04-24,20111231,000005,母公司报表(调整),12674241.53
2012-04-18,20111231,000006,合并报表(单季度),159753170.84
2012-04-18,20111231,000006,母公司报表(单季度),176319016.45
2012-04-18,20111231,000006,母公司报表,503111973.56
2012-04-18,20111231,000006,合并报表,433967868.62
2013-03-30,20111231,000006,母公司报表(单季度调整),176319016.45
2013-03-30,20111231,000006,合并报表(单季度调整),159753170.84
2013-03-30,20111231,000006,母公司报表(调整),503111973.56
2013-03-30,20111231,000006,合并报表(调整),433967868.62
2013-04-25,20111231,000007,合并报表(单季度调整),5543330.15
2013-04-25,20111231,000007,母公司报表(调整),-7011954.6
2012-02-23,20111231,000007,合并报表,5701718.89
2012-02-23,20111231,000007,母公司报表,-7011954.6
2012-02-23,20111231,000007,合并报表(单季度),5543330.15
2012-02-23,20111231,000007,母公司报表(单季度),-2440382.42
2013-04-25,20111231,000007,母公司报表(单季度调整),-2440382.42
2013-04-25,20111231,000007,合并报表(调整),5701718.89
2013-03-29,20111231,000008,母公司报表(单季度调整),-99119.9
2013-03-29,20111231,000008,合并报表(单季度调整),34429811.12
2013-03-29,20111231,000008,母公司报表(调整),-539451.82
2013-03-29,20111231,000008,合并报表(调整),33989479.2
2012-03-03,20111231,000008,母公司报表,-539451.82
2012-03-03,20111231,000008,合并报表,-539451.82
2012-03-03,20111231,000008,合并报表(单季度),-99119.9
2012-03-03,20111231,000008,母公司报表(单季度),-99119.9
2012-04-26,20111231,000009,合并报表(单季度),39416385.43
2012-04-26,20111231,000009,母公司报表,47766385.23
2013-04-27,20111231,000009,合并报表(单季度调整),39416385.43
2013-04-27,20111231,000009,母公司报表(单季度调整),113695718.45
2013-04-27,20111231,000009,合并报表(调整),269923293.62
2013-04-27,20111231,000009,母公司报表(调整),47766385.23
2012-04-26,20111231,000009,母公司报表(单季度),113695718.45
2012-04-26,20111231,000009,合并报表,269923293.62
2013-03-29,20111231,000010,合并报表(调整),5014847.58
2012-04-27,20111231,000010,母公司报表(单季度),1917165.23
2012-04-27,20111231,000010,合并报表(单季度),4818703.89
2012-04-27,20111231,000010,合并报表,5023898.7
2012-04-27,20111231,000010,母公司报表,1777328.24
2013-03-29,20111231,000010,母公司报表(调整),1768277.12
2013-03-29,20111231,000010,合并报表(单季度调整),4809652.77
2013-03-29,20111231,000010,母公司报表(单季度调整),1908114.11
2012-04-27,20111231,000010,母公司报表(更正前),1768277.12
2012-04-27,20111231,000010,合并报表(更正前),5014847.58
2013-03-30,20111231,000011,合并报表(单季度调整),-48254057.36
2013-03-30,20111231,000011,母公司报表(单季度调整),-31645482.26
2013-03-30,20111231,000011,母公司报表(调整),-37392803.39
2013-03-30,20111231,000011,合并报表(调整),261108340.62
2012-03-30,20111231,000011,母公司报表,-37392803.39
2012-03-30,20111231,000011,合并报表,257461077.54
2012-03-30,20111231,000011,母公司报表(单季度),-31645482.26
2012-03-30,20111231,000011,合并报表(单季度),-49016252.57
2013-03-26,20111231,000012,母公司报表(单季度调整),-70192040.0
2013-03-26,20111231,000012,合并报表(单季度调整),68142457.0
2013-03-26,20111231,000012,母公司报表(调整),934049494.0
2013-03-26,20111231,000012,合并报表(调整),1178229197.0
2012-03-27,20111231,000012,合并报表(单季度),68142457.0
2012-03-27,20111231,000012,母公司报表(单季度),-70192040.0
2012-03-27,20111231,000012,母公司报表,934049494.0
2012-03-27,20111231,000012,合并报表,1178229197.0
2013-03-29,20111231,000014,合并报表(单季度调整),41644129.66
2012-03-23,20111231,000014,合并报表(单季度),41644129.66
2012-03-23,20111231,000014,母公司报表(单季度),68154390.61
2012-03-23,20111231,000014,合并报表(更正前),54299409.14
2012-03-23,20111231,000014,母公司报表,46208347.64
2013-03-29,20111231,000014,母公司报表(调整),49905022.64
