实际净利润公告日期,实际净利润报告期,交易代码,报表类型,净利润
2017-03-17,20161231,000001,合并报表,22599000000.0
2018-03-15,20161231,000001,合并报表(调整),22599000000.0
2018-03-15,20161231,000001,合并报表(单季度调整),3880000000.0
2017-03-17,20161231,000001,合并报表(单季度),3880000000.0
2018-03-27,20161231,000002,母公司报表(调整),12777146023.88
2017-03-27,20161231,000002,母公司报表(单季度),-710860234.55
2018-03-27,20161231,000002,合并报表(单季度调整),12760225244.8
2017-03-27,20161231,000002,合并报表(单季度),12760225244.8
2017-03-27,20161231,000002,母公司报表,12777146023.88
2017-03-27,20161231,000002,合并报表,21022606256.56
2018-03-27,20161231,000002,合并报表(调整),21022606256.56
2018-03-27,20161231,000002,母公司报表(单季度调整),-710860234.55
2017-04-27,20161231,000003,母公司报表,1599094932.73
2018-04-27,20161231,000003,合并报表(调整),1617024158.35
2017-04-27,20161231,000003,合并报表,1617024158.35
2018-04-27,20161231,000003,母公司报表(调整),1599094932.73
2018-04-28,20161231,000004,母公司报表(单季度调整),35407559.39
2018-04-28,20161231,000004,合并报表(单季度调整),24600777.85
2018-04-28,20161231,000004,母公司报表(调整),34811954.99
2018-04-28,20161231,000004,合并报表(调整),39299310.06
2017-04-11,20161231,000004,母公司报表,34811954.99
2017-04-11,20161231,000004,合并报表,39299310.06
2017-04-11,20161231,000004,母公司报表(单季度),35407559.39
2017-04-11,20161231,000004,合并报表(单季度),24600777.85
2018-04-21,20161231,000005,合并报表(单季度调整),-25112026.55
2018-04-21,20161231,000005,合并报表(调整),108657351.5
2017-04-27,20161231,000005,合并报表,108657351.5
2017-04-27,20161231,000005,母公司报表,-44629600.99
2018-04-21,20161231,000005,母公司报表(调整),-44629600.99
2017-04-27,20161231,000005,合并报表(单季度),-25112026.55
2018-04-21,20161231,000005,母公司报表(单季度调整),-17506206.54
2017-04-27,20161231,000005,母公司报表(单季度),-17506206.54
2017-03-30,20161231,000006,合并报表,778580909.98
2017-03-30,20161231,000006,母公司报表,514210544.84
2017-03-30,20161231,000006,合并报表(单季度),664098047.06
2017-03-30,20161231,000006,母公司报表(单季度),453776313.97
2018-03-30,20161231,000006,母公司报表(调整),514210544.84
2018-03-30,20161231,000006,合并报表(单季度调整),664098047.06
2018-03-30,20161231,000006,母公司报表(单季度调整),453776313.97
2018-03-30,20161231,000006,合并报表(调整),778580909.98
2017-04-19,20161231,000007,合并报表,78019021.13
2017-04-19,20161231,000007,合并报表(单季度),60631240.95
2017-04-19,20161231,000007,母公司报表(单季度),50589146.77
2018-04-24,20161231,000007,母公司报表(调整),45235950.25
2018-04-24,20161231,000007,合并报表(调整),78019021.13
2018-04-24,20161231,000007,合并报表(单季度调整),60631240.95
2017-04-19,20161231,000007,母公司报表,45235950.25
2018-04-24,20161231,000007,母公司报表(单季度调整),50589146.77
2018-04-26,20161231,000008,母公司报表(单季度调整),-29876804.39
2018-04-26,20161231,000008,合并报表(单季度调整),304968282.56
2018-04-26,20161231,000008,母公司报表(调整),129465796.15
2017-04-01,20161231,000008,母公司报表(单季度),-29876804.39
2017-04-01,20161231,000008,合并报表(单季度),304968282.56
